/* DATA DESCRIPTION:
Citation:	Mouw, Colleen B; Ciochetto, Audrey B; Yoder, James A (2018): Microplankton fraction (Sfm) estimated form satellite output (OC-CCI), links to netCDF files. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.892211 (DOI registration in progress)
Abstract:	We provide satellite output that estimates phytoplankton size class as percent microplankton (Sfm, > 20 μm). The calculation of Sfm requires satellite spectral remote sensing reflectance (Rrs(λ)), chlorophyll concentration ([Chl]), and absorption due to dissolved and detrital matter (adg(λ)). These are taken from 4km, monthly, Ocean Color Climate Change Initiative (OC-CCI, version 3.0, www.esa-oceancolour-cci.org) products which are globally merged Sea-Viewing Wide Field-of-View Sensor (SeaWiFS), Medium Resolution Imaging Spectrometer (MERIS), Moderate Resolution Imaging Spectroradiometer (MODIS-Aqua), and Visible Infrared Imaging Radiometer Suite (VIIRS) imagery for a continuous record from 1997 through 2015. This is an absorption-based approach from Mouw and Yoder (2010) (doi:10.1029/2010JC006337) where the chlorophyll-specific absorption spectra for phytoplankton size class extremes, pico- (0.2-2 μm) and microplankton (> 20 μm), are weighted by Sfm. Sfm is estimated from a look-up table containing simulated [Chl], adg(443), Rrs(λ), and Sfm. For a given pixel, satellite-estimated [Chl] and adg(443), are used to narrow the search space within the look-up table. Of the remaining options, the closest simulated Rrs(λ) to the satellite-observed Rrs(λ) is selected and the associated Sfm is assigned.
Related to:	Mouw, Colleen B; Ciochetto, Audrey B; Yoder, James A (2019): A Satellite Assessment of Environmental Controls of Phytoplankton Community Size Structure. Global Biogeochemical Cycles, 33(5), 540-558, https://doi.org/10.1029/2018GB006118
Coverage:	DATE/TIME START: 1997-09-01T00:00:00 * DATE/TIME END: 2015-12-31T00:00:00
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu)
	File name (File name) * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu)
	File format (File format) * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu)
	File size [kByte] (File size) * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu) * COMMENT: zipped file
	Uniform resource locator/link to file (URL file) * PI: Mouw, Colleen B (https://orcid.org/0000-0003-2516-1882, cbmouw@mtu.edu)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	880 data points
*/
Date/Time	File name	File format	File size [kByte]	URL file
2011-09	Sfm_201109_MO_4km	netCDF	13971.344	http://hs.pangaea.de/sat/OC-CCI/Sfm_201109_MO_4km.zip
2011-10	Sfm_201110_MO_4km	netCDF	13634.353	http://hs.pangaea.de/sat/OC-CCI/Sfm_201110_MO_4km.zip
2011-11	Sfm_201111_MO_4km	netCDF	13525.854	http://hs.pangaea.de/sat/OC-CCI/Sfm_201111_MO_4km.zip
2011-12	Sfm_201112_MO_4km	netCDF	13742.459	http://hs.pangaea.de/sat/OC-CCI/Sfm_201112_MO_4km.zip
2012-01	Sfm_201201_MO_4km	netCDF	14393.462	http://hs.pangaea.de/sat/OC-CCI/Sfm_201201_MO_4km.zip
2012-02	Sfm_201202_MO_4km	netCDF	14737.188	http://hs.pangaea.de/sat/OC-CCI/Sfm_201202_MO_4km.zip
2012-03	Sfm_201203_MO_4km	netCDF	14851.561	http://hs.pangaea.de/sat/OC-CCI/Sfm_201203_MO_4km.zip
2012-04	Sfm_201204_MO_4km	netCDF	13079.639	http://hs.pangaea.de/sat/OC-CCI/Sfm_201204_MO_4km.zip
2012-05	Sfm_201205_MO_4km	netCDF	11151.715	http://hs.pangaea.de/sat/OC-CCI/Sfm_201205_MO_4km.zip
2012-06	Sfm_201206_MO_4km	netCDF	10892.990	http://hs.pangaea.de/sat/OC-CCI/Sfm_201206_MO_4km.zip
2012-07	Sfm_201207_MO_4km	netCDF	11685.871	http://hs.pangaea.de/sat/OC-CCI/Sfm_201207_MO_4km.zip
2012-08	Sfm_201208_MO_4km	netCDF	12781.063	http://hs.pangaea.de/sat/OC-CCI/Sfm_201208_MO_4km.zip
2012-09	Sfm_201209_MO_4km	netCDF	13039.302	http://hs.pangaea.de/sat/OC-CCI/Sfm_201209_MO_4km.zip
2012-10	Sfm_201210_MO_4km	netCDF	12898.101	http://hs.pangaea.de/sat/OC-CCI/Sfm_201210_MO_4km.zip
2012-11	Sfm_201211_MO_4km	netCDF	13068.285	http://hs.pangaea.de/sat/OC-CCI/Sfm_201211_MO_4km.zip
2012-12	Sfm_201212_MO_4km	netCDF	13492.351	http://hs.pangaea.de/sat/OC-CCI/Sfm_201212_MO_4km.zip
2013-01	Sfm_201301_MO_4km	netCDF	13813.309	http://hs.pangaea.de/sat/OC-CCI/Sfm_201301_MO_4km.zip
2013-02	Sfm_201302_MO_4km	netCDF	14297.925	http://hs.pangaea.de/sat/OC-CCI/Sfm_201302_MO_4km.zip
2013-03	Sfm_201303_MO_4km	netCDF	14615.460	http://hs.pangaea.de/sat/OC-CCI/Sfm_201303_MO_4km.zip
2013-04	Sfm_201304_MO_4km	netCDF	13213.184	http://hs.pangaea.de/sat/OC-CCI/Sfm_201304_MO_4km.zip
2013-05	Sfm_201305_MO_4km	netCDF	11254.311	http://hs.pangaea.de/sat/OC-CCI/Sfm_201305_MO_4km.zip
2013-06	Sfm_201306_MO_4km	netCDF	10719.424	http://hs.pangaea.de/sat/OC-CCI/Sfm_201306_MO_4km.zip
2013-07	Sfm_201307_MO_4km	netCDF	11682.355	http://hs.pangaea.de/sat/OC-CCI/Sfm_201307_MO_4km.zip
2013-08	Sfm_201308_MO_4km	netCDF	12799.505	http://hs.pangaea.de/sat/OC-CCI/Sfm_201308_MO_4km.zip
2013-09	Sfm_201309_MO_4km	netCDF	13227.634	http://hs.pangaea.de/sat/OC-CCI/Sfm_201309_MO_4km.zip
2013-10	Sfm_201310_MO_4km	netCDF	13004.207	http://hs.pangaea.de/sat/OC-CCI/Sfm_201310_MO_4km.zip
2013-11	Sfm_201311_MO_4km	netCDF	13220.577	http://hs.pangaea.de/sat/OC-CCI/Sfm_201311_MO_4km.zip
2013-12	Sfm_201312_MO_4km	netCDF	13377.293	http://hs.pangaea.de/sat/OC-CCI/Sfm_201312_MO_4km.zip
2014-01	Sfm_201401_MO_4km	netCDF	14533.322	http://hs.pangaea.de/sat/OC-CCI/Sfm_201401_MO_4km.zip
2014-02	Sfm_201402_MO_4km	netCDF	15192.350	http://hs.pangaea.de/sat/OC-CCI/Sfm_201402_MO_4km.zip
2014-03	Sfm_201403_MO_4km	netCDF	14185.507	http://hs.pangaea.de/sat/OC-CCI/Sfm_201403_MO_4km.zip
2014-04	Sfm_201404_MO_4km	netCDF	12759.112	http://hs.pangaea.de/sat/OC-CCI/Sfm_201404_MO_4km.zip
2014-05	Sfm_201405_MO_4km	netCDF	11272.545	http://hs.pangaea.de/sat/OC-CCI/Sfm_201405_MO_4km.zip
2014-06	Sfm_201406_MO_4km	netCDF	10674.729	http://hs.pangaea.de/sat/OC-CCI/Sfm_201406_MO_4km.zip
2014-07	Sfm_201407_MO_4km	netCDF	11460.945	http://hs.pangaea.de/sat/OC-CCI/Sfm_201407_MO_4km.zip
2014-08	Sfm_201408_MO_4km	netCDF	12778.310	http://hs.pangaea.de/sat/OC-CCI/Sfm_201408_MO_4km.zip
2014-09	Sfm_201409_MO_4km	netCDF	13423.925	http://hs.pangaea.de/sat/OC-CCI/Sfm_201409_MO_4km.zip
2014-10	Sfm_201410_MO_4km	netCDF	13426.005	http://hs.pangaea.de/sat/OC-CCI/Sfm_201410_MO_4km.zip
2014-11	Sfm_201411_MO_4km	netCDF	13254.644	http://hs.pangaea.de/sat/OC-CCI/Sfm_201411_MO_4km.zip
2014-12	Sfm_201412_MO_4km	netCDF	13363.460	http://hs.pangaea.de/sat/OC-CCI/Sfm_201412_MO_4km.zip
2015-01	Sfm_201501_MO_4km	netCDF	13767.854	http://hs.pangaea.de/sat/OC-CCI/Sfm_201501_MO_4km.zip
2015-02	Sfm_201502_MO_4km	netCDF	14345.616	http://hs.pangaea.de/sat/OC-CCI/Sfm_201502_MO_4km.zip
2015-03	Sfm_201503_MO_4km	netCDF	14311.934	http://hs.pangaea.de/sat/OC-CCI/Sfm_201503_MO_4km.zip
2015-04	Sfm_201504_MO_4km	netCDF	12766.775	http://hs.pangaea.de/sat/OC-CCI/Sfm_201504_MO_4km.zip
2015-05	Sfm_201505_MO_4km	netCDF	11476.383	http://hs.pangaea.de/sat/OC-CCI/Sfm_201505_MO_4km.zip
2015-06	Sfm_201506_MO_4km	netCDF	11011.254	http://hs.pangaea.de/sat/OC-CCI/Sfm_201506_MO_4km.zip
2015-07	Sfm_201507_MO_4km	netCDF	11856.329	http://hs.pangaea.de/sat/OC-CCI/Sfm_201507_MO_4km.zip
2015-08	Sfm_201508_MO_4km	netCDF	13193.855	http://hs.pangaea.de/sat/OC-CCI/Sfm_201508_MO_4km.zip
2015-09	Sfm_201509_MO_4km	netCDF	13846.066	http://hs.pangaea.de/sat/OC-CCI/Sfm_201509_MO_4km.zip
2015-10	Sfm_201510_MO_4km	netCDF	13663.997	http://hs.pangaea.de/sat/OC-CCI/Sfm_201510_MO_4km.zip
2015-11	Sfm_201511_MO_4km	netCDF	13776.220	http://hs.pangaea.de/sat/OC-CCI/Sfm_201511_MO_4km.zip
2015-12	Sfm_201512_MO_4km	netCDF	13839.002	http://hs.pangaea.de/sat/OC-CCI/Sfm_201512_MO_4km.zip
