"","date","Mesh_Size","key","value"
"514",2011-04-12,200,"BIOMASS",15.3594
"515",2011-05-10,200,"BIOMASS",16.1425
"516",2011-05-10,500,"BIOMASS",3.52088
"517",2011-06-09,500,"BIOMASS",4.74325
"518",2011-06-09,200,"BIOMASS",9.7582
"519",2011-07-07,200,"BIOMASS",21.3049
"520",2011-07-07,500,"BIOMASS",8.92783
"521",2011-08-09,200,"BIOMASS",18.5713
"522",2011-08-09,500,"BIOMASS",9.3085
"523",2011-09-06,200,"BIOMASS",11.6233
"524",2011-09-06,500,"BIOMASS",7.05244
"525",2011-10-04,500,"BIOMASS",3.62096
"526",2011-10-04,200,"BIOMASS",10.3751
"527",2011-11-18,500,"BIOMASS",2.30778
"528",2011-11-18,200,"BIOMASS",7.70624
"529",2012-01-10,500,"BIOMASS",9.95754
"530",2012-01-10,200,"BIOMASS",27.3382
"531",2012-02-07,200,"BIOMASS",31.6605
"532",2012-02-07,500,"BIOMASS",10.8132
"533",2012-03-16,200,"BIOMASS",17.8688
"534",2012-03-16,500,"BIOMASS",19.5674
"535",2012-04-10,500,"BIOMASS",29.3839
"536",2012-04-10,200,"BIOMASS",33.4458
"537",2012-07-26,200,"BIOMASS",6.44045
"538",2012-07-26,500,"BIOMASS",4.50886
"539",2012-08-14,200,"BIOMASS",8.03149
"540",2012-08-14,500,"BIOMASS",4.20931
"541",2012-10-10,200,"BIOMASS",9.28094
"542",2012-10-10,500,"BIOMASS",4.62876
"543",2012-11-08,500,"BIOMASS",4.04491
"544",2012-11-08,200,"BIOMASS",7.29998
"545",2012-12-04,200,"BIOMASS",9.55348
"546",2012-12-04,500,"BIOMASS",3.45539
"547",2013-03-05,500,"BIOMASS",13.1387
"548",2013-03-05,200,"BIOMASS",9.96920996838687e+36
"549",2013-04-09,500,"BIOMASS",10.0606
"550",2013-04-09,200,"BIOMASS",17.8453
"551",2013-05-09,500,"BIOMASS",11.5927
"552",2013-05-09,200,"BIOMASS",18.0719
"553",2013-06-11,200,"BIOMASS",16.9265
"554",2013-06-11,500,"BIOMASS",5.83297
"555",2013-07-11,200,"BIOMASS",9.96920996838687e+36
"556",2013-07-11,500,"BIOMASS",9.96920996838687e+36
"557",2013-08-13,200,"BIOMASS",7.25959
"558",2013-08-13,500,"BIOMASS",4.39957
"559",2013-09-11,500,"BIOMASS",6.57934
"560",2013-09-11,200,"BIOMASS",9.59854
"561",2013-10-08,200,"BIOMASS",4.96539
"562",2013-10-08,500,"BIOMASS",2.16092
"563",2013-11-13,500,"BIOMASS",4.42204
"564",2013-11-13,200,"BIOMASS",9.80581
"565",2013-12-04,200,"BIOMASS",4.383
"566",2013-12-04,500,"BIOMASS",2.31523
"567",2014-01-14,500,"BIOMASS",4.60962
"568",2014-01-14,200,"BIOMASS",15.6501
"569",2014-02-04,200,"BIOMASS",4.95634
"570",2014-02-04,500,"BIOMASS",2.61748
"571",2014-04-01,500,"BIOMASS",7.46291
"572",2014-04-01,200,"BIOMASS",9.39105
"573",2014-05-06,500,"BIOMASS",7.57935
"574",2014-05-06,200,"BIOMASS",13.814
"575",2014-06-13,500,"BIOMASS",20.4162
"576",2014-06-13,200,"BIOMASS",27.4901
"577",2014-09-03,200,"BIOMASS",16.7423
"578",2014-09-03,500,"BIOMASS",20.8366
"579",2014-10-07,500,"BIOMASS",3.43736
"580",2014-10-07,200,"BIOMASS",7.24603
"581",2014-11-12,500,"BIOMASS",2.99493
"582",2014-11-12,200,"BIOMASS",5.0585
"583",2014-12-04,500,"BIOMASS",4.49081
"584",2014-12-04,200,"BIOMASS",11.6572
"585",2015-03-10,200,"BIOMASS",16.4303
"586",2015-03-10,500,"BIOMASS",8.19616
"587",2015-04-24,500,"BIOMASS",6.69779
"588",2015-04-24,200,"BIOMASS",6.08326
"589",2015-07-29,500,"BIOMASS",8.11083
"590",2015-07-29,200,"BIOMASS",9.81122
"591",2015-08-18,500,"BIOMASS",12.71
"592",2015-08-18,200,"BIOMASS",16.3108
"593",2015-09-10,500,"BIOMASS",6.46545
"594",2015-09-10,200,"BIOMASS",12.0631
"595",2015-11-16,500,"BIOMASS",4.62132
"596",2015-11-16,200,"BIOMASS",6.36858
"597",2015-12-09,500,"BIOMASS",3.18838
"598",2015-12-09,200,"BIOMASS",5.72852
"599",2016-01-12,500,"BIOMASS",3.85871
"600",2016-01-12,200,"BIOMASS",7.17667
"601",2016-02-04,200,"BIOMASS",13.6176
"602",2016-02-04,500,"BIOMASS",5.16294
"603",2016-05-11,500,"BIOMASS",3.74631
"604",2016-05-11,200,"BIOMASS",4.73493
"605",2016-06-07,500,"BIOMASS",1.03985
"606",2016-06-07,200,"BIOMASS",3.00928
"607",2016-09-20,500,"BIOMASS",7.91148
"608",2016-09-20,200,"BIOMASS",9.22972
"609",2016-12-21,500,"BIOMASS",1.26594
"610",2016-12-21,200,"BIOMASS",4.07
"611",2017-01-12,200,"BIOMASS",3.1074
"612",2017-01-12,500,"BIOMASS",0.966536
"613",2001-10-09,200,"ASH",6.84278
"614",2001-10-09,500,"ASH",3.30931
"615",2001-11-06,500,"ASH",0.0724179
"616",2001-11-06,200,"ASH",0.639314
"617",2001-12-11,200,"ASH",0.142299
"618",2001-12-11,500,"ASH",0.182402
"619",2002-01-10,200,"ASH",0.51
"620",2002-01-10,500,"ASH",0.18
"621",2002-02-14,200,"ASH",2.56
"622",2002-02-14,500,"ASH",9.96920996838687e+36
"623",2002-03-12,500,"ASH",0.77
"624",2002-03-12,200,"ASH",1.78
"625",2002-04-02,500,"ASH",2.15
"626",2002-04-02,200,"ASH",1.82
"627",2002-05-07,500,"ASH",0.09
"628",2002-05-07,200,"ASH",0.43
"629",2002-06-12,200,"ASH",1.07
"630",2002-06-12,500,"ASH",0.35
"631",2002-07-09,200,"ASH",0.45
"632",2002-07-09,500,"ASH",0.13
"633",2002-08-06,200,"ASH",0.36
"634",2002-08-06,500,"ASH",0.31
"635",2002-10-03,500,"ASH",0.36
"636",2002-10-03,200,"ASH",5.69
"637",2002-11-07,200,"ASH",1.09
"638",2002-11-07,500,"ASH",1.06
"639",2002-12-05,500,"ASH",0.51
"640",2002-12-05,200,"ASH",1.57
"641",2003-01-14,200,"ASH",2.62
"642",2003-01-14,500,"ASH",1.11
"643",2003-02-11,200,"ASH",4.43
"644",2003-02-11,500,"ASH",3.2
"645",2003-03-11,500,"ASH",4.24
"646",2003-03-11,200,"ASH",4.85
"647",2003-04-08,200,"ASH",3.18
"648",2003-04-08,500,"ASH",2.3
"649",2003-05-13,200,"ASH",2.09
"650",2003-05-13,500,"ASH",0.98
"651",2003-06-10,500,"ASH",3
"652",2003-06-10,200,"ASH",4.19
"653",2003-07-08,200,"ASH",1.73
"654",2003-07-08,500,"ASH",1.98
"655",2003-09-09,500,"ASH",1.84
"656",2003-09-09,200,"ASH",1.93
"657",2003-11-11,500,"ASH",0.83
"658",2003-11-11,200,"ASH",1.71
"659",2003-12-09,200,"ASH",2.78
"660",2003-12-09,500,"ASH",2.14
"661",2004-01-13,500,"ASH",0.6
"662",2004-01-13,200,"ASH",2.57
"663",2004-02-08,200,"ASH",1.26
"664",2004-02-08,500,"ASH",1.14
"665",2004-03-08,500,"ASH",2.13
"666",2004-03-08,200,"ASH",1.78
"667",2004-04-06,500,"ASH",4.36
"668",2004-04-06,200,"ASH",5.07
"669",2004-05-13,200,"ASH",4.07
"670",2004-05-13,500,"ASH",2.82
"671",2004-06-08,200,"ASH",3.86
"672",2004-06-08,500,"ASH",4.29
"673",2004-07-07,500,"ASH",2.33
"674",2004-07-07,200,"ASH",5.62
"675",2004-08-10,500,"ASH",2.95
"676",2004-08-10,200,"ASH",3.88
"677",2004-09-07,500,"ASH",1.05
"678",2004-09-07,200,"ASH",2.44
"679",2004-10-05,200,"ASH",1.07
"680",2004-10-05,500,"ASH",1.11
"681",2004-11-09,500,"ASH",2.43
"682",2004-11-09,200,"ASH",1.42
"683",2004-12-07,500,"ASH",0.47
"684",2004-12-07,200,"ASH",1.98
"685",2005-01-11,200,"ASH",1.73
"686",2005-01-11,500,"ASH",1.1
"687",2005-02-10,200,"ASH",2.2
"688",2005-02-10,500,"ASH",1.64
"689",2005-03-08,200,"ASH",2.93
"690",2005-03-08,500,"ASH",2.03
"691",2005-04-05,200,"ASH",2.48
"692",2005-04-05,500,"ASH",3.01
"693",2005-05-10,200,"ASH",2.42
"694",2005-05-10,500,"ASH",2.02
"695",2005-06-14,200,"ASH",1.56
"696",2005-06-14,500,"ASH",2.53
"697",2005-07-12,200,"ASH",1.9
"698",2005-07-12,500,"ASH",1.66
"699",2005-08-10,500,"ASH",0.47
"700",2005-08-10,200,"ASH",0.86
"701",2005-12-15,500,"ASH",9.96920996838687e+36
"702",2005-12-15,200,"ASH",9.96920996838687e+36
"703",2006-01-12,500,"ASH",2.57
"704",2006-01-12,200,"ASH",7.09
"705",2006-02-07,200,"ASH",5.51
"706",2006-02-07,500,"ASH",4.87
"707",2006-03-16,200,"ASH",3.47
"708",2006-03-16,500,"ASH",5.38
"709",2006-04-04,200,"ASH",4.52
"710",2006-04-04,500,"ASH",2.14
"711",2006-05-10,200,"ASH",7.3
"712",2006-05-10,500,"ASH",0.4
"713",2006-06-06,200,"ASH",9.96920996838687e+36
"714",2006-06-06,500,"ASH",9.96920996838687e+36
"715",2006-07-04,200,"ASH",1
"716",2006-07-04,500,"ASH",0.3
"717",2006-08-03,500,"ASH",9.96920996838687e+36
"718",2006-08-03,200,"ASH",9.96920996838687e+36
"719",2006-09-12,500,"ASH",9.96920996838687e+36
"720",2006-09-12,200,"ASH",9.96920996838687e+36
"721",2006-10-10,500,"ASH",9.96920996838687e+36
"722",2006-10-10,200,"ASH",9.96920996838687e+36
"723",2006-11-02,200,"ASH",9.96920996838687e+36
"724",2006-11-02,500,"ASH",9.96920996838687e+36
"725",2006-12-05,200,"ASH",7.32915
"726",2006-12-05,500,"ASH",1.09225
"727",2007-02-06,200,"ASH",18.1709
"728",2007-02-06,500,"ASH",5.01333
"729",2007-03-06,200,"ASH",8.33606
"730",2007-03-06,500,"ASH",5.02294
"731",2007-05-08,200,"ASH",14.5506
"732",2007-05-08,500,"ASH",3.36259
"733",2007-06-05,200,"ASH",3.05309
"734",2007-06-05,500,"ASH",2.30069
"735",2007-07-03,200,"ASH",3.67705
"736",2007-07-03,500,"ASH",2.75839
"737",2007-08-07,500,"ASH",3.00405
"738",2007-08-07,200,"ASH",3.39461
"739",2007-10-09,200,"ASH",0.690803
"740",2007-10-09,500,"ASH",0.393027
"741",2007-12-11,500,"ASH",1.04753
"742",2007-12-11,200,"ASH",2.26102
"743",2008-01-10,200,"ASH",5.33352
"744",2008-01-10,500,"ASH",4.13758
"745",2008-02-12,500,"ASH",4.11995
"746",2008-02-12,200,"ASH",4.93782
"747",2008-03-11,500,"ASH",2.12046
"748",2008-03-11,200,"ASH",5.38005
"749",2008-04-08,200,"ASH",8.17422
"750",2008-04-08,500,"ASH",4.40705
"751",2008-05-06,200,"ASH",3.3136
"752",2008-05-06,500,"ASH",1.30847
"753",2008-06-04,200,"ASH",5.43224
"754",2008-06-04,500,"ASH",3.18999
"755",2008-07-08,200,"ASH",2.91489
"756",2008-07-08,500,"ASH",1.19489
"757",2008-08-05,500,"ASH",2.05918
"758",2008-08-05,200,"ASH",2.65747
"759",2008-09-10,500,"ASH",1.26837
"760",2008-09-10,200,"ASH",3.12762
"761",2008-10-10,500,"ASH",1.89876
"762",2008-10-10,200,"ASH",4.15721
"763",2008-11-18,500,"ASH",0.607115
"764",2008-11-18,200,"ASH",2.16592
"765",2008-12-10,500,"ASH",0.940642
"766",2008-12-10,200,"ASH",1.62678
"767",2009-01-13,500,"ASH",5.37688
"768",2009-01-13,200,"ASH",6.27548
"769",2009-02-10,500,"ASH",11.3707
"770",2009-02-10,200,"ASH",16.9274
"771",2009-03-03,500,"ASH",4.24065
"772",2009-03-03,200,"ASH",5.0992
"773",2009-04-07,500,"ASH",4.23334
"774",2009-04-07,200,"ASH",8.57727
"775",2009-05-08,500,"ASH",4.01534
"776",2009-05-08,200,"ASH",8.03816
"777",2009-06-02,500,"ASH",3.50707
"778",2009-06-02,200,"ASH",3.54953
"779",2009-07-14,200,"ASH",5.2596
"780",2009-07-14,500,"ASH",3.82295
"781",2009-08-11,200,"ASH",5.6717
"782",2009-08-11,500,"ASH",3.0287
"783",2009-09-15,200,"ASH",5.8502
"784",2009-09-15,500,"ASH",3.25731
"785",2009-10-06,500,"ASH",0.43786
"786",2009-10-06,200,"ASH",3.471
"787",2009-11-10,200,"ASH",2.58462
"788",2009-11-10,500,"ASH",1.59401
"789",2009-12-08,200,"ASH",3.60127
"790",2009-12-08,500,"ASH",1.13099
"791",2010-01-12,500,"ASH",4.0523
"792",2010-01-12,200,"ASH",6.1852
"793",2010-02-11,500,"ASH",0
"794",2010-02-11,200,"ASH",4.26966
"795",2010-03-09,200,"ASH",2.99657
"796",2010-03-09,500,"ASH",1.82579
"797",2010-04-07,200,"ASH",9.08172
"798",2010-04-07,500,"ASH",5.08556
"799",2010-05-11,200,"ASH",2.36283
"800",2010-05-11,500,"ASH",2.02438
"801",2010-06-08,500,"ASH",2.67544
"802",2010-06-08,200,"ASH",3.33824
"803",2010-08-04,500,"ASH",2.1224
"804",2010-08-04,200,"ASH",3.24873
"805",2010-09-15,200,"ASH",2.49197
"806",2010-09-15,500,"ASH",2.24142
"807",2010-10-04,500,"ASH",1.75861
"808",2010-10-04,200,"ASH",2.06245
"809",2010-11-09,200,"ASH",2.14946
"810",2010-11-09,500,"ASH",1.21908
"811",2010-12-08,200,"ASH",1.78578
"812",2010-12-08,500,"ASH",1.53464
"813",2011-01-11,200,"ASH",3.06868
"814",2011-01-11,500,"ASH",1.37329
"815",2011-02-08,200,"ASH",9.38691
"816",2011-02-08,500,"ASH",1.16757
"817",2011-03-15,500,"ASH",2.98623
"818",2011-03-15,200,"ASH",4.00777
"819",2011-04-12,500,"ASH",1.12853
"820",2011-04-12,200,"ASH",3.63486
"821",2011-05-10,200,"ASH",4.72285
"822",2011-05-10,500,"ASH",0.819786
"823",2011-06-09,500,"ASH",1.35318
"824",2011-06-09,200,"ASH",3.11481
"825",2011-07-07,200,"ASH",8.066
"826",2011-07-07,500,"ASH",4.269
"827",2011-08-09,200,"ASH",6.925
"828",2011-08-09,500,"ASH",4.68935
"829",2011-09-06,200,"ASH",4.25121
"830",2011-09-06,500,"ASH",3.4506
"831",2011-10-04,500,"ASH",1.75046
"832",2011-10-04,200,"ASH",3.98546
"833",2011-11-18,500,"ASH",0.971382
"834",2011-11-18,200,"ASH",1.85748
"835",2012-01-10,500,"ASH",6.08434
"836",2012-01-10,200,"ASH",14.616
"837",2012-02-07,200,"ASH",15.95
"838",2012-02-07,500,"ASH",5.4519
"839",2012-03-16,200,"ASH",8.38717
"840",2012-03-16,500,"ASH",12.7481
"841",2012-04-10,500,"ASH",19.1341
"842",2012-04-10,200,"ASH",16.9385
"843",2012-07-26,200,"ASH",2.04283
"844",2012-07-26,500,"ASH",1.54885
"845",2012-08-14,200,"ASH",2.79626
"846",2012-08-14,500,"ASH",1.42838
"847",2012-10-10,200,"ASH",3.54547
"848",2012-10-10,500,"ASH",1.75381
"849",2012-11-08,500,"ASH",1.63234
"850",2012-11-08,200,"ASH",3.31316
"851",2012-12-04,200,"ASH",3.89631
"852",2012-12-04,500,"ASH",1.0425
"853",2013-03-05,500,"ASH",6.06786
"854",2013-03-05,200,"ASH",9.96920996838687e+36
"855",2013-04-09,500,"ASH",9.96920996838687e+36
"856",2013-04-09,200,"ASH",9.96920996838687e+36
"857",2013-05-09,500,"ASH",4.88276
"858",2013-05-09,200,"ASH",6.78935
"859",2013-06-11,200,"ASH",4.03953
"860",2013-06-11,500,"ASH",1.76779
"861",2013-07-11,200,"ASH",9.96920996838687e+36
"862",2013-07-11,500,"ASH",9.96920996838687e+36
"863",2013-08-13,200,"ASH",3.18359
"864",2013-08-13,500,"ASH",1.23028
"865",2013-09-11,500,"ASH",0.820946
"866",2013-09-11,200,"ASH",2.0721
"867",2013-10-08,200,"ASH",1.66007
"868",2013-10-08,500,"ASH",0.749138
"869",2013-11-13,500,"ASH",0.689132
"870",2013-11-13,200,"ASH",1.90011
"871",2013-12-04,200,"ASH",1.7356
"872",2013-12-04,500,"ASH",0.972014
"873",2014-01-14,500,"ASH",0.82773
"874",2014-01-14,200,"ASH",3.62163
"875",2014-02-04,200,"ASH",0.706446
"876",2014-02-04,500,"ASH",0.390132
"877",2014-04-01,500,"ASH",1.65335
"878",2014-04-01,200,"ASH",2.35823
"879",2014-05-06,500,"ASH",2.38831
"880",2014-05-06,200,"ASH",3.82393
"881",2014-06-13,500,"ASH",9.06732
"882",2014-06-13,200,"ASH",12.6803
"883",2014-09-03,200,"ASH",5.16608
"884",2014-09-03,500,"ASH",9.12699
"885",2014-10-07,500,"ASH",1.85033
"886",2014-10-07,200,"ASH",3.48317
"887",2014-11-12,500,"ASH",0.945342
"888",2014-11-12,200,"ASH",1.67366
"889",2014-12-04,500,"ASH",1.13615
"890",2014-12-04,200,"ASH",4.04173
"891",2015-03-10,200,"ASH",2.16545
"892",2015-03-10,500,"ASH",2.60409
"893",2015-04-24,500,"ASH",2.55665
"894",2015-04-24,200,"ASH",2.00707
"895",2015-07-29,500,"ASH",2.27135
"896",2015-07-29,200,"ASH",2.04422
"897",2015-08-18,500,"ASH",5.57262
"898",2015-08-18,200,"ASH",5.20936
"899",2015-09-10,500,"ASH",9.31995
"900",2015-09-10,200,"ASH",4.3274
"901",2015-11-16,500,"ASH",1.34244
"902",2015-11-16,200,"ASH",1.26247
"903",2015-12-09,500,"ASH",0.645741
"904",2015-12-09,200,"ASH",1.58174
"905",2016-01-12,500,"ASH",1.42364
"906",2016-01-12,200,"ASH",2.23404
"907",2016-02-04,200,"ASH",7.73258
"908",2016-02-04,500,"ASH",2.34514
"909",2016-05-11,500,"ASH",1.16305
"910",2016-05-11,200,"ASH",1.0624
"911",2016-06-07,500,"ASH",0.465321
"912",2016-06-07,200,"ASH",0.955643
"913",2016-09-20,500,"ASH",3.02684
"914",2016-09-20,200,"ASH",3.392
"915",2016-12-21,500,"ASH",0.323411
"916",2016-12-21,200,"ASH",0.861507
"917",2017-01-12,200,"ASH",0.657752
"918",2017-01-12,500,"ASH",0.246921
