"","Date","X.x","Cruise_ID","Leg","lon.x","lat.x","Day","days.x","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q","X.1","X.y","CruiseID","month","days.y","press","lat.y","lon.y","sigma_t","sigma_0","potemp","sal","temp","beam_att","beam_cp","fluor_chla","belowmld","depthdiff"
"117",1998-12-16,717,"93HG_037",1,-64.67,10.5,16,349,12,1998,7,7.231,NA,0,194.4,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0.01,0,0,0,0.05,0,0.93,0,NA,0,0.002419,0,NA,0,NA,0,36.759,0,NA,9,NA,0,26.876,0,24.0869,0,NA,9,NA,9,NA,1,NA,1,10.02,1,NA,1,NA,1,NA,9,NA,9,611,8,NA,9,1.12,0,0.15,0,0.17,0,37,42652,"93HG_037",12,349,25.109,10.5,-64.67,24.227,24.229,26.39,36.745,26.396,0.525,NA,0.115,TRUE,17.878
"118",2012-05-15,3621,"93HG_191",2,-64.67,10.5,15,135,5,2012,15,15.16,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.13,0,0,0,0,0,0.04,0,1.55,0,NA,0,0.002446,0,NA,0,NA,0,36.41,0,NA,9,NA,0,26.843,0,23.988,0,NA,9,NA,9,139.61,0,15.03,0,10.84,0,136.24,0,14.67,0,NA,9,NA,9,NA,9,NA,9,1.83,0,0.19,0,0.15,0,191,239959,"93HG_191",5,135,33,10.5,-64.67,24.112,24.115,26.298,36.557,26.305,0.089,0.453,0.184,TRUE,17.84
"119",2008-02-12,2697,"93HG_142",1,-64.67,10.5,12,42,2,2008,7,6.32,NA,0,195.76,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0.05,0,0.05,0,0.04,0,1.4,0,NA,0,0.002411,8,NA,8,NA,0,36.864,0,NA,9,NA,0,24.706,0,24.84,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.92,0,0.67,0,142,178227,"93HG_142",2,42,24,10.5,-64.67,25.006,25.008,24.18,36.875,24.185,0.207,0.571,0.744,TRUE,17.68
"120",2011-02-08,3355,"93HG_177",1,-64.67,10.5,8,38,2,2011,15,15.32,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.22,0,0.04,0,0,0,0.02,0,NA,4,NA,0,0.002418,0,NA,0,NA,0,36.804,0,NA,9,NA,0,23.711,0,25.092,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,1.73,0,2.87,0,1.26,0,177,221708,"93HG_177",2,38,33,10.5,-64.67,25.209,25.211,23.375,36.827,23.382,0.138,0.502,0.265,TRUE,17.68
"121",2005-04-05,2131,"93HG_111",1,-64.67,10.5,5,94,4,2005,15,15.321,NA,0,182.92,0,NA,9,9.96920996838687e+36,9,NA,9,1.19,0,0.15,0,0.82,4,0.15,0,NA,0,NA,0,0.002479,4,NA,0,NA,0,36.929,0,NA,9,NA,0,22.813,0,25.418,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.29,8,NA,9,NA,9,NA,0,1.29,0,0.93,0,111,138652,"93HG_111",4,94,33,10.5,-64.67,25.53,25.532,22.431,36.89,22.438,0.45,0.086,0.282,TRUE,17.679
"122",1995-11-08,2,"93HG_001",2,-64.67,10.5,8,311,11,1995,7,6.5,NA,0,192.4,0,2.8,1,0,1,0.17,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,0.002409,0,NA,9,NA,9,36.577,0,NA,9,NA,9,27.5,0,23.72,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,88,1,NA,9,NA,9,0.07,0,0.06,0,1,12,"93HG_001",11,311,24.138,10.5,-64.67,23.982,23.984,26.711,36.663,26.717,NA,NA,NA,TRUE,17.638
"123",1998-03-12,556,"93HG_029",2,-64.67,10.5,12,70,3,1998,15,15.543,NA,0,175,0,NA,9,9.96920996838687e+36,9,NA,9,0.71,0,0.24,0,NA,0,0.27,0,0.38,0,NA,0,0.002405,0,NA,0,NA,0,36.862,0,NA,9,NA,0,21.889,0,25.6583,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,147,8,NA,9,0.16,0,5.59,0,2.84,0,29,32162,"93HG_029",3,70,33.123,10.5,-64.67,25.79,25.792,21.485,36.879,21.491,NA,NA,0.14,TRUE,17.58
"124",2007-08-07,2602,"93HG_136",1,-64.67,10.5,7,218,8,2007,1,2.43,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.06,0,0.04,0,0,0,0.03,0,0,0,NA,0,0.002391,0,NA,0,NA,0,36.578,0,NA,9,NA,0,28.624,0,23.374,0,NA,9,NA,9,NA,0,11.54,0,NA,0,NA,0,11.26,0,NA,0,0.16,0,88.08,4,NA,0,NA,0,0.14,0,0.07,0,136,170858,"93HG_136",8,218,20,10.5,-64.67,23.733,23.734,27.154,36.415,27.159,0.055,0.418,0.059,TRUE,17.57
"125",2001-08-07,1328,"93HG_069",1,-64.67,10.5,7,218,8,2001,1,2.685,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.01,0,0,0,0,0,0.07,0,0,0,NA,9,NA,9,NA,9,NA,9,36.582,0,NA,9,NA,0,28.156,0,23.539,0,NA,9,NA,9,NA,0,NA,0,16.59,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.1,0,0.09,0,69,83796,"93HG_069",8,218,20.115,10.5,-64.67,23.821,23.823,27.244,36.568,27.249,0.351,NA,0.095,TRUE,17.43
"126",2000-04-11,1031,"93HG_053",1,-64.67,10.5,11,101,4,2000,7,7.781,NA,8,183.7,8,NA,9,9.96920996838687e+36,9,NA,9,0.06,0,0,0,0.31,0,0.16,0,0.86,0,NA,0,0.002421,0,NA,0,NA,0,36.949,0,NA,9,NA,0,24.382,0,25.004,0,NA,9,NA,9,NA,1,NA,1,10.63,1,NA,1,NA,1,NA,9,NA,9,293,8,NA,9,NA,0,0.86,0,0.59,0,53,63120,"93HG_053",4,101,25.123,10.5,-64.67,25.136,25.138,23.955,36.955,23.96,0.691,NA,0.744,TRUE,17.342
"127",2004-03-08,1883,"93HG_098",1,-64.67,10.5,8,67,3,2004,7,7.7,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.11,0,0,0,0.11,0,0.02,0,0.04,0,NA,0,0.002432,8,NA,0,NA,0,36.962,0,NA,9,NA,0,24.344,0,25.034,0,NA,9,NA,9,NA,0,NA,0,13.34,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,10.02,0,2.191,0,1.871,0,98,121450,"93HG_098",3,67,25,10.5,-64.67,25.166,25.168,23.837,36.949,23.842,0.625,0.261,2.181,TRUE,17.3
"128",2007-04-10,2526,"93HG_132",1,-64.67,10.5,10,99,4,2007,1,1.74,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.2,0,0.05,0,0.25,0,0.01,0,0.95,0,NA,0,0.002419,0,NA,0,NA,0,36.843,0,NA,9,NA,0,24.868,0,24.771,0,NA,9,NA,9,124.87,0,NA,0,NA,0,121.86,0,NA,0,NA,0,0.16,0,67.43,0,NA,0,NA,0,0.47,0,0.38,0,132,165579,"93HG_132",4,99,19,10.5,-64.67,25.265,25.267,23.048,36.775,23.052,0.168,0.532,0.429,TRUE,17.26
"129",2009-01-13,2905,"93HG_153",1,-64.67,10.5,13,12,1,2009,15,12.74,NA,0,191.6,0,NA,9,9.96920996838687e+36,9,NA,9,0.26,0,0.15,0,0.19,0,0.02,0,1.38,0,NA,9,0.00243,0,NA,9,NA,9,36.817,0,NA,9,NA,0,24.858,0,24.762,0,NA,0,10.5,0,183.7,0,NA,0,NA,0,179.28,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,1.74,0,0.91,0,153,192006,"93HG_153",1,12,30,10.5,-64.67,24.884,24.886,24.47,36.829,24.476,0.192,0.556,0.72,TRUE,17.26
"130",2005-03-08,2111,"93HG_110",1,-64.67,10.5,8,66,3,2005,7,7.78,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.11,0,0,0,0.01,0,0.04,0,0,0,NA,0,0.002447,0,NA,0,NA,0,36.948,0,NA,9,NA,0,25.723,0,24.597,0,NA,9,NA,9,111.3,0,17.08,0,NA,0,108.62,0,16.66,0,NA,0,0.89,8,NA,9,NA,9,1.72,0,0.23,0,0.17,0,110,137321,"93HG_110",3,66,25,10.5,-64.67,24.744,24.745,26.04,36.939,26.046,0.452,0.088,0.4,TRUE,17.22
"131",2010-04-07,3182,"93HG_168",1,-64.67,10.5,7,96,4,2010,1,1.88,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.6,0,0.03,0,0.69,0,0.06,0,1.38,0,NA,0,0.002413,0,NA,0,NA,0,36.859,0,NA,9,NA,0,26.325,0,24.335,0,NA,0,NA,0,117.65,0,NA,0,14.97,0,114.81,0,NA,0,NA,9,NA,9,81.34,0,NA,9,1.36,0,0.17,0,0.13,0,168,209792,"93HG_168",4,96,19,10.5,-64.67,24.615,24.616,25.387,36.844,25.391,0.195,0.559,0.071,TRUE,17.12
"132",2003-11-11,1806,"93HG_094",1,-64.67,10.5,11,314,11,2003,7,6.9,NA,0,195.96,0,NA,9,9.96920996838687e+36,9,NA,9,0.32,0,0,0,0.06,0,0.03,0,1.23,0,NA,0,0.002409,0,NA,0,NA,0,36.567,0,NA,9,NA,0,28.514,0,23.417,0,NA,9,NA,9,107.93,0,14.25,0,NA,0,105.33,0,13.91,0,NA,9,NA,9,NA,9,NA,9,1.3,0,0.14,0,0.11,0,94,116160,"93HG_094",11,314,24,10.5,-64.67,23.591,23.593,28.05,36.612,28.056,0.45,0.086,0.46,TRUE,17.1
"133",2009-06-02,2995,"93HG_158",1,-64.67,10.5,2,152,6,2009,1,1.9,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.14,0,0.08,0,0.08,0,0.01,0,0.48,0,NA,0,0.002428,0,NA,0,NA,0,36.924,0,NA,9,NA,0,24.869,0,24.828,0,NA,0,NA,0,NA,0,17.46,0,NA,0,NA,0,17.04,0,NA,9,NA,9,90.06,0,NA,9,1.93,0,0.31,0,0.28,0,158,197687,"93HG_158",6,152,19,10.5,-64.67,25.358,25.357,23.229,36.965,23.233,0.165,0.529,0.223,TRUE,17.1
"134",2001-04-04,1253,"93HG_065",1,-64.67,10.5,4,93,4,2001,15,15.163,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0.01,0,0,0,0.04,0,0,0,NA,0,0.002475,8,NA,8,NA,8,NA,9,NA,9,NA,0,23.847,0,25.1273,0,NA,9,NA,9,NA,0,NA,0,10.25,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.95,0,0.75,0,65,78877,"93HG_065",4,93,32.185,10.5,-64.67,25.286,25.288,23.463,36.964,23.47,0.497,NA,1.158,TRUE,17.022
"135",2003-03-11,1671,"93HG_087",1,-64.67,10.5,11,69,3,2003,7,8.008,NA,0,NA,0,1,1,0.18,1,1.7,1,0.12,0,0.05,0,0.17,0,0.08,0,0.36,0,NA,0,0.0024204,0,NA,0,NA,0,36.802,0,NA,9,NA,0,22.007,0,25.571,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,11.44,0,3.09,0,1.33,0,87,107468,"93HG_087",3,69,25,10.5,-64.67,25.783,25.784,21.372,36.827,21.377,NA,NA,1.423,TRUE,16.992
"136",2010-03-09,3163,"93HG_167",1,-64.67,10.5,9,67,3,2010,1,2.01,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.37,0,0.01,0,0.01,0,0.02,0,NA,0,NA,0,0.00241,0,NA,9,NA,9,36.816,0,NA,9,NA,0,28.15,0,23.686,0,NA,0,NA,0,NA,0,NA,8,NA,8,NA,0,NA,8,NA,9,NA,9,69.11,0,NA,9,1.55,0,0.15,0,0.1,0,167,208469,"93HG_167",3,67,19,10.5,-64.67,24.241,24.242,26.397,36.768,26.401,0.112,0.476,0.071,TRUE,16.99
"137",2002-08-06,1556,"93HG_081",1,-64.67,10.5,6,217,8,2002,1,2.145,NA,0,NA,0,1.64,1,0,1,0.79,1,0,0,0.02,0,0.07,0,0.04,0,0.48,0,NA,0,0.002413,0,NA,0,NA,0,36.773,0,NA,9,NA,0,27.55,0,23.884,0,NA,9,NA,9,NA,0,12.66,0,NA,0,NA,0,12.35,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.18,0,0.15,0,81,99580,"93HG_081",8,217,19.109,10.5,-64.67,24.243,24.245,26.535,36.823,26.539,NA,NA,NA,TRUE,16.964
"138",1997-03-13,313,"93HG_017",1,-64.67,10.5,13,71,3,1997,1,2.16,NA,0,NA,0,0.5,1,0.07,1,0.48,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.002423,0,NA,0,NA,0,36.757,0,NA,9,NA,0,22.465,0,25.4152,0,NA,9,NA,9,NA,1,NA,1,10.5,1,NA,1,NA,1,NA,9,NA,9,186,8,NA,9,12.08,0,2,0,1.76,0,17,16968,"93HG_017",3,71,18.996,10.5,-64.67,25.834,25.835,20.932,36.735,20.936,0.906,NA,1.533,TRUE,16.836
"139",1999-11-04,930,"93HG_048",2,-64.67,10.5,4,307,11,1999,1,1.269,NA,0,195.6,0,NA,9,9.96920996838687e+36,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.002375,0,NA,0,NA,0,36.355,0,NA,9,NA,0,28.444,0,23.262,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,99,1,NA,9,0.96,0,0.12,0,0.09,0,48,57058,"93HG_048",11,307,18.064,10.5,-64.67,23.425,23.426,28.038,36.385,28.042,0.5,NA,0.224,TRUE,16.795
"140",2004-04-06,1901,"93HG_099",1,-64.67,10.5,6,96,4,2004,1,2.233,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.04,8,0.1,0,0.05,0,0.02,0,0.15,0,NA,0,0.002428,0,NA,0,NA,0,37.017,0,NA,9,NA,0,25.67,0,24.649,0,NA,9,NA,9,103.01,0,10.4,0,11.56,0,100.53,0,10.15,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.216,0,0.114,0,99,122766,"93HG_099",4,96,19,10.5,-64.67,24.98,24.981,24.617,37.011,24.621,0.45,0.086,0.259,TRUE,16.767
"141",1999-05-06,816,"93HG_042",2,-64.67,10.5,6,125,5,1999,1,2.498,NA,0,195,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0.02,0,0.03,0,0.03,0,0.17,0,NA,0,0.00242,0,NA,0,NA,0,36.876,0,NA,9,NA,0,26.39,0,24.318,0,NA,9,NA,9,NA,8,NA,8,11.69,8,NA,8,NA,8,NA,9,NA,9,NA,9,NA,9,1.82,0,0.19,0,0.14,0,42,49243,"93HG_042",5,125,19.147,10.5,-64.67,24.794,24.795,24.932,36.893,24.936,0.6,NA,0.161,TRUE,16.649
"142",1996-02-13,59,"93HG_004",1,-64.67,10.5,13,43,2,1996,7,7.5,NA,0,197.9,0,2.11,1,0.03,1,0.91,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,8,0.002447,0,NA,8,NA,8,36.918,0,NA,9,NA,9,23.58,0,25.22,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,79,1,NA,9,NA,0,0.96,0,0.63,0,4,1813,"93HG_004",2,43,24.138,10.5,-64.67,25.348,25.35,23.206,36.943,23.211,NA,NA,NA,TRUE,16.638
"143",1997-02-13,293,"93HG_016",1,-64.67,10.5,13,43,2,1997,1,1.5,NA,0,NA,0,1,1,0.12,1,0.35,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.002436,0,NA,0,NA,0,36.934,0,NA,9,NA,9,23.92,0,25.132,0,NA,9,NA,9,173.23,1,NA,1,NA,1,169.05,1,NA,1,NA,9,NA,9,2235,8,NA,9,10.34,0,1.19,0,0.81,0,16,15655,"93HG_016",2,43,18.136,10.5,-64.67,25.33,25.331,23.203,36.917,23.206,0.609,NA,1.159,TRUE,16.636
"144",2009-12-08,3111,"93HG_164",1,-64.67,10.5,8,341,12,2009,15,14.45,NA,0,199.62,0,NA,9,9.96920996838687e+36,9,NA,9,0.25,0,0.02,0,0.02,0,0.01,0,0.5,0,NA,0,0.002429,0,NA,0,NA,0,36.87,9,NA,9,NA,0,25.347,0,24.643,0,NA,0,NA,0,150.47,0,11.47,0,15.31,0,146.84,0,11.19,0,NA,9,NA,9,NA,9,NA,9,1.52,0,0.22,0,0.15,0,164,205634,"93HG_164",12,341,31,10.5,-64.67,24.762,24.765,24.961,36.867,24.968,0.236,0.6,0.447,TRUE,16.55
"145",2002-11-07,1594,"93HG_083",1,-64.67,10.5,7,310,11,2002,1,1.684,NA,0,NA,0,0.28,1,0.15,1,0.96,1,0.08,0,0.03,0,0,0,0.06,0,0.23,0,NA,0,0.002413,0,NA,0,NA,8,36.7383,0,NA,9,NA,0,26.609,0,24.15,0,NA,9,NA,9,NA,0,11.84,0,NA,0,NA,0,11.56,0,NA,9,NA,9,NA,9,NA,9,1.29,0,0.12,0,0.08,0,83,102201,"93HG_083",11,310,18.104,10.5,-64.67,24.338,24.34,26.094,36.767,26.098,NA,NA,NA,TRUE,16.42
"146",2001-09-12,1347,"93HG_070",1,-64.67,10.5,12,254,9,2001,1,1.761,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.11,0,0,0,0.01,0,0.06,0,0,0,NA,9,NA,9,NA,9,NA,9,36.778,0,NA,9,NA,0,26.868,0,24.073,0,NA,9,NA,9,125.3,0,11.2,0,13.1,0,122.32,0,10.89,0,NA,9,NA,9,NA,9,NA,9,1.88,0,0.19,0,0.12,0,70,85105,"93HG_070",9,254,18.104,10.5,-64.67,24.378,24.379,26.057,36.804,26.061,0.357,NA,0.127,TRUE,16.343
"147",2010-09-15,3258,"93HG_172",1,-64.67,10.5,15,257,9,2010,1,1.8,NA,0,198.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.37,0,0.02,0,0.06,0,0.04,0,NA,9,NA,0,0.002395,0,NA,0,NA,0,36.454,0,NA,9,NA,0,30.062,0,22.798,0,NA,0,18.82,0,155.35,0,NA,0,NA,0,151.6,0,NA,0,NA,9,NA,9,89.92,0,NA,9,NA,0,0.17,0,0.1,0,172,215081,"93HG_172",9,257,18,10.5,-64.67,23.255,23.256,28.632,36.423,28.636,0.103,0.467,0.139,TRUE,16.2
"148",2002-12-05,1613,"93HG_084",1,-64.67,10.5,5,338,12,2002,1,1.951,NA,0,NA,0,4.91,1,0,1,0.75,1,0.05,0,0.08,0,0,0,0.03,0,0.7,0,NA,0,0.002419,0,NA,0,NA,8,36.871,0,NA,9,NA,0,24.245,0,24.988,0,NA,9,NA,9,176.68,0,NA,0,NA,0,172.42,0,NA,0,NA,9,NA,9,NA,9,NA,9,14.29,0,0.96,0,0.64,0,84,103513,"93HG_084",12,338,18.103,10.5,-64.67,25.127,25.128,23.889,36.919,23.893,NA,NA,NA,TRUE,16.152
"149",1997-09-17,438,"93HG_023",1,-64.67,10.5,17,259,9,1997,1,0.969,NA,0,NA,0,2.25,1,9.96920996838687e+36,9,1.09,1,0.03,0,0.02,0,0.05,0,0.05,0,1.21,0,NA,0,NA,9,NA,9,NA,9,36.561,0,NA,9,NA,0,28.71,0,23.3241,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,101,4,NA,9,0.79,0,0.11,0,0.08,0,23,24931,"93HG_023",9,259,17.112,10.5,-64.67,23.782,23.784,26.987,36.406,26.991,0.467,NA,0.081,TRUE,16.143
"150",1995-12-13,20,"93HG_002",1,-64.67,10.5,13,346,12,1995,1,2,NA,0,177.4,0,2.26,1,0.03,1,0.26,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.002413,0,NA,0,NA,0,NA,9,NA,9,NA,0,25.39,0,24.59,0,NA,9,NA,9,NA,1,12.01,1,NA,1,NA,1,11.72,1,NA,9,NA,9,NA,9,NA,9,1.66,0,0.12,0,0.08,0,2,638,"93HG_002",12,346,18.103,10.5,-64.67,24.712,24.684,25.33,36.906,25.334,NA,NA,NA,TRUE,16.103
"151",2005-07-12,2187,"93HG_114",1,-64.67,10.5,12,192,7,2005,7,6.94,NA,0,197.85,0,NA,9,9.96920996838687e+36,9,NA,9,0.11,0,0.02,0,0,0,0.04,0,0.83,0,NA,0,NA,9,NA,9,NA,9,36.859,0,NA,9,NA,0,27.014,0,24.129,0,NA,9,NA,9,NA,0,10.84,0,NA,0,NA,0,10.57,0,NA,4,0.04,8,NA,9,NA,9,1.98,0,0.15,0,0.1,0,114,142573,"93HG_114",7,192,23,10.5,-64.67,24.464,24.466,25.915,36.862,25.92,0.461,0.097,0.204,TRUE,16.06
"152",2006-12-05,2470,"93HG_129",1,-64.67,10.5,5,338,12,2006,7,6.95,NA,0,192.81,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0,0,0,0,0.04,0,1.77,0,NA,0,0.002385,0,NA,0,NA,0,36.538,4,NA,9,NA,0,26.858,0,23.925,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.08,0,NA,9,NA,9,1.92,0,0.11,0,0.12,0,129,161611,"93HG_129",12,338,23,10.5,-64.67,24.125,24.127,26.226,36.543,26.231,0.494,0.13,0.16,TRUE,16.05
"153",2010-10-04,3278,"93HG_173",1,-64.67,10.5,4,276,10,2010,7,6.95,NA,0,186.1,0,NA,9,9.96920996838687e+36,9,NA,9,0.31,0,0.13,0,0.13,0,0.08,0,NA,0,NA,0,NA,9,NA,9,NA,9,36.217,0,NA,9,NA,0,29.6,0,22.764,0,NA,0,NA,0,NA,0,13.3,0,NA,0,NA,0,12.98,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.15,0,0.1,0,173,216409,"93HG_173",10,276,23,10.5,-64.67,22.889,22.891,29.543,36.345,29.548,0.102,0.466,0.158,TRUE,16.05
"154",2003-02-11,1652,"93HG_086",1,-64.67,10.5,11,41,2,2003,7,7.222,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.01,0,0.01,0,0.03,0,0,0,0.48,0,NA,0,0.002427,0,NA,0,NA,0,36.913,0,NA,9,NA,0,23.251,0,25.3076,0,NA,9,NA,9,NA,0,NA,0,14.15,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,17.43,0,3.92,0,1.93,0,86,106167,"93HG_086",2,41,23.248,10.5,-64.67,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,NA,NA,NA,TRUE,16.026
"155",2005-01-11,2073,"93HG_108",1,-64.67,10.5,11,10,1,2005,7,7.05,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.04,0,0.02,0,0,0,0.03,0,0,0,NA,9,0.002417,0,NA,9,NA,9,36.887,0,NA,9,NA,0,25.099,0,24.746,0,NA,9,NA,9,NA,0,NA,0,13.32,0,NA,0,NA,0,NA,0,0.33,8,NA,9,NA,9,NA,0,0.56,0,0.39,0,108,134673,"93HG_108",1,10,23,10.5,-64.67,24.89,24.891,24.621,36.897,24.626,0.56,0.196,0.576,TRUE,15.95
"156",2009-03-03,2938,"93HG_155",1,-64.67,10.5,3,61,3,2009,1,2.05,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.22,0,0.06,0,0.06,0,0.09,0,NA,0,NA,0,0.002407,0,NA,0,NA,0,36.871,0,NA,9,NA,0,24.39,0,24.996,0,NA,0,NA,0,161.89,0,NA,0,NA,0,157.99,0,NA,0,NA,9,NA,9,70.57,0,NA,9,NA,0,0.71,0,0.57,0,155,193719,"93HG_155",3,61,18,10.5,-64.67,25.295,25.296,22.938,36.839,22.942,0.181,0.545,0.632,TRUE,15.95
"157",2011-03-15,3373,"93HG_178",1,-64.67,10.5,15,73,3,2011,7,8.15,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.51,0,0.02,0,0.01,0,0.02,0,0.22,0,NA,0,0.002422,0,NA,0,NA,0,36.88,0,NA,9,NA,0,25.389,0,24.64,0,NA,0,NA,0,120.85,0,15.94,0,NA,0,117.94,0,15.55,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.26,0,0.16,0,178,223019,"93HG_178",3,73,24,10.5,-64.67,24.923,24.924,24.311,36.817,24.316,0.134,0.498,0.63,TRUE,15.85
"158",2010-06-08,3221,"93HG_170",1,-64.67,10.5,8,158,6,2010,7,7.16,NA,0,196.5,0,NA,9,9.96920996838687e+36,9,NA,9,0.18,0,0.02,0,1.19,4,0.02,0,NA,0,NA,0,0.002407,0,NA,0,NA,0,36.757,0,NA,9,NA,0,28.524,0,23.521,0,NA,0,NA,0,NA,0,14.52,0,NA,0,NA,0,14.17,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.16,0,0.11,0,170,212442,"93HG_170",6,158,23,10.5,-64.67,23.706,23.708,27.859,36.684,27.865,0.06,0.424,0.043,TRUE,15.84
"159",2001-05-05,1271,"93HG_066",3,-64.67,10.5,5,124,5,2001,7,7.37,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.12,0,0.01,0,0.02,0,0.03,0,0.59,0,NA,0,NA,9,NA,9,NA,9,36.966,0,NA,9,NA,0,25.053,0,24.82,0,NA,9,NA,9,139,0,19.83,0,NA,0,135.65,0,19.35,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.29,0,0.2,0,66,79869,"93HG_066",5,124,23.132,10.5,-64.67,25.116,25.118,24.224,37.035,24.229,0.585,NA,0.238,TRUE,15.762
"160",2008-03-11,2716,"93HG_143",1,-64.67,10.5,11,70,3,2008,7,7.25,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.06,0,0.02,0,0.02,0,0.04,0,0.52,0,NA,0,0.002449,0,NA,0,NA,0,36.779,0,NA,9,NA,0,23.485,0,25.138,0,NA,9,NA,9,NA,0,NA,0,10.33,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,1.34,0,0.7,0,143,179547,"93HG_143",3,70,23,10.5,-64.67,25.396,25.397,22.618,36.783,22.623,0.279,0.643,1.561,TRUE,15.75
