"","date","value_int","reg","spec","value_int.x","reg.x","spec.x","value_int.y","reg.y","spec.y"
"263",1999-12-07,3.19003,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"264",2000-01-11,1.76888,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"265",2000-02-08,1.036935,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"266",2000-03-09,0.92179,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"267",2000-04-11,1.00584,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"268",2000-05-11,1.9442,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"269",2000-06-06,1.28998,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"270",2000-07-07,0.589,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"271",2000-08-09,3.63,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"272",2000-09-12,3.68307,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"273",2000-10-10,3.9259,"1","Cyanobacteria",NA,NA,NA,NA,NA,NA
"274",2006-07-04,1.835195,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"275",2006-08-03,4.0473,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"276",2006-09-12,2.53623,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"277",2006-10-10,1.847365,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"278",2006-11-02,3.35055,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"279",2006-12-05,2.105195,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"280",2007-02-06,0.162275,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"281",2007-03-06,2.23222,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"282",2007-04-10,2.508175,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"283",2007-05-08,4.552435,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"284",2007-06-05,3.071765,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"285",2007-07-03,1.13525,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"286",2007-08-07,4.70048,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"287",2007-09-04,3.610135,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"288",2007-10-19,4.633365,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"289",2007-12-11,4.118395,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"290",2008-01-10,1.587075,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"291",2008-02-12,4.23972,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"292",2008-03-11,0.567845,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"293",2008-04-08,1.09656,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"294",2008-05-04,2.133995,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"295",2008-06-03,4.769125,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"296",2008-07-08,2.445185,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"297",2008-08-05,3.641235,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"298",2008-09-10,3.799745,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"299",2008-10-10,4.11547,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"300",2008-11-18,3.13076,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"301",2008-12-10,3.51075,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"302",2009-01-13,1.28966,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"303",2009-02-10,0.7362,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"304",2009-03-03,0.86361,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"305",2009-04-07,1.36404,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"306",2009-05-08,1.665075,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"307",2009-06-02,1.52874,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"308",2009-07-14,1.776555,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"309",2009-08-11,2.612725,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"310",2009-09-15,4.56325,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"311",2009-10-07,2.51844,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"312",2009-11-10,4.52301,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"313",2009-12-08,1.85314,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"314",2010-01-07,2.80889,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"315",2010-02-11,0.15863,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"316",2010-03-09,2.64171,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"317",2010-04-07,2.4811,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"318",2010-05-11,1.558935,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"319",2010-06-08,2.659595,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"320",2010-08-04,3.50069,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"321",2010-09-15,5.42296,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"322",2010-10-05,6.48391,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"323",2010-11-09,4.030405,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"324",2010-12-08,1.86724,"2","Cyanobacteria",NA,NA,NA,NA,NA,NA
"325",1995-12-14,0.960395,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"326",1996-01-13,6.328175,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"327",1996-02-14,1.84079,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"328",1996-03-13,1.80433,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"329",1996-04-17,2.71815,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"330",1996-05-10,0.01291,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"331",1996-06-13,0.93577,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"332",1996-07-11,1.0305,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"333",1996-08-07,0.571315,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"334",1996-09-11,1.056805,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"335",1996-10-09,1.56855,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"336",1996-11-11,1.1897,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"337",1996-12-10,0.51124,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"338",1997-01-08,2.68873,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"339",1997-02-14,1.62769,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"340",1997-02-23,1.045285,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"341",1997-03-13,0.16326,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"342",1997-04-16,2.29184,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"343",1997-05-10,1.131,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"344",1997-06-17,0.70294,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"345",1997-07-08,0.3292,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"346",1997-07-16,2.12088,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"347",1997-08-17,0.840385,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"348",1997-09-17,1.14859,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"349",1997-10-14,0.971685,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"350",1997-11-13,1.00451,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"351",1997-12-17,1.07069,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"352",1998-01-14,2.47864,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"353",1998-02-11,1.355915,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"354",1998-03-12,2.006725,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"355",1998-04-21,1.262215,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"356",1998-06-09,0.03505,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"357",1998-07-09,0.00066,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"358",1998-08-05,0.04133,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"359",1998-09-01,0.02083,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"360",1998-12-16,0.01235,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"361",1999-01-12,0.0164,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"362",1999-03-04,0,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"363",1999-04-07,0.01111,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"364",1999-05-06,0,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"365",1999-06-08,1.7715975,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"366",1999-07-15,0.0025,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"367",1999-08-11,0.0017,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"368",1999-09-14,0.014555,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"369",1999-10-05,0.003325,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"370",1999-11-04,0.00315,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"371",1999-12-07,0.012625,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"372",2000-01-11,0.01289,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"373",2000-02-08,0.012815,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"374",2000-03-09,0.006575,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"375",2000-04-11,0.5319,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"376",2000-05-11,0.009345,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"377",2000-06-06,0.031995,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"378",2000-07-07,0.00751,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"379",2000-08-09,0.017165,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"380",2000-09-12,1.20514,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"381",2000-10-10,0.00975,"1","Dinoflagellates",NA,NA,NA,NA,NA,NA
"382",2006-07-04,0.864055,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"383",2006-08-03,1.181565,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"384",2006-09-12,1.342485,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"385",2006-10-10,1.64074,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"386",2006-11-02,1.025665,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"387",2006-12-05,1.094625,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"388",2007-02-06,1.62342,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"389",2007-03-06,0.383365,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"390",2007-04-10,1.21922,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"391",2007-05-08,0.418015,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"392",2007-06-05,0.87528,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"393",2007-07-03,4.05002,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"394",2007-08-07,1.28928,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"395",2007-09-04,1.15178,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"396",2007-10-19,1.469235,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"397",2007-12-11,1.53741,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"398",2008-01-10,0.854155,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"399",2008-02-12,2.16597,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"400",2008-03-11,2.10384,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"401",2008-04-08,1.629205,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"402",2008-05-04,0.97054,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"403",2008-06-03,1.18564,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"404",2008-07-08,1.10234,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"405",2008-08-05,2.0319,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"406",2008-09-10,0.61994,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"407",2008-10-10,0.55755,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"408",2008-11-18,0.621155,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"409",2008-12-10,0.38526,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"410",2009-01-13,0.358635,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"411",2009-02-10,1.304915,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"412",2009-03-03,2.013405,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"413",2009-04-07,2.50626,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"414",2009-05-08,2.0028,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"415",2009-06-02,2.03461,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"416",2009-07-14,0.947645,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"417",2009-08-11,3.00045,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"418",2009-09-15,2.40922,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"419",2009-10-07,0.94674,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"420",2009-11-10,0.661005,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"421",2009-12-08,0.981555,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"422",2010-01-07,1.499655,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"423",2010-02-11,0.22538,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"424",2010-03-09,1.24607,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"425",2010-04-07,1.42131,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"426",2010-05-11,1.31536,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"427",2010-06-08,1.088985,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"428",2010-08-04,0.783075,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"429",2010-09-15,1.56217,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"430",2010-10-05,0.879245,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"431",2010-11-09,1.38503,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"432",2010-12-08,0.89334,"2","Dinoflagellates",NA,NA,NA,NA,NA,NA
"433",1995-12-14,3.20926,"1","Others (Pr,Cry,Chl)",2.54542,1,"Prasinophytes",0.66384,1,"Cryptophytes"
"434",1996-01-13,3.103075,"1","Others (Pr,Cry,Chl)",1.433025,1,"Prasinophytes",1.08045,1,"Cryptophytes"
"435",1996-02-14,3.574495,"1","Others (Pr,Cry,Chl)",1.64484,1,"Prasinophytes",1.929655,1,"Cryptophytes"
"436",1996-03-13,1.51019,"1","Others (Pr,Cry,Chl)",0.49343,1,"Prasinophytes",0.92261,1,"Cryptophytes"
"437",1996-04-17,15.70696,"1","Others (Pr,Cry,Chl)",1.11042,1,"Prasinophytes",2.75963,1,"Cryptophytes"
"438",1996-05-10,2.36043,"1","Others (Pr,Cry,Chl)",1.113285,1,"Prasinophytes",0.21587,1,"Cryptophytes"
"439",1996-06-13,9.139965,"1","Others (Pr,Cry,Chl)",4.78274,1,"Prasinophytes",4.16606,1,"Cryptophytes"
"440",1996-07-11,1.49912,"1","Others (Pr,Cry,Chl)",0.89444,1,"Prasinophytes",0.18617,1,"Cryptophytes"
"441",1996-08-07,4.925865,"1","Others (Pr,Cry,Chl)",4.18785,1,"Prasinophytes",0.145865,1,"Cryptophytes"
"442",1996-09-11,2.620935,"1","Others (Pr,Cry,Chl)",0.81614,1,"Prasinophytes",0.647085,1,"Cryptophytes"
"443",1996-10-09,2.352165,"1","Others (Pr,Cry,Chl)",0.51955,1,"Prasinophytes",0.63961,1,"Cryptophytes"
"444",1996-11-11,4.868375,"1","Others (Pr,Cry,Chl)",1.668355,1,"Prasinophytes",1.20982,1,"Cryptophytes"
"445",1996-12-10,5.66519,"1","Others (Pr,Cry,Chl)",3.988785,1,"Prasinophytes",1.175255,1,"Cryptophytes"
"446",1997-01-08,4.241065,"1","Others (Pr,Cry,Chl)",1.566835,1,"Prasinophytes",1.25377,1,"Cryptophytes"
"447",1997-02-14,4.558455,"1","Others (Pr,Cry,Chl)",4.28946,1,"Prasinophytes",0.268995,1,"Cryptophytes"
"448",1997-02-23,0.43125,"1","Others (Pr,Cry,Chl)",0.3753,1,"Prasinophytes",0.03855,1,"Cryptophytes"
"449",1997-03-13,6.832545,"1","Others (Pr,Cry,Chl)",6.832545,1,"Prasinophytes",0,1,"Cryptophytes"
"450",1997-04-16,3.01883,"1","Others (Pr,Cry,Chl)",2.99513,1,"Prasinophytes",0.0237,1,"Cryptophytes"
"451",1997-05-10,1.85873,"1","Others (Pr,Cry,Chl)",1.56731,1,"Prasinophytes",0.29142,1,"Cryptophytes"
"452",1997-06-17,9.558525,"1","Others (Pr,Cry,Chl)",9.497645,1,"Prasinophytes",0.06088,1,"Cryptophytes"
"453",1997-07-08,1.776265,"1","Others (Pr,Cry,Chl)",1.728935,1,"Prasinophytes",0.02393,1,"Cryptophytes"
"454",1997-07-16,2.54198,"1","Others (Pr,Cry,Chl)",2.024705,1,"Prasinophytes",0.517275,1,"Cryptophytes"
"455",1997-08-17,5.926335,"1","Others (Pr,Cry,Chl)",5.828395,1,"Prasinophytes",0.09794,1,"Cryptophytes"
"456",1997-09-17,5.00243,"1","Others (Pr,Cry,Chl)",3.92895,1,"Prasinophytes",0.97305,1,"Cryptophytes"
"457",1997-10-14,6.836255,"1","Others (Pr,Cry,Chl)",5.83949,1,"Prasinophytes",0.996765,1,"Cryptophytes"
"458",1997-11-13,4.63756,"1","Others (Pr,Cry,Chl)",4.14573,1,"Prasinophytes",0.49183,1,"Cryptophytes"
"459",1997-12-17,5.86919,"1","Others (Pr,Cry,Chl)",4.857235,1,"Prasinophytes",1.011955,1,"Cryptophytes"
"460",1998-01-14,3.61174,"1","Others (Pr,Cry,Chl)",2.004385,1,"Prasinophytes",1.607355,1,"Cryptophytes"
"461",1998-02-11,2.747885,"1","Others (Pr,Cry,Chl)",2.250125,1,"Prasinophytes",0.49776,1,"Cryptophytes"
"462",1998-03-12,3.116505,"1","Others (Pr,Cry,Chl)",2.825775,1,"Prasinophytes",0.29073,1,"Cryptophytes"
"463",1998-04-21,3.736755,"1","Others (Pr,Cry,Chl)",2.632495,1,"Prasinophytes",1.10426,1,"Cryptophytes"
"464",1998-06-09,9.46499,"1","Others (Pr,Cry,Chl)",3.61861,1,"Prasinophytes",4.36425,1,"Cryptophytes"
"465",1998-07-09,3.50918,"1","Others (Pr,Cry,Chl)",3.3038,1,"Prasinophytes",0.20538,1,"Cryptophytes"
"466",1998-08-05,4.294695,"1","Others (Pr,Cry,Chl)",2.13437,1,"Prasinophytes",0.59849,1,"Cryptophytes"
"467",1998-09-01,2.729715,"1","Others (Pr,Cry,Chl)",0.501955,1,"Prasinophytes",1.55023,1,"Cryptophytes"
"468",1998-12-16,3.873325,"1","Others (Pr,Cry,Chl)",3.694125,1,"Prasinophytes",0.0749,1,"Cryptophytes"
"469",1999-01-12,6.65115,"1","Others (Pr,Cry,Chl)",0.04118,1,"Prasinophytes",5.36873,1,"Cryptophytes"
"470",1999-03-04,0.1117,"1","Others (Pr,Cry,Chl)",0,1,"Prasinophytes",0.1117,1,"Cryptophytes"
"471",1999-04-07,0.57292,"1","Others (Pr,Cry,Chl)",0.46565,1,"Prasinophytes",0.063545,1,"Cryptophytes"
"472",1999-05-06,0.0099,"1","Others (Pr,Cry,Chl)",0.00099,1,"Prasinophytes",0,1,"Cryptophytes"
"473",1999-06-08,3.825825,"1","Others (Pr,Cry,Chl)",0.479665,1,"Prasinophytes",1.62581,1,"Cryptophytes"
"474",1999-07-15,1.118325,"1","Others (Pr,Cry,Chl)",0.175525,1,"Prasinophytes",0.9386,1,"Cryptophytes"
"475",1999-08-11,0.0095,"1","Others (Pr,Cry,Chl)",0,1,"Prasinophytes",0.0092,1,"Cryptophytes"
"476",1999-09-14,1.100245,"1","Others (Pr,Cry,Chl)",0.59985,1,"Prasinophytes",0.352125,1,"Cryptophytes"
"477",1999-10-05,3.488375,"1","Others (Pr,Cry,Chl)",2.5804,1,"Prasinophytes",0.907975,1,"Cryptophytes"
"478",1999-11-04,0.95959,"1","Others (Pr,Cry,Chl)",0.94575,1,"Prasinophytes",0.01384,1,"Cryptophytes"
"479",1999-12-07,0.796705,"1","Others (Pr,Cry,Chl)",0.69001,1,"Prasinophytes",0.06967,1,"Cryptophytes"
"480",2000-01-11,3.910575,"1","Others (Pr,Cry,Chl)",1.773855,1,"Prasinophytes",2.129845,1,"Cryptophytes"
"481",2000-02-08,3.62733,"1","Others (Pr,Cry,Chl)",1.92066,1,"Prasinophytes",1.675395,1,"Cryptophytes"
"482",2000-03-09,1.271455,"1","Others (Pr,Cry,Chl)",0.81329,1,"Prasinophytes",0.236975,1,"Cryptophytes"
"483",2000-04-11,2.253415,"1","Others (Pr,Cry,Chl)",1.330755,1,"Prasinophytes",0.92266,1,"Cryptophytes"
"484",2000-05-11,3.48315,"1","Others (Pr,Cry,Chl)",1.756195,1,"Prasinophytes",1.725575,1,"Cryptophytes"
"485",2000-06-06,2.481595,"1","Others (Pr,Cry,Chl)",2.166435,1,"Prasinophytes",0.200935,1,"Cryptophytes"
"486",2000-07-07,0.24061,"1","Others (Pr,Cry,Chl)",0.19145,1,"Prasinophytes",0.02496,1,"Cryptophytes"
"487",2000-08-09,2.220615,"1","Others (Pr,Cry,Chl)",1.501425,1,"Prasinophytes",0.595965,1,"Cryptophytes"
"488",2000-09-12,1.733695,"1","Others (Pr,Cry,Chl)",1.529495,1,"Prasinophytes",0.2042,1,"Cryptophytes"
"489",2000-10-10,2.98967,"1","Others (Pr,Cry,Chl)",2.495695,1,"Prasinophytes",0.490825,1,"Cryptophytes"
"490",2006-07-04,2.39395,"2","Others (Pr,Cry,Chl)",2.10105,2,"Prasinophytes",0.2683,2,"Cryptophytes"
"491",2006-08-03,4.54762,"2","Others (Pr,Cry,Chl)",2.367625,2,"Prasinophytes",1.985785,2,"Cryptophytes"
"492",2006-09-12,4.881705,"2","Others (Pr,Cry,Chl)",2.97337,2,"Prasinophytes",1.805165,2,"Cryptophytes"
"493",2006-10-10,4.292025,"2","Others (Pr,Cry,Chl)",1.21826,2,"Prasinophytes",1.80501,2,"Cryptophytes"
"494",2006-11-02,4.277475,"2","Others (Pr,Cry,Chl)",2.711655,2,"Prasinophytes",1.47097,2,"Cryptophytes"
"495",2006-12-05,6.60511,"2","Others (Pr,Cry,Chl)",4.318435,2,"Prasinophytes",1.734465,2,"Cryptophytes"
"496",2007-02-06,7.29329,"2","Others (Pr,Cry,Chl)",0.540545,2,"Prasinophytes",6.34581,2,"Cryptophytes"
"497",2007-03-06,7.502455,"2","Others (Pr,Cry,Chl)",2.640765,2,"Prasinophytes",4.20263,2,"Cryptophytes"
"498",2007-04-10,8.96043,"2","Others (Pr,Cry,Chl)",3.760795,2,"Prasinophytes",4.83417,2,"Cryptophytes"
"499",2007-05-08,7.73538,"2","Others (Pr,Cry,Chl)",3.61664,2,"Prasinophytes",4.06662,2,"Cryptophytes"
"500",2007-06-05,3.89649,"2","Others (Pr,Cry,Chl)",1.89735,2,"Prasinophytes",1.97305,2,"Cryptophytes"
"501",2007-07-03,3.967275,"2","Others (Pr,Cry,Chl)",2.20344,2,"Prasinophytes",0.84231,2,"Cryptophytes"
"502",2007-08-07,4.81376,"2","Others (Pr,Cry,Chl)",1.430315,2,"Prasinophytes",3.237395,2,"Cryptophytes"
"503",2007-09-04,4.205995,"2","Others (Pr,Cry,Chl)",3.19435,2,"Prasinophytes",0.973735,2,"Cryptophytes"
"504",2007-10-19,7.44743,"2","Others (Pr,Cry,Chl)",1.67248,2,"Prasinophytes",4.12499,2,"Cryptophytes"
"505",2007-12-11,6.257745,"2","Others (Pr,Cry,Chl)",2.04074,2,"Prasinophytes",2.79581,2,"Cryptophytes"
"506",2008-01-10,4.134845,"2","Others (Pr,Cry,Chl)",0.901195,2,"Prasinophytes",1.94022,2,"Cryptophytes"
"507",2008-02-12,10.80711,"2","Others (Pr,Cry,Chl)",1.739795,2,"Prasinophytes",7.65263,2,"Cryptophytes"
"508",2008-03-11,8.018715,"2","Others (Pr,Cry,Chl)",1.853695,2,"Prasinophytes",4.250635,2,"Cryptophytes"
"509",2008-04-08,6.702535,"2","Others (Pr,Cry,Chl)",1.96122,2,"Prasinophytes",3.85608,2,"Cryptophytes"
"510",2008-05-04,6.7704,"2","Others (Pr,Cry,Chl)",3.644235,2,"Prasinophytes",2.647915,2,"Cryptophytes"
"511",2008-06-03,6.715165,"2","Others (Pr,Cry,Chl)",1.91244,2,"Prasinophytes",4.2612,2,"Cryptophytes"
"512",2008-07-08,6.52831,"2","Others (Pr,Cry,Chl)",3.112135,2,"Prasinophytes",2.516875,2,"Cryptophytes"
"513",2008-08-05,8.812745,"2","Others (Pr,Cry,Chl)",2.040875,2,"Prasinophytes",4.747385,2,"Cryptophytes"
"514",2008-09-10,5.001745,"2","Others (Pr,Cry,Chl)",3.074155,2,"Prasinophytes",1.2994,2,"Cryptophytes"
"515",2008-10-10,5.630465,"2","Others (Pr,Cry,Chl)",3.08363,2,"Prasinophytes",1.99247,2,"Cryptophytes"
"516",2008-11-18,7.721975,"2","Others (Pr,Cry,Chl)",5.672245,2,"Prasinophytes",1.75742,2,"Cryptophytes"
"517",2008-12-10,5.40194,"2","Others (Pr,Cry,Chl)",3.855105,2,"Prasinophytes",1.087085,2,"Cryptophytes"
"518",2009-01-13,7.689365,"2","Others (Pr,Cry,Chl)",2.82615,2,"Prasinophytes",3.04209,2,"Cryptophytes"
"519",2009-02-10,7.679745,"2","Others (Pr,Cry,Chl)",4.22287,2,"Prasinophytes",1.892165,2,"Cryptophytes"
"520",2009-03-03,5.51003,"2","Others (Pr,Cry,Chl)",2.505975,2,"Prasinophytes",1.96844,2,"Cryptophytes"
"521",2009-04-07,8.484205,"2","Others (Pr,Cry,Chl)",4.1815125,2,"Prasinophytes",3.6654325,2,"Cryptophytes"
"522",2009-05-08,9.31563,"2","Others (Pr,Cry,Chl)",3.771625,2,"Prasinophytes",4.63854,2,"Cryptophytes"
"523",2009-06-02,7.771325,"2","Others (Pr,Cry,Chl)",3.300955,2,"Prasinophytes",4.20014,2,"Cryptophytes"
"524",2009-07-14,4.089715,"2","Others (Pr,Cry,Chl)",2.47334,2,"Prasinophytes",1.153225,2,"Cryptophytes"
"525",2009-08-11,9.01528,"2","Others (Pr,Cry,Chl)",4.08164,2,"Prasinophytes",4.53075,2,"Cryptophytes"
"526",2009-09-15,6.431515,"2","Others (Pr,Cry,Chl)",2.22702,2,"Prasinophytes",3.005735,2,"Cryptophytes"
