"","cdww","iews","inss","mcc","mwp","si10","sp","sst","t2m","tauoc","u10","ust","v10","v10n","vst","wind","time_month","cdir","e","ewss","i10fg","lsp","magss","mer","metss","mmtss","mntss","mtpr","nsss","sshf","tp","NO3_UDO","PO4_UDO","SiO4_UDO","NH4_USF","NO2_USF","NO3_NO2_USF","PO4_USF","SiO4_USF","pH_corrected","Salinity_bottles","Temperature","Sigma_t","PrimaryProductivity","Chlorophyll","Phaeopigments","NO3_USF","Isotherm_21","MLD","Tchla","Prasino3","Dino1","Crypto1","Hapto6","Chloro1","Cyano4","Diatom1","Mesh200","Mesh500","total_biomass","SeaWiFS_chla","MODIS_chla","Satellite_chla"
"276",0.0008435934,-0.04150766,-0.016922496,0.108824134,4.7436466,5.287919,101040.81,300.40002,299.96875,0.98962456,-4.439266,-0.03322053,-1.9967928,-2.0533085,-0.019591685,3.7802162,"10-2001",20846160,-0.0023964904,-3743.4414,7.023321,9.4912626e-05,4223.958,-2.7737464e-05,-0.04333937,0.048882138,-0.016991172,3.942865e-06,-1463.7625,-215098,0.00034080632,NA,NA,NA,0.0636966430305362,0.263199129460902,4.17675458554289,0.320738168206122,1.2735741139418,NA,36.8303674854391,23.5538499603926,25.1707275908695,1.06442739859377,0.323388199453055,0.461769777783351,3.91355545608199,119,16,NA,NA,NA,NA,NA,NA,NA,NA,26.8331,15.9475,42.7806,0.231053246185184,NA,0.231053246185184
"277",0.00087878574,-0.04572487,-0.02240473,0.10139203,5.749383,5.701005,101009.06,300.32367,299.72668,0.9844275,-4.7937546,-0.036332488,-2.5150099,-2.5839443,-0.026660021,4.163555,"11-2001",19009776,-0.0026139393,-4213.3945,7.6124125,0.00019965124,4811.7783,-3.025349e-05,-0.04872459,0.05573505,-0.022731543,7.322121e-06,-1962.1211,-331271,0.00063298387,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7468468495641,24.893799254724,24.6850491790079,0.583478932583331,0.188786989143529,0.412550361874132,NA,123,22,NA,NA,NA,NA,NA,NA,NA,NA,7.42849,2.33661,9.7651,0.222468209266663,NA,0.222468209266663
"278",0.00090558827,-0.05432874,-0.025721133,0.15410072,5.453829,6.2172394,100980.19,299.27744,299.0254,0.9807395,-5.3532743,-0.041748703,-2.672944,-2.7087164,-0.027536757,4.4566708,"12-2001",17819056,-0.002179156,-5166.543,8.288393,0.0001802001,5817.9463,-2.5223067e-05,-0.05981028,0.06737446,-0.027146637,4.4786266e-06,-2345.5742,-139121,0.00038657547,NA,NA,NA,0.0230271046567971,0.121084845758654,2.58506000269362,0.209556287612564,2.4001657258668,NA,36.7693690049263,24.7151421951412,24.7631424327738,0.504711056914116,0.210159914626919,0.421548805489643,2.46397515693497,116,20,NA,NA,NA,NA,NA,NA,NA,NA,5.59624,0.714084,6.310324,0.549953699484468,NA,0.549953699484468
"279",0.0010138585,-0.081502914,-0.04120046,0.13976741,4.8594294,7.614999,101299.875,297.83356,297.953,0.96012294,-6.60081,-0.05940795,-3.400176,-3.391654,-0.038764518,5.611945,"01-2002",18575632,-0.0020678006,-7946.9375,10.1999,0.00071303116,9027.648,-2.3931178e-05,-0.091863275,0.104503214,-0.04469508,9.890002e-06,-3858.7344,225173,0.00085486146,NA,NA,NA,0.10808731454769,0.0631813735909143,3.37067497844977,0.170530907784228,1.96720538435202,NA,36.8534171747131,23.1818674582883,25.2830359358157,0.92062964051293,0.568997268714288,0.698945589736885,3.30749360485886,123,37,NA,NA,NA,NA,NA,NA,NA,NA,10.24,4.93,15.17,1.28028517663479,NA,1.28028517663479
"280",0.0010301471,-0.08497137,-0.045695007,0.07482196,4.9691896,7.841385,101296.94,296.67334,297.2433,0.95773304,-6.6323795,-0.060219407,-3.670927,-3.6110554,-0.04148639,5.7734375,"02-2002",20581152,-0.0014878514,-8134.84,10.318221,1.9143288e-05,9419.27,-1.7219194e-05,-0.094159484,0.109038234,-0.04898411,3.4684223e-07,-4229.828,657930,2.9688483e-05,5.27759094651139,0.644922789881529,3.61905417844688,0.515538329555042,0.13411752035156,4.77759949713991,0.330284496112082,3.14844178256112,NA,36.8023926375351,21.6593485664217,25.6804305968374,2.58609921631467,1.11642094168035,1.34078246861077,4.64348197678834,71,56,NA,NA,NA,NA,NA,NA,NA,NA,12.92,NA,NA,1.86187180280685,NA,1.86187180280685
"281",0.0009963806,-0.0728606,-0.041759968,0.112359226,4.9062233,7.4246473,101240.94,296.83698,297.43066,0.9644355,-6.1825705,-0.05365306,-3.666028,-3.593707,-0.04018206,5.423828,"03-2002",22020304,-0.0011676247,-6900.789,9.719076,7.9574864e-05,8078.836,-1.3514393e-05,-0.079882324,0.09350252,-0.04385972,1.5328869e-06,-3788.9062,647351,0.00013068851,8.47944200426798,0.89783289015815,4.48813973275776,0.417311649439923,0.342726706647969,7.24310845070396,0.454835770212329,3.40062784694843,8.02571448095665,36.7314090423599,20.8378681753624,25.8642396335659,2.20604630817041,0.500820676686735,0.494214696734032,6.900381744056,35,22,NA,NA,NA,NA,NA,NA,NA,NA,10.55,5.47,16.02,2.38203438818455,NA,2.38203438818455
"282",0.00094884983,-0.060183704,-0.03647363,0.10360271,4.813038,6.8131447,101099.19,298.38928,298.42737,0.97533256,-5.536953,-0.044816434,-3.5600338,-3.556839,-0.036818184,4.932129,"04-2002",22585584,-0.0018064291,-5686.09,8.970526,9.499493e-05,6755.4375,-2.0907784e-05,-0.06586027,0.07822506,-0.038142383,2.1808619e-06,-3295.7969,150214,0.00018798203,5.60629852992704,0.253950573718428,3.68745396252677,0.231973871427882,0.159072025196495,4.1132226962774,0.254299533576863,2.43678110720197,7.99683492157856,36.8656692680777,21.5107429590476,25.7599073517025,1.29005327268991,0.351547322374322,0.460048052189004,3.95415067108091,50,15,NA,NA,NA,NA,NA,NA,NA,NA,8.71,8.31,17.02,0.240738337530809,NA,0.240738337530809
"283",0.00096341036,-0.075543106,-0.037513137,0.17970443,4.503237,7.1748724,101178.19,298.66916,298.93835,0.97137713,-6.1573973,-0.053538322,-3.2402315,-3.2226753,-0.033748683,5.0720215,"05-2002",22162784,-0.0018394117,-7017.1523,9.41047,0.0001559579,7968.5146,-2.1287517e-05,-0.08120614,0.09226987,-0.03933841,2.8935347e-06,-3402.8594,317683,0.0002503898,NA,NA,NA,0.0965210797133552,0.12462868492173,2.76710830922375,0.176065741009726,1.83620787628267,8.03741410158521,36.9832178713399,23.7191842233051,25.2021379602681,0.496650040153868,0.199823492224539,0.382770268295302,2.64247962430202,112,28,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.31,5.81,1.40600780844688,NA,1.40600780844688
"284",0.00086876797,-0.047557294,-0.02021923,0.1707837,4.353055,5.7083206,101324.625,298.92624,298.9098,0.9879054,-4.8811693,-0.036346614,-2.3213396,-2.336915,-0.021623906,4.054199,"06-2002",21681808,-0.0016022765,-4426.1406,7.495022,0.00040841417,4932.2715,-1.854512e-05,-0.051252306,0.05712596,-0.020411491,7.4694917e-06,-1764.45,82668,0.00064592925,1.66875567630271,0.121314076587904,2.35483818694655,0.145640792160046,0.130217947987253,1.61561693272612,0.123273083447087,1.03559012374035,8.02999706474788,37.0016582477581,23.4674674993202,25.3159075509665,0.385701300123097,0.193426219250016,0.41070427622292,1.48539898473887,111,17,NA,NA,NA,NA,NA,NA,NA,NA,10.63,4.54,15.17,0.416308892890811,NA,0.416308892890811
"285",0.0008833448,-0.047142804,-0.023899198,0.1652031,4.3615074,5.809396,101356.19,298.54834,298.7273,0.98402566,-4.8579235,-0.036974728,-2.6061602,-2.59052,-0.024591483,4.2104635,"07-2002",21572560,-0.001259472,-4473.4805,7.6738176,0.00022616098,5126.4297,-1.4578574e-05,-0.051725507,0.059309166,-0.024962902,4.4044627e-06,-2155.1758,221545,0.0003796902,9.5572190047563,0.00425872816244946,6.02814463277628,0.0635238081192544,0.115542749907193,7.90865887308803,0.484618137475512,3.91536313056907,7.9411046489886,36.8257376560471,20.9128502647624,25.8971368814161,1.47691605138748,0.377480868673171,0.433824317496046,7.79311612318084,55,61,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.88,2.28,2.61898058503866,NA,2.61898058503866
"286",0.0008309828,-0.038860023,-0.015888505,0.1066156,4.0739603,5.040518,101235.125,300.00653,299.61267,0.9917531,-4.244505,-0.031093717,-1.9130306,-1.9650431,-0.018434744,3.639925,"08-2002",21985120,-0.0021425113,-3600.746,6.7948246,0.00012794918,4046.6545,-2.4797628e-05,-0.041653275,0.046825588,-0.016193386,4.685412e-06,-1398.9297,-178587,0.0004057982,3.51765913217728,0.0406778472689342,2.47245921894244,0.212345953140004,0.247546075250725,3.32773396925131,0.275960169366251,1.86628475173686,8.00710477592279,36.7565284650052,22.8515988833563,25.2947147215176,1.12289688003093,0.308302494306889,0.4589934720619,3.08018789400059,90,21,NA,NA,NA,NA,NA,NA,NA,NA,1.79,1.28,3.07,0.441145104169846,0.257060256821138,0.349102680495492
"287",0.0007943541,-0.030034125,-0.010191992,0.10571739,4.5831165,4.371051,101092.625,300.8823,300.25208,0.9942787,-3.4061642,-0.024867892,-1.2222347,-1.2614517,-0.013372526,3.2423296,"09-2002",22023792,-0.002379246,-2711.1797,6.0156126,0.00015480387,3179.2769,-2.753691e-05,-0.031393707,0.036724154,-0.009809576,8.308721e-06,-846.3242,-283720,0.00071791117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213811014965177,0.221823138660855,0.217817076813016
"288",0.00086812326,-0.050543606,-0.020958126,0.098780334,4.619029,5.7597713,100998.44,300.3528,299.94934,0.98640954,-4.9446373,-0.038416505,-2.2108479,-2.26396,-0.022918645,4.050473,"10-2002",20965824,-0.002659876,-4772.7344,7.739847,8.1414066e-05,5352.823,-3.0786614e-05,-0.05518663,0.06196673,-0.02194959,4.632334e-06,-1895.8086,-195484,0.0003993865,3.34525425496832,0.624396850133109,2.11221028624656,0.835329729009705,0.126338648582229,1.26065024703002,0.0790065849363154,1.65738513234054,8.06914145338808,36.7301050801298,25.3681222265384,24.5401779896551,0.844585062146769,0.250302920121243,0.549001840431668,1.13431159844779,123,15,NA,NA,NA,NA,NA,NA,NA,NA,12.35,1.5,13.85,0.32626947760582,0.308337715709651,0.317303596657735
"289",0.00091347215,-0.057440996,-0.027733624,0.101788595,4.7239847,6.359477,101129.25,299.06317,298.99683,0.98000365,-5.446332,-0.043299556,-2.812992,-2.8351774,-0.027958822,4.548584,"11-2002",18996864,-0.002030766,-5553.7734,8.547922,0.000103523154,6290.8037,-2.350373e-05,-0.06431091,0.072801806,-0.030054867,2.487821e-06,-2599.7383,14504,0.00021697326,1.19372571762722,0.082939883167142,1.05942509824505,0.0539166900062141,0.137482737330098,2.07653214813043,0.148810927827697,0.993415414764052,8.0402830453584,36.8782589935181,24.2065310265491,24.9845883526001,0.758405602877224,0.149931751224758,0.216004901909148,1.93904941080033,113,21,NA,NA,NA,NA,NA,NA,NA,NA,4.76,3.33,8.09,0.612626788765192,0.554162462993904,0.583394625879548
"290",0.00097244326,-0.07379365,-0.03695005,0.10546635,4.8002205,7.2476645,101278.06,297.58572,297.91357,0.96848965,-6.2320385,-0.053100765,-3.2382545,-3.2129335,-0.034468945,5.171875,"12-2002",18259872,-0.0016500708,-7113.367,9.592712,9.7973556e-05,8084.7383,-1.9097439e-05,-0.08231312,0.09354442,-0.039912224,1.2840725e-06,-3446.9883,401195,0.0001105704,8.28608724677783,0.0148021198019234,4.42005591536023,0.0957353115363707,0.117349472873642,4.8095160282181,0.298766936235627,2.36567931553414,7.98667929545222,36.8490628160707,22.2040430164403,25.5591394415342,2.06804999213166,0.367340712917605,0.385585102016216,4.69216655534446,99,19,NA,NA,NA,NA,NA,NA,NA,NA,5.52,1.9,7.42,1.3823128208518,1.33949006354367,1.36090144219774
"291",0.000980394,-0.08000612,-0.03902048,0.071519345,4.815091,7.438613,101259.31,297.33716,297.65442,0.9686622,-6.3525524,-0.055983245,-3.2808313,-3.2526064,-0.03628933,5.260498,"01-2003",18829712,-0.001810269,-7777.047,9.851255,8.849089e-06,8830.406,-2.0949316e-05,-0.090082705,0.10220268,-0.042206883,1.5634481e-07,-3646.3594,432880,1.2030123e-05,4.4333741565398,0.0816876306907799,3.28231406629786,0.125873838155259,0.185056803536909,5.26569703277498,0.321176864238875,2.71696619216361,7.97322060522178,36.807208369567,21.4227034064065,25.7455971612548,1.72933469429594,0.90809153131689,0.59623648605376,5.08064022923807,57,29,NA,NA,NA,NA,NA,NA,NA,NA,11.99,4.74,16.73,1.46390136927366,2.22254787241971,1.84322462084669
"292",0.0010502175,-0.103101015,-0.051909804,0.06840831,4.698591,8.284746,101231.69,296.89978,297.46436,0.95609355,-7.11172,-0.06802493,-3.7209482,-3.6699705,-0.04322361,5.991211,"02-2003",20574448,-0.0018586696,-9894.25,10.9536,2.7768245e-05,11276.098,-2.1511936e-05,-0.11455804,0.13051951,-0.055898607,3.290565e-07,-4828.785,712863,2.8529372e-05,NA,NA,NA,0.0631667137383266,0.197615553775966,5.21044901578866,0.308074865110722,2.78731589566135,7.98001119186425,36.8290884675319,21.6015779363612,25.711469766387,NA,1.90184448277632,0.945237330419785,5.0128334620127,72,25,NA,NA,NA,NA,NA,NA,NA,NA,11.8,8.74,20.54,1.32955276817083,1.60320305294461,1.46637791055772
"293",0.0009956658,-0.08352065,-0.045597494,0.027417667,4.6528673,7.5877,101144.625,296.3822,297.12402,0.96659017,-6.2373886,-0.05618739,-3.7126665,-3.6313467,-0.040144317,5.4074707,"03-2003",22479568,-0.0010980021,-8046.3555,9.964682,4.0414698e-06,9361.815,-1.2707795e-05,-0.09317267,0.10834859,-0.048983634,1.1921412e-07,-4231.242,878557,1.0207605e-05,9.72352758931965,0.648786516886044,3.84773048190311,0.525649345777479,0.210027628855897,5.66661106578209,0.423935095788786,3.58440973190993,7.95540472961043,36.716534743849,20.5772539687049,25.9251117547291,1.48408138416306,1.16479898768338,0.730896730832392,5.45658343692619,44,41,NA,NA,NA,NA,NA,NA,NA,NA,21.85,11.38,33.23,1.636042560637,2.35850593337306,1.99727424700503
"294",0.0009510021,-0.07746893,-0.037735403,0.10977638,4.796788,7.1154747,101123.94,298.24396,298.547,0.97373205,-6.018814,-0.053379774,-3.2140284,-3.1932926,-0.035208438,4.932516,"04-2003",22815440,-0.0018340386,-7372.414,9.361453,2.5632504e-05,8364.152,-2.1228436e-05,-0.0853287,0.09683968,-0.039842486,4.317625e-07,-3442.25,418365,3.7407954e-05,NA,NA,NA,0.0728103908657445,0.225949384988289,3.15094591429256,0.155010308696615,1.62237098986083,NA,36.9267091742499,23.0216670065761,25.3866439732772,0.70355282824627,0.259612117935993,0.354714954546927,2.92499652930427,97,27,NA,NA,NA,NA,NA,NA,NA,NA,11.97,8.42,20.39,0.517272338271141,0.291700911080396,0.404486624675768
"295",0.000962764,-0.07608843,-0.03883207,0.122448474,4.6771517,7.0096016,101238.81,298.34512,298.69568,0.970004,-5.9054136,-0.052879214,-3.1702967,-3.1392288,-0.0341504,5.0598145,"05-2003",22243136,-0.0016048751,-7164.664,9.245302,0.00017860558,8210.794,-1.857408e-05,-0.08291215,0.09500213,-0.041231155,2.670893e-06,-3560.789,444198,0.0002305989,12.1583380115324,0.0356290366363576,2.60429987137736,0.101400671797556,0.13140015539066,5.29008083498178,0.289260869381126,2.44148913649324,7.99655970984392,NA,22.0823471534047,25.6100108918671,NA,0.488370596825729,0.445083793037592,5.15868067959112,78,29,NA,NA,NA,NA,NA,NA,NA,NA,11.26,6.03,17.29,3.72156763229615,1.1529614466208,2.43726453945847
"296",0.00087345415,-0.04607308,-0.022303224,0.17609346,4.5303936,5.713127,101245.375,298.72318,298.7799,0.9866646,-4.8298855,-0.036192298,-2.5189867,-2.5321302,-0.023991548,4.1042604,"06-2003",21688496,-0.0015108427,-4336.664,7.5675993,0.00023133862,4927.6987,-1.7485872e-05,-0.05030042,0.057103194,-0.022845432,4.7213134e-06,-1976.1914,121807,0.00040775514,3.23652532742771,0.00812191272479669,1.53391203943971,0.0715857967907754,0.222898291327637,3.12950246975961,0.214744182735693,1.50274231596953,8.03307928107266,36.9338384044878,22.6078408481077,25.5036733176656,0.516028012251346,0.22194236379154,0.257843275490489,2.90660417843197,107,12,NA,NA,NA,NA,NA,NA,NA,NA,13.57,8.8,22.37,0.65689959526062,0.344428299550425,0.500663947405522
"297",0.00082325307,-0.0332942,-0.014952503,0.19207019,4.6627207,4.748062,101338.81,299.21475,298.9314,0.9908435,-3.7363405,-0.027300179,-1.7590599,-1.7871742,-0.017926611,3.551381,"07-2003",21368880,-0.0016229572,-3060.9336,6.417101,0.0003049859,3594.8523,-1.8785038e-05,-0.035483897,0.041610226,-0.014764987,1.014737e-05,-1274.6746,-119007,0.0008755026,3.84803365692365,0.0706988685605976,1.74049276891559,0.140799352627233,0.0993962452668649,3.64973555829087,0.22325564009848,1.65117235636377,8.00428204116733,36.9243659821947,22.2475866486641,25.6028553720625,0.41563820453269,0.221538622464671,0.296891130897849,3.550339313024,86,17,NA,NA,NA,NA,NA,NA,NA,NA,7.5,5.25,12.75,0.965137244015932,0.46905128315643,0.717094263586181
"298",0.0007827943,-0.022692442,-0.0069129877,0.12976313,4.120268,4.1928396,101284.375,300.43835,299.7599,0.9965768,-2.9253674,-0.01896602,-0.928174,-0.94506645,-0.009415597,3.1105957,"08-2003",21906832,-0.0020804778,-1970.418,5.727127,0.00022066139,2623.5608,-2.4079578e-05,-0.022804976,0.030382894,-0.005923331,1.1150901e-05,-513.7322,-293495,0.0009640013,3.734355851264,0.0387838031867119,1.61060845059096,0.0951665864835413,0.2016145069939,3.69505212642262,0.220892714525697,1.43338071739405,8.0021839039072,36.9111914886846,22.1586365876502,25.6177119221457,0.541142044988264,0.210100161872209,0.315287251511985,3.49343761942872,89,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350031342729926,0.345652846274553,0.347842094502239
"299",0.00080091716,-0.028299212,-0.0067761503,0.098915055,5.253443,4.438797,101148,301.50903,300.5808,0.9926593,-3.2781916,-0.023032367,-0.77751154,-0.81002903,-0.008958824,3.30795,"09-2003",21991472,-0.0030523464,-2558.2266,6.1952877,0.00017602084,3223.4133,-3.532802e-05,-0.029689789,0.03733465,-0.006879393,1.0358383e-05,-587.56274,-473890,0.0008955635,2.64732905094297,0.0695150834572759,7.97533062865493,0.0893181047593713,0.156994662535571,2.6683212369744,0.183478778988968,1.73364606221364,8.03742763854115,36.8524813775993,24.0730004292714,25.0181615746538,0.655971808186792,0.276673580254629,0.304668609013831,2.51132657443883,127,18,NA,NA,NA,NA,NA,NA,NA,NA,8.57,4.82,13.39,0.187033580616116,0.195251434158396,0.191142507387256
"300",0.0007868293,-0.027095318,-0.008230757,0.09287922,4.752205,4.1730213,100972.06,301.69568,300.6786,0.99494046,-3.21035,-0.023149192,-0.9904556,-1.0281506,-0.011273649,3.1605263,"10-2003",20828144,-0.0029046722,-2507.1172,5.9484997,0.00015190688,2962.34,-3.3618126e-05,-0.029082417,0.034260225,-0.0083594695,1.3127007e-05,-724.5144,-492000,0.0011349525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172181168198586,0.160668424765269,0.166424796481927
"301",0.0008449848,-0.041712046,-0.016734947,0.107855916,5.2578144,5.1263227,100953.125,301.23907,300.3181,0.9873313,-4.396138,-0.033568203,-1.8229103,-1.8910217,-0.0192471,3.7961426,"11-2003",18998656,-0.003094837,-3959.4102,7.1228523,0.00015126544,4433.0356,-3.5820325e-05,-0.04586023,0.051325895,-0.017606955,6.503714e-06,-1516.9758,-531740,0.00056263804,NA,NA,NA,0.293310146254338,0.0953125890740407,1.46616209876496,0.121755663713931,1.73970307883572,8.07166901995188,36.7446329475336,26.177923586833,24.2827892413974,0.700816590305976,0.200258312174003,0.243011724903054,1.37084950969092,134,25,NA,NA,NA,NA,NA,NA,NA,NA,4.33,3.07,7.4,0.152200282551348,0.148051950556261,0.150126116553804
"302",0.0009173732,-0.062028825,-0.027744591,0.122517765,4.9263687,6.450575,101113.69,299.60092,299.14087,0.9783364,-5.4724445,-0.044846117,-2.6998425,-2.7575054,-0.028917693,4.5853224,"12-2003",18040912,-0.0030424148,-6132.4883,8.813946,0.00025590605,6889.8633,-3.521332e-05,-0.07100552,0.079771265,-0.030292034,4.799903e-06,-2610.25,-275199,0.0004156751,NA,NA,NA,0.0804294885381359,0.0531160022289866,1.8241553653326,0.126987200188687,1.17898382143036,8.06678621260931,36.8215292912723,25.1041830203609,24.6794892725283,0.377797978560205,0.137902200448288,0.309263230538267,1.77103936310362,121,24,NA,NA,NA,NA,NA,NA,NA,NA,9.08,3.91,12.99,0.427821685001254,0.419632239474191,0.423726962237722
"303",0.0010248448,-0.07928896,-0.043420136,0.15835851,4.8046255,7.622961,101265.375,298.6235,298.23743,0.95760936,-6.459134,-0.05860585,-3.6066751,-3.6495533,-0.041582193,5.7365723,"01-2004",18600784,-0.0032049902,-7693.0234,10.269722,0.00017210029,8929.602,-3.7096543e-05,-0.08896923,0.1033335,-0.046771467,3.5651356e-06,-4046.4844,-237096,0.00030841632,NA,NA,NA,0.11042857900251,0.146981281772914,4.16454426101002,0.280241639589066,2.53828046408573,8.01079670338351,36.8717093296868,23.0585865684666,25.327557800164,0.752030824444547,0.536182323682661,0.499689506909813,4.0175629792371,83,38,NA,NA,NA,NA,NA,NA,NA,NA,10.66,2.83,13.49,0.731772808730602,0.693896724118127,0.712834766424364
"304",0.0010455837,-0.09428424,-0.049282372,0.12080634,4.790328,8.053879,101313.31,297.9575,297.91296,0.95504874,-6.87202,-0.065629184,-3.6997795,-3.7092323,-0.043220326,5.942627,"02-2004",20436448,-0.0027399287,-9060.887,10.702823,8.6641754e-05,10407.566,-3.1712625e-05,-0.10484576,0.12046313,-0.05267763,1.386158e-06,-4548.535,72417,0.00012075844,NA,NA,NA,0.162059188575092,0.12409452098278,3.86257291737054,0.24382111612841,1.86657289577339,8.01105578522023,36.9496561505684,22.8774513091315,25.4541256968825,1.46996210031914,0.857156478778085,0.776107130323003,3.73847839638776,112,31,NA,NA,NA,NA,NA,NA,NA,NA,5.6,3.31,8.91,1.18145112618804,1.90160048272875,1.54152580445839
"305",0.0010429926,-0.09086931,-0.0509876,0.07917549,5.0929413,7.9903727,101204.125,297.7527,297.92957,0.9555777,-6.6724806,-0.063010395,-3.908698,-3.8966846,-0.04526804,5.911377,"03-2004",22184528,-0.0022437088,-8719.398,10.599634,3.2225216e-05,10173.949,-2.596846e-05,-0.100957096,0.11777067,-0.054434,7.343855e-07,-4700.457,308266,6.365044e-05,NA,NA,NA,0.16197835716919,0.123311027957484,4.49530280535231,0.284306802475351,2.23564428069975,8.00596178779874,36.9161476417243,22.6981719307503,25.4722109634274,1.26591154381973,0.991646141532362,0.81044937326601,4.37199177739483,101,34,NA,NA,NA,NA,NA,NA,NA,NA,6.17,4.76,10.93,1.92098413109779,2.78443122395763,2.35270767752771
"306",0.0009714775,-0.073271215,-0.04142815,0.1300928,4.457076,7.293041,101064.875,298.4865,298.67737,0.9710974,-6.058419,-0.052515745,-3.643527,-3.620038,-0.03815718,5.1718016,"04-2004",22518384,-0.0016375093,-6514.633,9.316948,5.1757786e-05,7597.1836,-1.8949751e-05,-0.07541293,0.08796307,-0.041058123,9.3089307e-07,-3551.1602,260585,8.0885744e-05,NA,NA,NA,0.0474259044909258,0.522689719986336,0.602521481811403,0.09314080654819,1.77871343261173,7.99582999098861,36.9135212541306,22.4345049904613,25.5383798170652,0.929719454905852,0.257257354352272,0.300861966341626,0.0798317618250667,88,20,NA,NA,NA,NA,NA,NA,NA,NA,18.31,10.59,28.9,0.497462524846196,0.350371204813321,0.423916864829759
"307",0.0008926934,-0.057074726,-0.026391208,0.20979613,4.697486,6.100281,101177.44,299.00327,298.97974,0.9814762,-5.149534,-0.042301655,-2.5206566,-2.505043,-0.026182879,4.309557,"05-2004",21977824,-0.0016317072,-5044.0938,7.905011,0.0019402495,5744.234,-1.8885868e-05,-0.05840689,0.066496894,-0.025655072,3.5880017e-05,-2215.0469,155675,0.003098567,NA,NA,NA,0.138309299504367,0.13229701245479,4.83689458360498,0.26464615382314,1.68052678710242,7.99062949452368,36.9573159762016,22.2514328152469,25.6263841246855,0.988022994343741,NA,NA,4.70459757115019,108,22,NA,NA,NA,NA,NA,NA,NA,NA,11.47,5.11,16.58,0.546632311120629,0.468097454530221,0.507364882825425
"308",0.00090225064,-0.056737006,-0.024628103,0.16933507,4.358119,6.214795,101373.375,299.34998,299.1671,0.98187196,-5.3830795,-0.042743683,-2.5365314,-2.563282,-0.024882246,4.4208393,"06-2004",21715728,-0.00209559,-5045.2344,8.051197,0.00022478594,5654.827,-2.4255074e-05,-0.05839032,0.06535885,-0.024067286,8.412445e-06,-2080.9727,-53566,0.0007275229,NA,NA,NA,0.248224719387627,0.0983338366189536,3.23158494443201,0.213960386711256,1.41131248777396,8.02464602239642,36.9077217161488,23.2747793588365,25.2959994710966,0.453693086241722,0.177308771932179,0.290970125984685,3.13325110781306,112,16,NA,NA,NA,NA,NA,NA,NA,NA,14.01,10.72,24.73,1.0368560269475,0.525402220531746,0.781129123739622
"309",0.00081538665,-0.03125161,-0.014233973,0.14760226,4.2992783,4.607603,101252.625,299.2451,298.99207,0.9918186,-3.511713,-0.025704682,-1.6960583,-1.7173834,-0.016735584,3.4689941,"07-2004",21610016,-0.0015186816,-2772.4766,6.13179,0.0002530114,3277.1592,-1.7577739e-05,-0.032036245,0.037913032,-0.013328023,1.26663745e-05,-1156.9268,-74911,0.0010947364,NA,NA,NA,0.157497133806523,0.26086347968423,5.7006602014352,0.327928793582984,2.44681983765701,7.96566947945144,36.8513242116039,21.8427440523311,25.6588105901345,0.952912204297335,0.38140147880163,0.410360685841472,5.43979672175097,61,16,NA,NA,NA,NA,NA,NA,NA,NA,18.15,7.91,26.06,0.635174053907394,0.502331827194602,0.568752940550998
"310",0.0008021628,-0.02762878,-0.009116236,0.14268059,4.1063824,4.510085,101322.25,300.24274,299.60114,0.99434525,-3.2808228,-0.022899628,-1.1448183,-1.1755476,-0.01132698,3.3225117,"08-2004",21856704,-0.0021406673,-2396.461,6.020544,0.0003095353,3004.0405,-2.4774708e-05,-0.0278005,0.034806054,-0.008130245,1.2164582e-05,-701.9878,-299418,0.0010512015,NA,NA,NA,0.276004921813054,0.313391869981353,3.70600124397839,0.262587634057223,1.79296110080107,7.99357239177454,36.8549852991022,22.0854840531567,25.6131659857437,0.678322991654474,0.377073343475688,0.387536845358209,3.39260937399704,108,14,NA,NA,NA,NA,NA,NA,NA,NA,15.8,8.86,24.66,0.38786747828126,0.269399850898319,0.328633664589789
"311",0.000754504,-0.012970865,0.001082886,0.12882125,5.556041,3.6982613,101076.81,301.65536,300.50256,0.9976071,-1.8425312,-0.011823125,0.06273931,0.07156408,-0.0012833436,2.8034668,"09-2004",21955392,-0.002789531,-1114.875,5.304391,0.0004022168,2265.7822,-3.2285214e-05,-0.012909293,0.026210066,0.0006514676,2.629649e-05,58.148193,-527772,0.0022734867,NA,NA,NA,0.190524719847236,0.790405426314522,1.0171127398419,0.164613226674825,1.68310953715999,8.04029186294941,36.8193497148864,24.7368811706092,24.7886303754311,0.880299097565345,0.239139070798735,0.221118144356236,0.226707313527376,121,22,NA,NA,NA,NA,NA,NA,NA,NA,11.44,3.24,14.68,0.181324495747685,0.178198024851304,0.179761260299495
