"","X10m_u_component_of_wind","X10m_v_component_of_wind","X2m_temperature","sea_surface_temperature","evaporation","total_precipitation","Temperature","Chlorophyll","Phaeopigments","PrimaryProductivity","MLD2019","X21degC"
"203",-4.9261866,-2.5400229,298.82886,298.65366,-0.0013924183,0.00068003614,22.0948653422064,0.209407559005453,0.381544743172408,0.619467550232365,NA,NA
"204",-6.5992517,-3.6563654,298.27136,297.72134,-0.001549771,0.000119919074,20.3262696752404,1.59489243365591,0.834116208499525,1.34134350944835,NA,NA
"205",-6.956442,-3.8399754,298.1842,297.4093,-0.0015242156,0.000573504,NA,NA,NA,NA,NA,NA
"206",-4.9318686,-2.3551817,299.44507,299.4554,-0.0017195251,0.0016582538,24.2598653258114,0.20046780548063,0.33569433268078,0.397019859989991,NA,NA
"207",-5.284196,-2.7373266,298.98743,298.62454,-0.0011694888,0.0009854473,NA,NA,NA,NA,NA,NA
"208",-6.448369,-3.4873438,298.0193,297.02533,-0.0009337878,4.797813e-05,NA,NA,NA,NA,NA,NA
"209",-5.7328033,-2.9693594,298.40527,297.604,-0.00091512874,0.00023188003,NA,NA,NA,NA,NA,NA
"210",-6.3101454,-3.1868467,298.71655,297.72726,-0.00097469776,9.6392236e-05,NA,NA,NA,NA,NA,NA
"211",-2.359188,-0.70292854,299.55896,300.38376,-0.0020086425,0.0038512128,NA,NA,NA,NA,NA,NA
"212",-5.146964,-2.3063078,299.4734,299.80173,-0.0023344047,0.00070524076,NA,NA,NA,NA,NA,NA
"213",-4.848324,-2.2503624,298.89355,298.9098,-0.0015738085,0.00048428666,NA,NA,NA,NA,NA,NA
"214",-4.9326286,-2.3547487,298.66968,298.61508,-0.0014029257,0.00067040883,NA,NA,NA,NA,NA,NA
"215",-3.9805489,-1.5338917,299.40845,299.54916,-0.0014907196,0.0007181964,NA,NA,NA,NA,NA,NA
"216",-5.6505404,-2.8146992,298.83203,299.005,-0.002072726,0.00023954651,NA,NA,NA,NA,NA,NA
"217",-5.052412,-2.4290943,298.57117,298.70544,-0.0019020052,0.00088728685,NA,NA,NA,NA,NA,NA
"218",-5.337386,-2.4033337,298.94373,299.27676,-0.002279761,0.0007627816,NA,NA,NA,NA,NA,NA
"219",-4.349351,-1.525732,300.14685,300.92752,-0.0029049963,0.0012966259,NA,NA,NA,NA,NA,NA
"220",-3.9367914,-1.7100945,299.64087,300.20236,-0.0022253657,0.0008998567,NA,NA,NA,NA,NA,NA
"221",-5.9705763,-3.201457,298.4419,298.33658,-0.0016055873,0.00025096687,NA,NA,NA,NA,NA,NA
"222",-4.936924,-2.4207268,299.0542,299.0167,-0.0015770327,0.0004111345,NA,NA,NA,NA,NA,NA
"223",-5.6312723,-2.9403906,299.01196,298.93088,-0.0018352666,0.0004882625,NA,NA,NA,NA,NA,NA
"224",-5.4157877,-2.5136194,299.35132,299.5183,-0.002149779,0.00043715036,NA,NA,NA,NA,NA,NA
"225",-4.9118385,-2.3434916,299.54675,299.7926,-0.0022242665,0.0006494656,NA,NA,NA,NA,NA,NA
"226",-5.9175224,-3.2220945,298.69446,298.63812,-0.0018260484,0.00026474526,NA,NA,NA,NA,NA,NA
"227",-4.584694,-2.2736044,299.16943,299.34595,-0.0017521863,0.0006616947,NA,NA,NA,NA,NA,NA
"228",-4.542302,-2.3140802,299.00574,299.1921,-0.0018380666,0.0012349621,22.2484858919177,0.294388850174216,0.243805212816834,1.05646138368218,4.023,81
"229",-4.9522066,-2.5436554,298.85022,298.6318,-0.0013415427,0.0005390474,22.8023360569647,0.237811296086833,0.315413224299453,0.806494585124912,13.204,112
"230",-3.9745226,-1.7408199,299.63635,299.8917,-0.0017818883,0.0011080434,23.5775174054093,0.609594124787117,0.690398302766664,1.14464944561324,5.034,115
"231",-5.1268005,-2.4865513,299.3369,299.63568,-0.0023453087,0.0005981615,22.5168238316458,0.369616207811272,0.255220438850567,1.69423109775341,2.168,80
"232",-6.2258263,-3.2299986,298.60583,298.60474,-0.0019706574,0.00048225955,22.6762040555881,0.161201241550048,0.236694358784105,0.5957169828052,3.998,92
"233",-4.9890747,-2.5342598,298.55298,298.4092,-0.0015044892,0.00052804477,22.1002457628381,0.156158475100723,0.186075199717171,0.518755467367742,14.08,67
"234",-4.8811693,-2.3213396,298.9098,298.92624,-0.0016022765,0.00064592925,23.4606996127588,0.196469844600292,0.412010422334061,0.387486239801866,8.046,110
"235",-4.8298855,-2.5189867,298.7799,298.72318,-0.0015108427,0.00040775514,22.6084445411033,0.234341539902219,0.28112427486793,0.514726884881148,10.89,105
"236",-5.3830795,-2.5365314,299.1671,299.34998,-0.00209559,0.0007275229,23.2795410085448,0.184812802897848,0.324219550025217,0.47742218289726,13.92,112
"237",-3.1886663,-0.87441826,300.20874,300.78876,-0.0023455247,0.0009902052,24.6267858783862,0.150347703100036,0.176085949927103,0.723277489396337,5.97,107
"238",-4.2725782,-1.933423,299.48193,299.71738,-0.001867488,0.000782955,22.9405497730909,0.166406583897531,0.31031993286302,NA,9.943,108
"239",-4.6410675,-2.1634417,299.22546,299.42557,-0.0020079091,0.00113155,24.7412649415621,0.191660545152775,0.206695388428804,0.71500258013225,19.89,126
"240",-5.1515408,-2.6917152,298.95752,298.8281,-0.0016158405,0.00042876974,23.7831126147398,0.227589320260559,0.322703176543181,NA,7.96,115
"241",-4.848998,-2.4577303,298.83228,298.5597,-0.0013824445,0.00022914575,21.6212277733706,0.303393819946201,0.417656410078672,0.942658649577628,3.98,40
"242",-3.2326784,-1.2078972,300.0725,300.71713,-0.0020942949,0.002320405,24.5919756535138,0.150574986455026,0.179891637599101,NA,21.874,111
"243",-4.293317,-1.6106472,299.9823,300.37033,-0.0023280643,0.0012689393,25.1269039631521,0.196611417437599,0.293664759918217,NA,2.98,124
"244",-4.8056526,-2.1491003,299.1631,299.10312,-0.0016969889,0.0002978856,NA,NA,NA,NA,NA,NA
"245",-5.204397,-2.7507248,298.68982,298.48273,-0.001350486,0.0006130473,23.2392667913504,0.230975972456827,0.330583493889355,0.441708923166241,NA,NA
"246",-5.9452143,-3.2067823,298.56433,298.07562,-0.0011972603,0.00021097314,22.915747728199,0.284053582361186,0.44628520085539,1.49898698260603,NA,NA
"247",-6.1201086,-3.2349873,298.50977,297.98492,-0.0012239821,0.00023356889,NA,NA,NA,NA,NA,NA
"248",-5.061041,-2.28895,299.4027,299.46164,-0.0017921838,0.00060644763,NA,NA,NA,NA,NA,NA
"249",-4.675603,-2.423092,298.84802,298.53516,-0.0010641122,0.0012787725,NA,NA,NA,NA,NA,NA
"250",-5.207856,-2.5761232,298.15002,297.36444,-0.00075296545,0.0012108386,NA,NA,NA,NA,NA,NA
"251",-5.334013,-2.5707989,299.51514,299.4206,-0.001961945,0.0006885349,NA,NA,NA,NA,NA,NA
"252",-5.139187,-2.6617537,299.20325,298.82855,-0.0012972183,0.00067961216,NA,NA,NA,NA,NA,NA
"253",-4.2660885,-1.7113676,299.39563,299.84598,-0.0022555813,0.0009418486,NA,NA,NA,NA,NA,NA
"254",-3.867734,-1.5647669,299.53125,300.1363,-0.0023036376,0.0012140346,NA,NA,NA,NA,NA,NA
"255",-3.130602,-0.8466797,299.1073,299.51407,-0.0018611364,0.000996111,NA,NA,NA,NA,NA,NA
"256",-4.6970205,-2.439396,298.4674,298.37918,-0.0012855716,0.000330689,NA,NA,NA,NA,NA,NA
"257",-4.4937677,-2.0977678,299.18408,299.13522,-0.0014333017,0.00026589265,NA,NA,NA,NA,NA,NA
"258",-4.4395256,-2.184269,298.5796,298.7876,-0.0017200969,0.0007885471,NA,NA,NA,NA,NA,NA
"259",-4.3283253,-1.852274,298.90198,299.44745,-0.0021329266,0.001628228,NA,NA,NA,NA,NA,NA
"260",-4.774847,-2.2057333,298.77026,299.07166,-0.0019308105,0.00072781206,NA,NA,NA,NA,NA,NA
"261",-5.34741,-2.499628,299.44226,299.7865,-0.0020565242,0.0006238192,NA,NA,NA,NA,NA,NA
"262",-3.5042028,-1.3215189,299.49243,300.28613,-0.002368752,0.0011818723,NA,NA,NA,NA,NA,NA
"263",-4.1318083,-1.8836031,298.8651,299.0044,-0.0016087927,0.00095877727,NA,NA,NA,NA,NA,NA
"264",-3.7769194,-1.7012777,298.99524,299.39038,-0.0017950609,0.001028613,NA,NA,NA,NA,NA,NA
"265",-4.7539234,-2.5255957,298.81836,298.90005,-0.0014597576,0.0005827863,NA,NA,NA,NA,NA,NA
"266",-4.640089,-2.2883615,298.95923,299.18112,-0.0018658265,0.00043558492,NA,NA,NA,NA,NA,NA
"267",-4.7215548,-2.4281702,299.23645,299.5367,-0.0019428283,0.00062748184,NA,NA,NA,NA,NA,NA
"268",-5.479473,-2.7204847,298.60938,298.73602,-0.001849056,0.0007960615,NA,NA,NA,NA,NA,NA
"269",-3.8415995,-1.9532194,299.35736,299.80643,-0.0019419305,0.0010138301,NA,NA,NA,NA,NA,NA
"270",-3.6957445,-1.6473093,299.17078,299.71393,-0.002084624,0.0019330345,23.35139567433,0.251017977775911,0.310032992310784,0.815817700160008,4.023,108
"271",-4.155818,-2.0600595,298.76184,298.47845,-0.0011394173,0.00044579903,21.902957460418,0.163822406548473,0.221011218192983,0.622079215188424,7.039,83
"272",-4.2630825,-1.9831953,299.45764,299.77182,-0.0018389709,0.0007879371,21.750915949772,0.221551724109685,0.284236833403797,0.364593374196601,14.107,72
"273",-3.5261917,-1.6408329,298.99103,299.39127,-0.0016926851,0.0015418734,22.6142659417711,0.335665688148535,0.393334476350917,0.956155495968348,6.076,92
"274",-4.6608133,-2.5158834,298.6505,298.72122,-0.0016102563,0.00082223676,20.9918418449716,NA,NA,NA,2.01,48
"275",-4.5421753,-2.220644,298.9784,299.0172,-0.0016646311,0.00057091494,21.4594396433536,0.387863847768604,0.526659908911088,1.06325700161747,10.057,56
"276",-4.8579235,-2.6061602,298.7273,298.54834,-0.001259472,0.0003796902,20.9256804858835,0.387667520874776,0.449777515255947,1.51198163775356,NA,NA
"277",-3.7363405,-1.7590599,298.9314,299.21475,-0.0016229572,0.0008755026,22.2773498570214,0.241818035449262,0.343746361889782,0.411301341713905,5.03,86
"278",-3.511713,-1.6960583,298.99207,299.2451,-0.0015186816,0.0010947364,21.8556794157662,0.39231632665067,0.424698760604236,0.948521087796821,1.99,60
"279",-2.0914001,-0.24562335,299.59045,299.95367,-0.0017413497,0.001257122,23.39710056159,0.224642298878606,0.317611799413851,0.800973346264428,22.87,115
"280",-3.9504108,-1.7882061,299.1311,299.2083,-0.0015127026,0.0007873948,22.9339308858328,0.131788620583805,0.183574968196488,1.02726774080517,3.98,108
"281",-4.1117134,-1.8798342,299.25903,299.41782,-0.0017699115,0.0012394034,22.1198182348029,0.259627122888256,0.334982103311684,0.990790041460027,4.97,71
"282",-3.8653173,-1.9314909,298.97815,299.16696,-0.0015658066,0.001065285,21.9999191854071,0.278630912097522,0.40443801830267,1.45620796981932,3.98,71
"283",-5.2920504,-2.7375507,299.4242,299.4926,-0.0019830381,0.00045582931,23.0910606109279,0.213121100491236,0.26762398755691,NA,4.97,110
"284",-3.1414804,-0.94084644,299.92743,300.61655,-0.0022774525,0.0019413384,NA,NA,NA,NA,NA,NA
"285",-3.445838,-1.5661154,299.41614,299.69836,-0.0016767196,0.00086923176,23.3340064133816,0.27200320805287,0.524975290837922,NA,3.977,108
"286",-3.6991663,-1.7437763,299.1405,299.3407,-0.0016729832,0.0010156168,22.9360276280418,0.154521165357949,0.163609479682676,NA,4.97,87
"287",-4.085869,-1.7982845,299.0548,299.16132,-0.0015903339,0.0007090762,23.6402761086648,0.215375674964712,0.249222517827245,0.804661522268908,NA,NA
"288",-5.2105227,-2.6424246,298.72693,298.3266,-0.001149734,0.00046652136,NA,NA,NA,NA,NA,NA
"289",-5.2285357,-2.8644485,298.4557,298.0881,-0.0009938793,0.0007489892,21.9488279122993,0.15761057080804,0.161807648013429,NA,NA,NA
"290",-4.363246,-2.1604824,299.47192,299.51974,-0.0015632026,0.0009479306,NA,NA,NA,NA,NA,NA
"291",-2.4683752,-0.8411865,299.3241,299.7487,-0.0014322512,0.0018811692,NA,NA,NA,NA,NA,NA
"292",-4.4315023,-2.2739267,298.3004,297.8298,-0.00070644286,0.00088639907,NA,NA,NA,NA,NA,NA
"293",-4.2603874,-2.0887918,298.79932,298.32974,-0.0008983915,0.00035855873,NA,NA,NA,NA,NA,NA
"294",NA,NA,NA,NA,NA,0.000849874,NA,NA,NA,NA,NA,NA
"295",-4.244422,-2.0302954,299.68213,300.28326,-0.0023461953,0.00093043153,NA,NA,NA,NA,NA,NA
"296",-3.1788588,-1.0141888,300.00952,300.9762,-0.00265586,0.0015130476,NA,NA,NA,NA,NA,NA
"297",-3.3131323,-1.2133427,299.7683,300.41367,-0.0022964552,0.001157528,NA,NA,NA,NA,NA,NA
"298",-4.3792057,-1.9153624,299.28857,299.65103,-0.0018936619,0.00027383392,NA,NA,NA,NA,NA,NA
"299",-4.149065,-1.8570833,299.4093,299.70584,-0.0018135197,0.00048014484,NA,NA,NA,NA,NA,NA
"300",-4.349551,-1.8363199,299.07947,299.47885,-0.0020082146,0.00062575494,NA,NA,NA,NA,NA,NA
"301",-3.8336916,-1.5266867,299.3982,300.18713,-0.0024704933,0.0010767821,NA,NA,NA,NA,NA,NA
"302",-5.1842117,-2.5148916,299.32324,299.71808,-0.0022458546,0.00031594513,NA,NA,NA,NA,NA,NA
"303",-3.903038,-1.592948,300.0725,300.75696,-0.0023409873,0.0010422771,NA,NA,NA,NA,NA,NA
"304",-2.7047176,-0.68042684,300.10376,301.53354,-0.0028738976,0.00257038,NA,NA,NA,NA,NA,NA
"305",-2.7826576,-1.2423592,299.73108,300.16592,-0.0017099902,0.0005352334,NA,NA,NA,NA,NA,NA
"306",-3.1497955,-1.183136,299.59827,300.161,-0.0020277053,0.0007267182,NA,NA,NA,NA,NA,NA
"307",-3.2637348,-1.4690771,299.26196,299.75052,-0.0018569715,0.0011210232,NA,NA,NA,NA,NA,NA
"308",-4.2156544,-1.8443937,299.50146,300.0973,-0.0023629852,0.0007800963,NA,NA,NA,NA,NA,NA
"309",-3.9401178,-1.6619091,299.42035,299.98883,-0.002033092,0.00091881794,NA,NA,NA,NA,NA,NA
"310",-4.029414,-1.9391508,299.25098,299.71036,-0.001901716,0.0009474023,NA,NA,NA,NA,NA,NA
"311",-1.7075577,-0.2984659,300.2621,301.26797,-0.0022592992,0.0019032757,NA,NA,NA,NA,NA,NA
"312",-3.3389006,-1.445693,299.49902,299.9924,-0.0019718446,0.0008917148,22.316472924596,0.212829405257323,0.36447823870944,0.788966007561615,4.023,86
"313",-3.766469,-1.8123941,299.01306,298.9905,-0.0012783557,0.00033868803,21.2192672103294,0.260702179465325,0.202398912742749,0.785603246099383,1.112,48
"314",-3.4520445,-1.3312349,300.60425,301.37744,-0.002675932,0.0010074973,23.9866461452064,0.246717164776817,0.390702677321357,0.480272153158723,4.002,109
"315",-2.2609634,-0.25042987,299.83984,301.01486,-0.0027072467,0.0021157358,23.2644985157545,0.579291682361521,0.394244144248697,0.849121337113151,12.035,105
"316",-4.422676,-1.9014397,299.92297,300.69128,-0.0028241873,0.00070372527,24.1882170595314,0.223018862742593,0.26367317419968,0.666888878554601,5.058,113
"317",-3.0424786,-1.0903845,299.58374,300.19275,-0.0019211546,0.001470173,24.6660985466118,0.257171348299912,0.422439136930703,NA,4.023,98
"318",-4.244505,-1.9130306,299.61267,300.00653,-0.0021425113,0.0004057982,22.8903581986171,0.331736712808662,0.486184703200087,1.14911607521971,5.029,89
"319",-2.9253674,-0.928174,299.7599,300.43835,-0.0020804778,0.0009640013,22.1762334500386,0.220281876528134,0.325253898066531,0.543680461345266,1.989,87
"320",-3.2808228,-1.1448183,299.60114,300.24274,-0.0021406673,0.0010512015,22.0801488859472,0.391012554557713,0.40653356910431,0.655595763981721,7.96,108
"321",-2.4279766,-0.51739746,300.08472,300.52603,-0.0018668398,0.00091122,21.8847759397095,0.160047648300433,0.233852321560462,0.745324969264324,6.96,62
"322",-3.2040405,-1.1970177,299.71008,300.3119,-0.0019673258,0.0018097237,21.6339962867709,0.248684242875244,0.258487770178179,0.616804458015667,4.97,72
"323",-2.1346684,-0.13121998,299.8363,300.84195,-0.0025018454,0.0025773311,24.9896174519977,0.182802892581024,0.334858870350615,0.690135107438903,8.95,112
"324",-2.9055452,-0.9702959,300.09656,301.02707,-0.0026251823,0.002645971,23.1475688229391,0.438603764779496,0.555977145459528,NA,14.91,106
"325",-3.9955225,-1.9250841,299.67004,299.8915,-0.0018282831,0.00071655447,22.6505228531168,0.334161813226179,0.471281179118119,NA,3.98,80
"326",-1.666893,0.5705389,300.57703,301.65588,-0.0027219392,0.0018026032,24.4164329467848,0.140367797584621,0.230026031660404,NA,10.937,122
"327",-2.7288742,-0.5236809,300.37146,301.11444,-0.002463065,0.0010669655,23.5141037339459,0.20864676887432,0.314331918038488,NA,0.99,127
"328",-2.4676962,-0.51740736,299.8994,300.81274,-0.0024811476,0.0021504327,23.9154421160494,0.19135075088584,0.237467329528639,NA,2.98,89
"329",-3.083621,-0.9234991,299.66858,300.01865,-0.0019150898,0.0009985345,NA,0.233009555,0.247590917,0.743252449,NA,NA
"330",-3.1596117,-1.1933813,299.52185,300.03174,-0.0019241087,0.0014466273,NA,NA,NA,NA,NA,NA
"331",-3.9739294,-2.0705614,299.4889,299.46844,-0.0013266578,0.00049806596,21.6878180864783,0.21219643447619,0.254321080008937,NA,NA,NA
"332",-3.2597094,-1.176527,299.8224,300.0658,-0.0017011277,0.000946556,NA,NA,NA,NA,NA,NA
"333",-3.3647213,-1.5006094,300.07092,300.5141,-0.0018504262,0.00071718823,NA,NA,NA,NA,NA,NA
"334",-4.0614576,-1.7583799,299.1244,299.28586,-0.0015266575,0.000724918,NA,NA,NA,NA,NA,NA
"335",-2.914609,-0.66136336,300.07385,300.5115,-0.002065096,0.0016017726,NA,NA,NA,NA,NA,NA
"336",-3.623414,-1.1673641,300.19043,301.06042,-0.0027678013,0.0008635416,NA,NA,NA,NA,NA,NA
"337",-3.670495,-1.3602362,300.39136,301.4513,-0.0029954277,0.00086121494,NA,NA,NA,NA,NA,NA
"338",-2.5787497,-0.48755705,300.47058,301.5736,-0.0031445473,0.0012953307,NA,NA,NA,NA,NA,NA
"339",-3.3581877,-1.4350252,299.62866,300.0726,-0.0018289983,0.00040741113,NA,NA,NA,NA,NA,NA
"340",-4.745619,-1.985982,300.25305,300.99185,-0.003079798,0.00039554946,NA,NA,NA,NA,NA,NA
"341",-3.4591007,-1.1310968,299.6266,300.30075,-0.0023908094,0.0005787406,NA,NA,NA,NA,NA,NA
"342",-3.7908125,-1.6806297,299.8789,300.6812,-0.0025033243,0.0009855358,NA,NA,NA,NA,NA,NA
"343",-4.6802692,-1.975029,299.6941,300.30338,-0.0025399365,0.0008661959,NA,NA,NA,NA,NA,NA
"344",-3.9043894,-1.5546522,300.22424,300.7272,-0.002158787,0.00037405035,NA,NA,NA,NA,NA,NA
"345",-3.1736212,-1.0417347,300.23572,301.3192,-0.0028946884,0.0011819839,NA,NA,NA,NA,NA,NA
"346",-2.8732042,-0.78236806,300.27185,301.03195,-0.0024853237,0.0011903096,NA,NA,NA,NA,NA,NA
"347",-2.7237425,-0.7424081,300.531,301.6005,-0.0027110092,0.0011675106,NA,NA,NA,NA,NA,NA
"348",-4.279499,-1.845933,299.64832,300.0533,-0.0021917708,0.00059917266,NA,NA,NA,NA,NA,NA
"349",-4.1901264,-1.8225031,299.84412,300.48126,-0.002500996,0.0005738712,NA,NA,NA,NA,NA,NA
"350",-4.2449055,-1.7661276,299.8916,300.52408,-0.0026170574,0.000754918,NA,NA,NA,NA,NA,NA
"351",-4.0909967,-1.6484604,299.74573,300.4288,-0.0024780557,0.0012278724,NA,NA,NA,NA,NA,NA
"352",-2.813261,-0.4891221,300.90186,301.96518,-0.0033463165,0.0011515943,NA,NA,NA,NA,NA,NA
"353",-3.1785755,-1.0591927,300.27625,300.99658,-0.002427604,0.0009665149,24.715794410331,0.219487143032691,0.236865077498212,0.735276831048491,9.01,125
"354",-4.058571,-1.8386011,300.43372,301.07004,-0.0028231032,0.0005710586,24.1387698172301,0.123888148848185,0.142417470434293,0.377759648347926,3.996,113
"355",-3.4305534,-0.72850657,300.80188,301.87418,-0.0033610687,0.001525424,24.1280146755077,0.161261285214813,0.246184020967011,0.462359711949949,3.043,117
"356",-2.89676,-0.73208934,300.56042,301.9094,-0.0033230074,0.0019636466,25.0338655153599,0.260057230038366,0.251073907614864,0.502074785539599,12.039,120
"357",-3.556942,-1.2487564,300.0636,300.7907,-0.002606567,0.00074865157,23.6399526996553,0.439935690224569,0.515567253713143,0.925990865193647,6.993,111
"358",-4.094701,-1.9118319,299.78406,300.24637,-0.0023168772,0.00069883675,23.3542315665754,0.246297202774453,0.432235191675306,1.36639045040553,17.098,122
"359",-3.4061642,-1.2222347,300.25208,300.8823,-0.002379246,0.00071791117,NA,NA,NA,NA,NA,NA
"360",-3.2781916,-0.77751154,300.5808,301.50903,-0.0030523464,0.0008955635,24.0818034060785,0.294178564158011,0.316854269904714,0.68142251220095,5.966,127
"361",-1.8425312,0.06273931,300.50256,301.65536,-0.002789531,0.0022734867,24.7353068473504,0.251083789690631,0.234171381535272,0.917736506256293,21.874,121
"362",-3.0849285,-0.56014204,300.81982,301.57236,-0.0028247312,0.0011425973,NA,NA,NA,NA,NA,NA
"363",-3.4395971,-1.042079,300.54102,301.2572,-0.002878826,0.0016194992,23.8910664885635,0.214704807539723,0.313292608318047,0.715577493852937,10.937,113
"364",-3.1206627,-0.8126363,300.46277,301.4728,-0.0030471757,0.0006869247,25.55082332761,0.166814000282675,0.26355530458776,0.705871940986495,11.93,121
"365",-2.0958033,-0.043487012,300.96765,302.08923,-0.0030012652,0.0012431648,26.1588842834355,0.207807016360576,0.27679071010194,0.48378577566613,4.97,124
"366",-4.132843,-1.7738304,300.23242,300.53287,-0.0021826737,0.0004436702,23.5851166277388,0.307043942800829,0.318613389672139,NA,2.98,117
"367",-1.985362,-0.038215518,300.88782,302.2054,-0.0032357424,0.0021847263,25.7785714979554,0.189976825054177,0.294568607193165,NA,3.98,117
"368",-2.5238142,-0.34065664,300.8457,301.85315,-0.003114637,0.0011706061,25.076427514212,0.152611568484771,0.191323844477537,NA,2.98,125
"369",-2.8089867,-0.6582581,300.4602,301.2904,-0.0026847273,0.0011902507,23.9788522917713,0.239258889404291,0.361595745642228,NA,4.97,115
"370",-2.6684313,-0.6800814,300.83728,301.77783,-0.0029800236,0.00092687644,25.8118514872653,0.139312345264997,0.150912176930511,0.649322163569075,NA,NA
"371",-4.5047073,-1.8331547,300.1151,300.60403,-0.0025103055,0.0004134879,24.5845150143227,0.335138470249867,0.407615860584656,0.558310216181255,NA,NA
"372",-3.8705235,-1.662363,300.36536,300.7513,-0.002171591,0.00030847563,23.3980529341535,0.233217060439844,0.28204083743913,1.42273844839944,NA,NA
"373",-2.828209,-0.98950386,300.25073,300.9108,-0.002102472,0.0013949017,24.273887308625,0.251046851970724,0.371621932646767,0.370393244972946,NA,NA
"374",-2.553834,-0.4937157,300.9911,301.60678,-0.0025698058,0.0008787627,NA,NA,NA,NA,NA,NA
"375",-3.6422958,-1.3886347,300.18665,300.8297,-0.0024254397,0.001057656,NA,NA,NA,NA,NA,NA
"376",-2.7887554,-0.6421704,300.89624,301.26556,-0.00224128,0.00067891274,NA,NA,NA,NA,NA,NA
"377",-3.8226185,-1.4761829,300.2556,301.22513,-0.0029167496,0.0009975743,NA,NA,NA,NA,NA,NA
"378",-4.3880043,-1.5588274,300.22192,301.3019,-0.0034626648,0.0014595571,NA,NA,NA,NA,NA,NA
"379",-4.2003956,-1.49049,300.49365,301.39722,-0.0033589788,0.00043486827,NA,NA,NA,NA,NA,NA
"380",-4.999856,-1.9443178,299.8938,300.8352,-0.0034698248,0.0003047767,NA,NA,NA,NA,NA,NA
"381",-4.5389194,-1.7936802,300.05444,301.0036,-0.0032933801,0.0005818615,NA,NA,NA,NA,NA,NA
"382",-4.971198,-1.9924526,299.8485,300.8544,-0.0032599382,0.0010200753,NA,NA,NA,NA,NA,NA
"383",-4.4700155,-1.859231,299.52722,300.39304,-0.0029074587,0.0015229722,NA,NA,NA,NA,NA,NA
"384",-4.355855,-1.8918772,299.49402,300.26373,-0.0024791248,0.0011866712,NA,NA,NA,NA,NA,NA
"385",-4.2493258,-1.7431421,300.6057,301.51117,-0.0030649155,0.0007869054,NA,NA,NA,NA,NA,NA
"386",-3.0737734,-1.4322147,299.95178,301.15125,-0.0025332607,0.001494041,NA,NA,NA,NA,NA,NA
"387",-4.478264,-2.078681,299.79016,300.43384,-0.0024704002,0.0005656106,NA,NA,NA,NA,NA,NA
"388",-2.8300343,-0.89785326,300.57166,301.6113,-0.0025826544,0.0015394355,NA,NA,NA,NA,NA,NA
"389",-3.5485992,-1.3933153,299.75745,300.57047,-0.0024654865,0.00027909654,NA,NA,NA,NA,NA,NA
"390",-4.7903337,-2.074256,300.3573,301.05765,-0.0033033378,0.00025087665,NA,NA,NA,NA,NA,NA
"391",-5.046096,-2.4020596,299.69617,300.27237,-0.0025577173,0.00021415911,NA,NA,NA,NA,NA,NA
"392",-3.930028,-1.8046017,299.8551,300.79736,-0.002664145,0.0011990927,NA,NA,NA,NA,NA,NA
"393",-3.8680067,-1.5171633,300.391,301.44836,-0.0031400993,0.0014904127,NA,NA,NA,NA,NA,NA
"394",-4.00126,-1.6310654,300.201,301.07178,-0.0028187782,0.0006812792,23.4387849500268,0.308045400102195,0.377844117787068,0.744122828822,6.008,108
"395",-4.2853556,-2.1181393,300.78052,301.56662,-0.0033346862,0.000869415,24.7898652750466,0.324871725579952,0.418916486804084,0.643320747424886,3.007,123
"396",-4.166067,-1.6942959,300.3999,301.10214,-0.0029156916,0.00081433356,24.1032350825496,0.288277515918091,0.304168467684901,0.928217755803376,4.122,110
"397",-2.796422,-0.7629611,300.36182,301.7946,-0.0034668073,0.0015212006,25.3359321506106,0.121170701986081,0.186386483542886,0.372239549055732,17.103,122
"398",-4.3462048,-1.7529488,300.13403,301.01974,-0.0030601546,0.00064116553,24.050168365087,0.139493349770477,0.234767963628383,0.602531190810811,11.056,124
"399",-4.439266,-1.9967928,299.96875,300.40002,-0.0023964904,0.00034080632,23.5382814997029,0.334476178961216,0.439519031047981,1.07699249255872,7.04,118
"400",-4.9446373,-2.2108479,299.94934,300.3528,-0.002659876,0.0003993865,25.3542443506741,0.250675672237045,0.550565497575185,0.869754861001236,13.075,122
"401",-3.21035,-0.9904556,300.6786,301.69568,-0.0029046722,0.0011349525,NA,NA,NA,NA,NA,NA
"402",-3.128461,-1.1259384,300.80518,302.23676,-0.0034264438,0.001679169,25.7480043251993,0.208070058718512,0.357868677026614,0.810939044668073,13.92,135
"403",-3.5909061,-0.8353771,301.20898,302.2752,-0.003822811,0.0005861218,26.0557353791065,0.230340233921542,0.308980737712141,NA,23.86,133
"404",-3.9692707,-1.7468214,300.39172,301.03207,-0.0026852451,0.0004470714,23.6109305275431,0.439004347905245,0.467049410801351,0.574419535134299,4.97,103
"405",-3.3145218,-0.9330167,300.44128,301.48077,-0.0030339584,0.0013522552,25.1597746123533,0.287236448221758,0.524038931179045,0.869906623367215,1.99,119
"406",-3.375844,-0.91805094,300.5055,301.7063,-0.003480237,0.0019830663,26.1564200625074,0.245214477415982,0.437018568160466,NA,3.98,132
"407",-4.9700813,-2.4138708,299.98218,300.3215,-0.0025822185,0.00048827822,23.9659800287576,0.239316004102766,0.321209877743076,NA,3.98,115
"408",-3.1143322,-1.0478516,300.97412,302.40604,-0.0038787015,0.0013759886,27.4131390281494,0.192346734657041,0.225848789119915,NA,21.874,128
