time,10m_u_component_of_wind,10m_v_component_of_neutral_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,benjamin_feir_index,coefficient_of_drag_with_waves,instantaneous_eastward_turbulent_surface_stress,instantaneous_northward_turbulent_surface_stress,lake_mix_layer_depth,lake_mix_layer_temperature,mean_wave_period,medium_cloud_cover,sea_surface_temperature,surface_pressure,v_component_stokes_drift
1990-01-01,-7.2362156,-3.7042027,-3.7257814,8.323812,297.34583,0.085544586,0.0010636146,-0.1004284,-0.05086863,49.261364,297.1012,4.595083,0.14043194,297.07623,101204.19,-0.042747237
1990-02-01,-6.2929564,-3.9399567,-3.9686337,7.653572,296.65076,0.07014847,0.0010274376,-0.07551432,-0.04633957,49.261364,296.41235,4.870492,0.16566837,296.4203,101341.5,-0.04418593
1990-03-01,-6.712574,-4.0508575,-4.0926743,8.064462,297.30273,0.08733368,0.0010493333,-0.0877375,-0.051711142,49.260464,296.87512,4.4997454,0.20797193,296.88293,101267.375,-0.044653725
1990-04-01,-5.846299,-3.6601086,-3.6811962,7.1520987,298.09253,0.088041306,0.00097399205,-0.07044399,-0.041446745,49.261326,297.84845,4.593835,0.12873147,297.8618,101084.31,-0.037771236
1990-05-01,-5.619342,-3.1629896,-3.1739788,6.674222,298.59668,0.070757866,0.0009328062,-0.06254166,-0.032747507,49.260895,298.4157,4.408001,0.13364714,298.4271,101182.25,-0.030867368
1990-06-01,-4.936924,-2.4401493,-2.4207268,5.8168154,299.0542,0.052342415,0.0008793764,-0.04974103,-0.022470906,49.260544,299.02283,4.257781,0.19765872,299.0167,101279.25,-0.022918966
1990-07-01,-3.7769194,-1.7121964,-1.7012777,5.099552,298.99524,0.04696846,0.00084406394,-0.036785364,-0.01633975,49.261127,299.36554,4.1404305,0.13804746,299.39038,101323.81,-0.017129544
1990-08-01,-3.1497955,-1.2193155,-1.183136,4.2901764,299.59827,0.039455414,0.0007956971,-0.027044654,-0.009291749,49.260815,300.15295,4.294017,0.14060187,300.161,101293.69,-0.011633478
1990-09-01,-2.7237425,-0.7720159,-0.7424081,3.7882586,300.531,0.03973198,0.00076519395,-0.020029724,-0.005329158,49.260735,301.5912,4.399975,0.08362663,301.6005,101113.625,-0.007993858
1990-10-01,-2.8300343,-0.94089717,-0.89785326,3.862706,300.57166,0.035428047,0.00077176327,-0.023361504,-0.0065034516,49.2605,301.61243,4.8306046,0.07754621,301.6113,100976.125,-0.009872586
1990-11-01,-5.9527473,-2.4179173,-2.3538246,6.606982,299.9546,0.0702734,0.0009315021,-0.06777692,-0.025359333,49.26062,300.83167,4.7298546,0.081356294,300.80487,101030.625,-0.025886
1990-12-01,-6.6994343,-3.4612656,-3.4028273,7.713605,298.54333,0.07532406,0.001023527,-0.08600569,-0.042098165,49.26109,299.18933,4.8443575,0.11191076,299.17816,101168.44,-0.039536122
1991-01-01,-7.4602003,-3.632738,-3.6150675,8.522613,297.77844,0.09165573,0.0010895501,-0.108608544,-0.052012324,49.260895,297.91467,4.6783495,0.11869931,297.87885,101348.06,-0.044382066
1991-02-01,-6.4189596,-3.6084661,-3.6423159,7.632043,297.41382,0.0983572,0.0010067301,-0.08280182,-0.04478872,49.261364,297.09076,4.4154224,0.110797286,297.0938,101250.56,-0.038392324
1991-03-01,-6.216816,-3.4771605,-3.5035877,7.394334,297.47437,0.08793926,0.0009941515,-0.07865405,-0.042372048,49.260895,297.2022,4.63183,0.091110244,297.20926,101174.06,-0.038288597
1991-04-01,-6.4835415,-3.5911436,-3.61263,7.6363277,298.06055,0.08983135,0.0009964847,-0.08447951,-0.044424772,49.26109,297.75372,4.465065,0.10331419,297.7523,101150.875,-0.038567275
1991-05-01,-6.270157,-3.4858942,-3.4970942,7.411847,298.52344,0.09717274,0.0009778296,-0.079909325,-0.041114032,49.2607,298.31366,4.311096,0.07060535,298.33878,101152.0,-0.036043867
1991-06-01,-5.6312723,-2.9405622,-2.9403906,6.7919292,299.01196,0.077999115,0.00094030704,-0.068849266,-0.03293079,49.26101,298.93195,4.459159,0.12763041,298.93088,101232.25,-0.029811807
1991-07-01,-4.7539234,-2.544486,-2.5255957,5.7126207,298.81836,0.045661926,0.00088102603,-0.045780182,-0.023008943,49.26136,298.8952,4.177231,0.12137597,298.90005,101334.625,-0.023331728
1991-08-01,-3.2637348,-1.4987526,-1.4690771,4.5308456,299.26196,0.038776398,0.000812351,-0.029364169,-0.012581509,49.260777,299.73413,4.4304056,0.15695041,299.75052,101353.44,-0.014572147
1991-09-01,-4.279499,-1.8884659,-1.845933,5.148122,299.64832,0.048765182,0.00083688996,-0.040313542,-0.015949946,49.260933,300.06287,4.5391903,0.13301271,300.0533,101158.69,-0.018371921
1991-10-01,-3.5485992,-1.448638,-1.3933153,4.357032,299.75745,0.03902912,0.0007953113,-0.03040886,-0.010683574,49.261364,300.56152,5.2885857,0.07294358,300.57047,101056.125,-0.014821544
1991-11-01,-4.862812,-2.5561476,-2.4775734,5.7474813,299.15942,0.040222168,0.00087963,-0.047141194,-0.022498906,49.260933,300.00635,5.493599,0.09574312,299.9951,100992.44,-0.026255582
1991-12-01,-6.612364,-3.657755,-3.6161213,7.7012577,297.98108,0.059659958,0.0010229363,-0.081902206,-0.04341799,49.260895,298.40265,5.0449753,0.15551943,298.38168,101156.375,-0.042171516
1992-01-01,-6.259573,-3.2690868,-3.2706861,7.3258095,297.51758,0.07231331,0.0009877584,-0.07630485,-0.038324177,49.260582,297.46576,4.959586,0.076838866,297.44595,101202.5,-0.03618564
1992-02-01,-6.848737,-3.6086464,-3.6276646,8.02274,297.38123,0.09049225,0.0010394054,-0.09770554,-0.049459934,49.260895,297.17413,4.9623594,0.096373335,297.1719,101226.94,-0.041787256
1992-03-01,-6.6546392,-3.6510534,-3.7248611,7.896735,297.3368,0.10146904,0.0010150499,-0.08725828,-0.045588613,49.261284,296.75916,4.781412,0.064281404,296.76578,101138.75,-0.040666115
1992-04-01,-5.8648844,-3.1224127,-3.1782274,6.959118,298.21716,0.08985138,0.0009401748,-0.07094234,-0.035293758,49.260895,297.7652,4.8402414,0.07965924,297.7905,100988.75,-0.033644397
1992-05-01,-4.371458,-2.2973804,-2.266285,5.3589106,299.302,0.055318832,0.00084662344,-0.04551965,-0.021684833,49.260815,299.40576,4.8680325,0.10518331,299.4263,100993.25,-0.023635842
1992-06-01,-5.4157877,-2.5469522,-2.5136194,6.227706,299.35132,0.057849884,0.00089796213,-0.05817032,-0.024176352,49.261166,299.53156,4.4038687,0.16168016,299.5183,101184.19,-0.024694119
1992-07-01,-4.640089,-2.3232222,-2.2883615,5.6047153,298.95923,0.046855927,0.00086748716,-0.045232892,-0.020283956,49.260777,299.1819,4.3379097,0.12233856,299.18112,101359.875,-0.021601085
1992-08-01,-4.2156544,-1.895896,-1.8443937,5.107602,299.50146,0.048470497,0.000841351,-0.04043883,-0.016495716,49.261047,300.0782,4.178933,0.124584444,300.0973,101317.56,-0.018335205
1992-09-01,-4.1901264,-1.8772717,-1.8225031,5.08506,299.84412,0.046917915,0.00083986064,-0.040729105,-0.01653478,49.260696,300.47192,4.751545,0.10065842,300.48126,101043.125,-0.01919334
1992-10-01,-4.7903337,-2.1426,-2.074256,5.566824,300.3573,0.05896759,0.0008612685,-0.047983646,-0.019292038,49.260933,301.0675,4.991726,0.044394813,301.05765,101056.56,-0.02161666
1992-11-01,-4.7399473,-2.364995,-2.2977152,5.6913567,299.57202,0.04480362,0.0008767543,-0.048508167,-0.022109926,49.261322,300.44775,5.425499,0.10723537,300.43546,100943.56,-0.024899598
1992-12-01,-5.918334,-3.2795038,-3.2003937,7.010085,298.82825,0.06421757,0.00096535194,-0.0721522,-0.035579562,49.260582,299.63928,5.2671537,0.102673054,299.63486,101098.625,-0.0350987
1993-01-01,-6.8908396,-3.5125008,-3.486886,7.9881897,297.9192,0.08903408,0.0010333075,-0.09549528,-0.046194434,49.260544,298.2002,4.9455633,0.082571715,298.17932,101266.5,-0.04100347
1993-02-01,-6.1503687,-3.7253866,-3.6949883,7.475668,297.7273,0.10611439,0.0010032053,-0.07819742,-0.044955313,49.261246,297.943,4.699115,0.07223815,297.94238,101200.19,-0.040622324
1993-03-01,-6.6025524,-3.7624168,-3.7585726,7.8813972,297.85706,0.096084595,0.0010251002,-0.09041977,-0.047474623,49.26062,297.83972,4.7937336,0.07440302,297.83878,101233.44,-0.042020407
1993-04-01,-5.387104,-2.6556187,-2.6605244,6.5035267,298.615,0.084192276,0.0009148023,-0.068351746,-0.031226635,49.261127,298.4707,4.830929,0.13553457,298.47885,101015.81,-0.029973809
1993-05-01,-3.1555185,-1.4249563,-1.4016829,4.388093,299.47534,0.04483986,0.0007878286,-0.028111339,-0.01183347,49.260696,299.7168,4.9578314,0.1923281,299.75522,101027.94,-0.01451271
1993-06-01,-4.9118385,-2.3795786,-2.3434916,5.940176,299.54675,0.05850792,0.0008892191,-0.0551818,-0.024594009,49.261166,299.82605,4.6088734,0.1462901,299.7926,101257.44,-0.024462905
1993-07-01,-4.7215548,-2.4714317,-2.4281702,5.7098074,299.23645,0.046531677,0.00087815523,-0.046778858,-0.022754133,49.261284,299.52386,4.4459314,0.10464018,299.5367,101287.25,-0.023847431
1993-08-01,-3.9401178,-1.7120047,-1.6619091,4.8446712,299.42035,0.046819687,0.00082255364,-0.03419888,-0.013590973,49.26109,299.97632,4.4149847,0.12948555,299.98883,101299.19,-0.015867423
1993-09-01,-4.2449055,-1.817316,-1.7661276,5.1615725,299.8916,0.05333805,0.00084568583,-0.041154087,-0.01656906,49.260777,300.52747,4.4541874,0.12148088,300.52408,101150.44,-0.018424612
1993-10-01,-5.046096,-2.4630098,-2.4020596,5.9293966,299.69617,0.0649271,0.000889183,-0.051309586,-0.022903323,49.26074,300.27582,4.644598,0.066432476,300.27237,101104.06,-0.024687327
1993-11-01,-5.4411497,-2.721942,-2.6574965,6.299633,299.3661,0.06660366,0.00092142075,-0.05689597,-0.026888788,49.261402,300.03955,4.5617304,0.11052084,300.03012,101039.25,-0.027698651
1993-12-01,-6.301239,-3.195817,-3.1514502,7.257659,298.58618,0.064785,0.0009858068,-0.07583165,-0.036412776,49.260506,299.00836,5.0786695,0.09591394,298.98544,101152.94,-0.034778018
1994-01-01,-6.834008,-3.7269306,-3.701787,8.007726,297.6754,0.08699608,0.0010490862,-0.09048414,-0.04798466,49.2607,297.92554,4.7361946,0.09075634,297.91855,101258.5,-0.04310685
1994-02-01,-7.2774773,-3.7906094,-3.8252535,8.4699,297.31616,0.10196018,0.0010725628,-0.106143534,-0.054077864,49.26062,297.01526,4.733142,0.13761586,297.00412,101264.06,-0.044761237
1994-03-01,-6.7941685,-3.9369802,-3.9641027,8.117115,297.6106,0.11937809,0.0010419094,-0.0946182,-0.051798582,49.261127,297.33105,4.582511,0.077839896,297.33972,101193.75,-0.044027608
1994-04-01,-6.7712812,-4.0114555,-4.026806,8.115469,297.95715,0.1168375,0.0010418582,-0.095005274,-0.054030716,49.260895,297.80658,4.5194397,0.07973369,297.80658,101176.125,-0.04528909
1994-05-01,-6.2929344,-3.324933,-3.3562117,7.4123564,298.5879,0.101234436,0.0009718435,-0.08270913,-0.04044056,49.26062,298.22327,4.4399786,0.07449372,298.23187,101150.19,-0.035960726
1994-06-01,-5.9175224,-3.226036,-3.2220945,7.013892,298.69446,0.069028854,0.00095959357,-0.070997655,-0.036382794,49.26097,298.62604,4.3833466,0.12735286,298.63812,101306.69,-0.03273622
1994-07-01,-5.479473,-2.7358265,-2.7204847,6.477542,298.60938,0.049855232,0.00092469575,-0.060094655,-0.028517246,49.261208,298.7296,4.4746485,0.1760189,298.73602,101337.75,-0.02785499
1994-08-01,-4.029414,-1.985343,-1.9391508,4.948121,299.25098,0.04076481,0.00083120307,-0.035010695,-0.01581236,49.260468,299.70178,4.3222675,0.13829072,299.71036,101275.44,-0.018081844
1994-09-01,-4.0909967,-1.7019253,-1.6484604,4.968005,299.74573,0.045456886,0.0008306543,-0.037616074,-0.014103532,49.261166,300.42694,4.5958357,0.116416365,300.4288,101171.56,-0.01656891
1994-10-01,-3.930028,-1.8781881,-1.8046017,4.8011,299.8551,0.05488491,0.0008248107,-0.0344404,-0.014557563,49.261047,300.78406,5.260004,0.073683925,300.79736,100988.125,-0.018293306
1994-11-01,-5.1266165,-2.327958,-2.2632542,5.9793997,299.91455,0.066295624,0.0008930573,-0.05572629,-0.023949802,49.26082,300.78503,5.079056,0.09064906,300.7615,101050.375,-0.025354374
1994-12-01,-5.454136,-2.9644814,-2.908908,6.467021,298.68787,0.060772896,0.0009247102,-0.059502482,-0.029137433,49.260857,299.08264,5.037963,0.074882746,299.07452,101147.81,-0.029901054
1995-01-01,-6.2860136,-3.4615278,-3.4167395,7.43769,298.1316,0.090195656,0.0009935799,-0.08002859,-0.041638076,49.260582,298.51904,4.901327,0.09274626,298.49933,101289.5,-0.039028484
1995-02-01,-6.6358385,-3.546092,-3.530531,7.84346,297.8291,0.11177158,0.0010238888,-0.0919795,-0.045749843,49.26109,297.89087,4.629101,0.05077222,297.8998,101314.69,-0.04048641
1995-03-01,-5.5423155,-3.612482,-3.5769901,7.0359573,298.31433,0.08947086,0.0009805271,-0.070984304,-0.042810977,49.26062,298.54803,4.980385,0.09312153,298.56012,101120.56,-0.040591527
1995-04-01,-6.1122465,-3.644413,-3.5995378,7.3595047,298.8977,0.100800514,0.0009822624,-0.07749629,-0.04268974,49.260506,299.1551,4.604886,0.09119421,299.16473,101001.375,-0.039614376
1995-05-01,-5.8192835,-3.1748962,-3.1364403,6.9151907,299.37793,0.1034832,0.0009446887,-0.072328925,-0.036074817,49.261284,299.54932,4.605645,0.091726296,299.5415,101140.94,-0.034195147
1995-06-01,-4.584694,-2.3054152,-2.2736044,5.4619303,299.16943,0.04837227,0.00085565005,-0.04337275,-0.019870836,49.26101,299.34528,4.498927,0.16888607,299.34595,101237.94,-0.021828651
1995-07-01,-3.8415995,-1.9991226,-1.9532194,4.8993244,299.35736,0.03909111,0.0008298983,-0.03302425,-0.015995968,49.261364,299.7879,4.468482,0.13589907,299.80643,101191.75,-0.018729966
1995-08-01,-1.7075577,-0.31293124,-0.2984659,3.1882687,300.2621,0.017807007,0.00073824637,-0.010697603,-0.001934763,49.260464,301.24097,5.514617,0.14009261,301.26797,101094.56,-0.0054701455
1995-09-01,-2.813261,-0.5063196,-0.4891221,4.262081,300.90186,0.034111977,0.0007921704,-0.023784816,-0.004367687,49.261284,301.97607,5.6676617,0.08538468,301.96518,101140.06,-0.00731441
1995-10-01,-3.8680067,-1.5785227,-1.5171633,4.7655525,300.391,0.03961277,0.0008234391,-0.034313142,-0.013060566,49.26101,301.44482,5.331236,0.088440955,301.44836,100981.5,-0.015644904
1995-11-01,-5.3057528,-2.6366882,-2.5561256,6.1139984,299.72668,0.057055473,0.0009123299,-0.054353118,-0.025692165,49.2607,300.74255,5.124629,0.09710318,300.71152,101075.125,-0.027571455
1995-12-01,-5.4460278,-3.1171885,-3.0622683,6.504798,298.87793,0.06382847,0.0009340979,-0.057572365,-0.031501114,49.261326,299.30554,5.149414,0.07147688,299.28598,101168.125,-0.032637093
1996-01-01,-5.860445,-3.3858147,-3.3308039,7.016142,298.0664,0.06342983,0.0009792743,-0.06814271,-0.037200868,49.260857,298.53552,5.239093,0.07638367,298.53207,101168.81,-0.03755806
1996-02-01,-6.568261,-3.7126608,-3.6862736,7.7867565,298.15515,0.095879555,0.0010275126,-0.08560687,-0.047099292,49.260506,298.30298,4.748802,0.07904482,298.30145,101173.69,-0.042369887
1996-03-01,-6.833128,-3.9165602,-3.9198847,8.154397,297.8158,0.10438919,0.0010566569,-0.09607613,-0.052923143,49.260506,297.7027,4.762285,0.0670927,297.70407,101191.125,-0.045367807
1996-04-01,-6.9070415,-3.953333,-3.9420671,8.225897,298.28906,0.118187904,0.0010531964,-0.098165095,-0.05341804,49.261322,298.29797,4.6399355,0.087736815,298.30856,101153.5,-0.045715194
1996-05-01,-5.7684603,-3.2379189,-3.2406569,6.852909,298.563,0.07143211,0.00095252343,-0.065895796,-0.0350042,49.261284,298.43878,4.5887585,0.14792675,298.45312,101254.69,-0.033632677
1996-06-01,-4.542302,-2.346222,-2.3140802,5.565095,299.00574,0.05301857,0.00087123946,-0.04513544,-0.021601558,49.26062,299.20648,4.38478,0.18239737,299.1921,101291.94,-0.022916034
1996-07-01,-3.6957445,-1.6957397,-1.6473093,4.7338877,299.17078,0.033102036,0.0008234093,-0.033497274,-0.013707552,49.260895,299.6997,4.6759443,0.17855895,299.71393,101356.19,-0.016807035
1996-08-01,-3.3389006,-1.4859171,-1.445693,4.4164095,299.49902,0.03749466,0.00080245873,-0.027837217,-0.011320863,49.261127,299.97278,4.404911,0.11781126,299.9924,101251.125,-0.013938706
1996-09-01,-3.1785755,-1.0970125,-1.0591927,4.299862,300.27625,0.044934273,0.00079188123,-0.027008533,-0.008702826,49.261204,301.0022,4.629073,0.09889108,300.99658,101076.56,-0.011204973
1996-10-01,-4.00126,-1.6979494,-1.6310654,4.8544245,300.201,0.04109192,0.00082405563,-0.035829067,-0.01363492,49.261166,301.0724,5.336153,0.08913742,301.07178,101011.125,-0.017727654
1996-11-01,-5.147602,-2.6580238,-2.5807085,6.033477,299.4657,0.052880287,0.0009007044,-0.054619133,-0.025053144,49.260464,300.24,5.476618,0.13387471,300.23187,100957.81,-0.026540231
1996-12-01,-5.554064,-3.029828,-2.970086,6.5856256,298.7575,0.046575546,0.00094523,-0.06247145,-0.032796264,49.260857,299.35968,5.7828245,0.09617531,299.33197,101108.625,-0.034189537
1997-01-01,-6.1938715,-3.5948105,-3.5514908,7.371395,297.9192,0.07201481,0.0010032351,-0.07339442,-0.040935636,49.261208,298.29626,4.729517,0.09208673,298.29294,101235.19,-0.03986439
1997-02-01,-7.141198,-3.560689,-3.5794468,8.173209,297.47546,0.07311058,0.0010554194,-0.09734064,-0.047667384,49.260895,297.15564,4.882144,0.17594635,297.12848,101293.19,-0.042325094
1997-03-01,-6.7997484,-3.8937836,-3.949894,8.107819,296.81555,0.09985161,0.0010599482,-0.090051174,-0.05144304,49.261364,296.27588,4.649667,0.111524604,296.27603,101276.31,-0.04461029
1997-04-01,-6.0524235,-3.5224457,-3.5549011,7.290372,297.80884,0.08850765,0.0009815521,-0.07486957,-0.041779757,49.26097,297.46277,4.820978,0.09911372,297.49008,101198.25,-0.038908117
1997-05-01,-5.6132774,-2.9628725,-3.0017977,6.6937876,298.41992,0.07795429,0.00093299197,-0.068250656,-0.033783913,49.260815,298.0462,4.513257,0.1276839,298.05585,101204.44,-0.031193625
1997-06-01,-4.9522066,-2.5315847,-2.5436554,5.830285,298.85022,0.051763535,0.00087635545,-0.04768455,-0.022853982,49.261402,298.64386,4.480335,0.17142749,298.6318,101181.06,-0.024275519
1997-07-01,-4.155818,-2.0470276,-2.0600595,5.0935116,298.76184,0.036269188,0.0008319956,-0.036522985,-0.016186748,49.260895,298.47083,4.3416033,0.1753186,298.47845,101327.44,-0.018263679
1997-08-01,-3.766469,-1.8225241,-1.8123941,4.7717257,299.01306,0.043008804,0.0008156318,-0.031479776,-0.014108069,49.260777,298.97467,4.164523,0.120496795,298.9905,101309.75,-0.016041413
1997-09-01,-4.058571,-1.8975582,-1.8386011,5.031148,300.43372,0.04365444,0.00083587924,-0.03883964,-0.015922204,49.260777,301.05286,4.958435,0.09132552,301.07004,101066.625,-0.019083425
1997-10-01,-4.2853556,-2.1878958,-2.1181393,5.3918686,300.78052,0.053609848,0.00086954236,-0.046975315,-0.021368444,49.260696,301.56958,5.4138165,0.11311859,301.56662,100994.625,-0.022383105
1997-11-01,-5.422991,-2.856452,-2.8138676,6.4128284,299.4115,0.059900284,0.0009222799,-0.057206213,-0.028450966,49.261284,299.79156,4.8085155,0.1015666,299.76318,101084.5,-0.02846805
1997-12-01,-5.72231,-2.8315477,-2.8371916,6.706478,298.5144,0.07038498,0.0009324411,-0.064945936,-0.029480815,49.26136,298.26794,4.918145,0.04748497,298.24844,101189.94,-0.02870768
1998-01-01,-5.9208927,-3.1272478,-3.1672802,7.0151987,297.8181,0.08029938,0.00095003773,-0.07130778,-0.034723938,49.261402,297.39197,4.9005356,0.06420036,297.3837,101128.56,-0.033493675
1998-02-01,-5.4563007,-2.9607725,-3.0087433,6.7305984,298.18274,0.076678276,0.00093749515,-0.07196647,-0.03454697,49.261208,297.73364,5.389577,0.062520854,297.73834,101158.25,-0.033534236
1998-03-01,-6.710804,-3.4714375,-3.560464,7.9303236,297.81567,0.09491444,0.0010148252,-0.09524751,-0.046999812,49.26062,296.97913,4.9209805,0.13279623,296.97592,101093.94,-0.040574685
1998-04-01,-5.401599,-3.0371075,-3.0573645,6.5576506,299.0271,0.08044243,0.00092055276,-0.06200379,-0.03297931,49.26062,298.67017,4.6254063,0.1538074,298.68964,101039.375,-0.03200176
1998-05-01,-3.83951,-1.6186714,-1.6069422,4.874874,299.76196,0.04847145,0.0008197045,-0.036692083,-0.014943533,49.260464,299.77527,4.5245543,0.23367345,299.7973,101164.25,-0.01693853
1998-06-01,-3.9745226,-1.7667675,-1.7408199,5.0931387,299.63635,0.05175495,0.0008370385,-0.0373466,-0.015872099,49.26117,299.89545,4.290819,0.17914349,299.8917,101321.125,-0.017318811
1998-07-01,-4.2630825,-2.0157356,-1.9831953,5.098542,299.45764,0.04210663,0.0008424232,-0.03706503,-0.016257133,49.260544,299.7555,4.3787155,0.15427071,299.77182,101304.94,-0.018805437
1998-08-01,-3.4520445,-1.3770885,-1.3312349,4.47361,300.60425,0.044044495,0.0008061831,-0.028503537,-0.010636091,49.2605,301.37097,4.2752304,0.13535184,301.37744,101153.875,-0.013345763
1998-09-01,-3.4305534,-0.7561625,-0.72850657,4.5681696,300.80188,0.04554081,0.00080374046,-0.030095994,-0.0061601587,49.26109,301.8623,4.846813,0.10658641,301.87418,101113.06,-0.00889596
1998-10-01,-4.166067,-1.7542334,-1.6942959,5.008402,300.3999,0.04573345,0.0008347819,-0.039592206,-0.014923882,49.26074,301.11682,4.9995337,0.13373566,301.10214,101067.75,-0.018235125
1998-11-01,-5.532583,-2.8983889,-2.8372402,6.4569664,299.51062,0.066773415,0.00092905737,-0.059358895,-0.028964937,49.2607,300.09302,4.7938995,0.10158926,300.06558,101036.875,-0.029438999
1998-12-01,-5.7439747,-3.0117006,-2.956008,6.6679554,298.83997,0.050530434,0.00094444,-0.06344634,-0.0312801,49.26078,299.37817,5.0579185,0.121952295,299.36337,101099.875,-0.032132614
1999-01-01,-6.465353,-3.5007524,-3.4946918,7.5529137,297.79224,0.05930519,0.0010119681,-0.07741076,-0.040699303,49.260506,297.75934,4.7876673,0.14983213,297.74255,101202.375,-0.039160416
1999-02-01,-6.1991816,-3.6941519,-3.7036533,7.457385,297.51758,0.056468964,0.0010161672,-0.073482335,-0.042734504,49.260815,297.34442,5.22513,0.15708351,297.35464,101266.0,-0.042112485
1999-03-01,-6.541149,-3.8294497,-3.8548717,7.814807,297.5603,0.09330082,0.0010226769,-0.08322787,-0.047507167,49.261322,297.3114,4.5989122,0.10097356,297.30835,101127.19,-0.042244997
1999-04-01,-5.799325,-3.0620737,-3.0626926,6.802537,298.24243,0.07109165,0.0009394791,-0.066640675,-0.0327639,49.260933,298.13824,4.859481,0.22212458,298.15802,101200.56,-0.031423703
1999-05-01,-5.796386,-3.0676441,-3.0398026,6.876231,299.09778,0.09766102,0.0009383834,-0.0712527,-0.033875227,49.260895,299.14587,4.4479485,0.06726819,299.144,101209.69,-0.03228914
1999-06-01,-5.1268005,-2.5268402,-2.4865513,6.066001,299.3369,0.061374664,0.00089458516,-0.054596543,-0.02467537,49.26097,299.63342,4.386101,0.1378383,299.63568,101207.5,-0.025244206
1999-07-01,-3.5261917,-1.6710653,-1.6408329,4.52376,298.99103,0.029623985,0.0008051987,-0.027403116,-0.012027882,49.261402,299.3769,4.3239574,0.12993276,299.39127,101332.19,-0.014928687
1999-08-01,-2.2609634,-0.23748136,-0.25042987,3.7420797,299.83984,0.04861355,0.0007614277,-0.017008305,-0.0025461838,49.261402,300.99207,4.1239443,0.16395175,301.01486,101249.625,-0.0044634193
1999-09-01,-2.89676,-0.76963276,-0.73208934,4.092476,300.56042,0.028819084,0.0007841012,-0.02334255,-0.005557433,49.260464,301.90344,5.694355,0.10914236,301.9094,101043.94,-0.00901442
1999-10-01,-2.796422,-0.794971,-0.7629611,4.123172,300.36182,0.038215637,0.00079178694,-0.024700105,-0.0070708506,49.260464,301.79443,4.9974127,0.117176175,301.7946,101082.56,-0.009562854
1999-11-01,-2.2463026,-1.2169895,-1.1497297,4.8899326,300.17163,0.05069065,0.00082900096,-0.026326537,-0.011638761,49.261246,301.4297,5.5711727,0.11972356,301.42346,100925.75,-0.01577269
1999-12-01,-6.254287,-3.2124977,-3.110323,7.206951,298.8927,0.056760788,0.0009927456,-0.07934368,-0.0376665,49.261208,300.2859,5.264042,0.17666596,300.25546,101124.06,-0.038234178
2000-01-01,-6.642475,-3.535841,-3.4868393,7.67809,297.56702,0.055217743,0.0010225377,-0.08337581,-0.04320115,49.26109,298.21863,5.1757803,0.13844925,298.18195,101233.875,-0.043040812
2000-02-01,-6.4369917,-3.554205,-3.5530682,7.5965567,297.22302,0.081269264,0.0010216311,-0.08110446,-0.04297775,49.260582,297.18274,4.7375755,0.13341206,297.1832,101393.19,-0.040562697
2000-03-01,-5.8159504,-3.5564394,-3.553586,7.1200933,297.1786,0.0712347,0.0009982288,-0.07176322,-0.041478276,49.261322,297.06055,5.510873,0.1805734,297.0686,101235.0,-0.039324842
2000-04-01,-6.4251585,-3.4596596,-3.4929543,7.5241394,297.63428,0.08394718,0.0009962409,-0.080703676,-0.041997433,49.261013,297.32446,4.640255,0.13244258,297.30347,101239.56,-0.037860643
2000-05-01,-5.5409946,-3.0965433,-3.1439333,6.603548,298.25732,0.080368996,0.00092155323,-0.05966896,-0.031522155,49.261246,297.84644,4.195754,0.11746836,297.87524,101186.94,-0.029611047
2000-06-01,-6.2258263,-3.2359982,-3.2299986,7.2310734,298.60583,0.06281185,0.0009783518,-0.07362509,-0.036805093,49.26054,298.59943,4.4754124,0.17534572,298.60474,101297.31,-0.03431249
2000-07-01,-4.6608133,-2.5216732,-2.5158834,5.744302,298.6505,0.05012989,0.000884847,-0.044547856,-0.023153007,49.260777,298.7052,4.1731234,0.12094122,298.72122,101256.94,-0.023508925
2000-08-01,-4.422676,-1.96492,-1.9014397,5.2050467,299.92297,0.046310425,0.000849325,-0.040881753,-0.016452253,49.261322,300.68286,4.5136995,0.1224013,300.69128,101210.5,-0.019401543
2000-09-01,-3.556942,-1.2968912,-1.2487564,4.500042,300.0636,0.053290367,0.0008033633,-0.030713856,-0.010605201,49.261364,300.79675,4.358341,0.092933156,300.7907,101072.875,-0.013320483
2000-10-01,-4.3462048,-1.8181944,-1.7529488,5.113662,300.13403,0.04698181,0.00084009627,-0.04110223,-0.015587587,49.26074,300.99536,4.9204016,0.074999616,301.01974,101078.06,-0.01879749
2000-11-01,-5.4434977,-2.7839918,-2.6911955,6.2965336,299.39233,0.049962997,0.000918092,-0.057190955,-0.026532471,49.261326,300.45276,5.1090746,0.13469142,300.42358,100974.375,-0.028582957
2000-12-01,-6.3695745,-2.9278746,-2.8991213,7.247967,298.40076,0.06816292,0.0009771141,-0.07872659,-0.033632636,49.261402,298.5984,5.07026,0.092016265,298.5746,101227.0,-0.032423884
2001-01-01,-6.4110584,-3.4140959,-3.4203005,7.537341,297.21472,0.09802723,0.0010038698,-0.08151984,-0.042192698,49.260544,297.09143,4.6964197,0.06828733,297.065,101355.125,-0.038231738
