"","time_month","time.x","X10m_u_component_of_wind","X10m_v_component_of_neutral_wind","X10m_v_component_of_wind","X10m_wind_speed","X2m_temperature","benjamin_feir_index","coefficient_of_drag_with_waves","instantaneous_eastward_turbulent_surface_stress","instantaneous_northward_turbulent_surface_stress","lake_mix_layer_depth","lake_mix_layer_temperature","mean_wave_period","medium_cloud_cover","sea_surface_temperature","surface_pressure","v_component_stokes_drift","time.y","clear_sky_direct_solar_radiation_at_surface","evaporation","instantaneous_10m_wind_gust","instantaneous_large_scale_surface_precipitation_fraction","large_scale_precipitation","mean_evaporation_rate","mean_runoff_rate","mean_total_precipitation_rate","northward_turbulent_surface_stress","runoff","sub_surface_runoff","surface_runoff","surface_sensible_heat_flux","total_precipitation","O2_ml_L","O2_umol_kg","NO3_UDO","PO4_UDO","SiO4_UDO","NH4_USF","NO2_USF","NO3_NO2_USF","PO4_USF","SiO4_USF","pH","Alkalinity_mol_kg","Alkalinity_umol_kg","TCO2","fCO2","pH_corrected","TCO2_corrected","fCO2_corrected","Salinity_bottles","Salinity_CTD","Temperature","Sigma_t","TPP","PIP","POC_ug_kg","PON_ug_kg","POC_ug_L","PN_ug_L","C_N_particulate","DON","DOP","DOC","TOC","PrimaryProductivity","Chlorophyll","Phaeopigments","Total_Prokaryotes","Bact_Biomass_mgC_m3","Bact_Biomass_uMC"
"77","02-2013",2013-02-03 07:33:20,-6.806079,-3.905014,-3.9514046,8.12858,297.52234,0.097678185,0.0010598595,-0.08945727,-0.050928473,49.26062,297.01733,4.8054495,0.1122511,297.01703,101217.31,-0.045125995,2013-02-03 01:33:20,20393088,-0.001760453,10.668169,0.07836914,3.683877e-05,-2.0375286e-05,0,6.8023206e-07,-4673.586,0,0,0,641705,5.8139485e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","02-2014",2014-02-03 07:33:20,-6.7926807,-3.7888231,-3.8766766,8.068962,297.03723,0.09536362,0.0010415309,-0.08887333,-0.049056828,49.26109,296.22705,4.551759,0.18838751,296.23413,101210.44,-0.04238269,2014-02-03 01:33:20,20321136,-0.0010721972,10.482655,0.08029175,5.02763e-05,-1.2409742e-05,0,6.927899e-07,-4437.668,0,0,0,936714,5.8615115e-05,3.2091663655489,139.662563909244,NA,NA,NA,0.208098052379933,0.137416212120768,7.53622786201946,0.478846053383023,3.48496511958374,7.89688000162868,0.00242462812752667,2424.62812752667,2185.15478409006,525.085500200237,7.90767528502125,2179.32262018746,509.889701288203,36.7026256670245,36.7048701297162,20.5993243734139,25.9000697585452,79.8378912538105,32.7091697406823,88.874077022896,14.6409988645647,7.19399398352493,86.7317790237302,14.2880952088544,NA,NA,64.4401400009663,NA,1.7793962065235,0.631498552325437,0.598228171421329,1.80473904416134,5.88830800583575,0.49068715302851
"79","02-2015",2015-02-03 07:33:20,-6.448475,-3.5413303,-3.54387,7.7231255,298.0144,0.10845947,0.0010204338,-0.08920717,-0.04765761,49.260464,297.84424,4.975831,0.073758334,297.8455,101237.19,-0.041818596,2015-02-03 01:33:20,20468960,-0.0022155815,10.303446,0.045516968,3.089145e-05,-2.5641246e-05,0,5.997517e-07,-4465.0703,0,0,0,254714,5.136311e-05,3.63365165642751,158.24441102417,NA,NA,NA,0.286497758527194,0.173785503520335,5.3836427115117,0.263940157613907,1.42346862190754,NA,0.00243326445856219,2433.26445856219,NA,NA,NA,NA,NA,36.8466241519046,36.8487141227877,22.1101210557322,25.5807095366645,51.1591166488538,20.3255111227582,108.298816076533,14.0232046204471,9.11518519706424,105.688308685983,13.6851733534041,NA,NA,62.0684152190367,NA,1.10139071981655,0.333009628404753,0.363622639966455,0.568731283696353,1.85562379751477,0.154620866300876
"80","02-2016",2016-02-03 07:33:20,-6.873228,-3.8424368,-3.9223118,8.187503,297.552,0.10877609,0.0010385816,-0.09580344,-0.050936043,49.26101,296.79755,4.817732,0.06535676,296.79675,101206,-0.043470304,2016-02-03 01:33:20,20483264,-0.0013493863,10.787587,0.03805542,5.26011e-06,-1.5621394e-05,0,6.817211e-08,-4702.8984,0,0,0,950895,5.805403e-06,3.50007042042918,152.40317388239,NA,NA,NA,0.245994698714419,0.117785914928171,4.92667064478395,0.290638336914743,1.89231204780051,7.94589231946901,0.00240845391031858,2408.45391031858,2141.91567965025,476.894661526273,7.95675492173691,2135.75024987509,462.843363307598,36.9061690817642,36.9000285326079,21.7534168760725,25.7274711845944,68.5411944699753,21.3197378981897,158.361832186116,20.6351889348013,9.90512115820549,154.544560801466,20.1377932937335,NA,NA,64.6541938061058,176.418586512859,1.62876838223264,0.402709434350111,0.500788064842898,1.28051564355116,4.17785511674544,0.348168543014437
"81","02-2017",2017-02-03 07:33:20,-5.838522,-3.58078,-3.5874863,7.1792145,297.7793,0.07862663,0.0009968576,-0.072182536,-0.042280555,49.261246,297.64087,4.9696417,0.16187835,297.6524,101289.81,-0.03925478,2017-02-03 01:33:20,20353328,-0.0018933825,9.5570135,0.098739624,0.00011086516,-2.1915155e-05,0,1.8349901e-06,-3955.3984,0,0,0,238977,0.00015940878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","02-2018",2018-02-03 07:33:20,-7.051548,-3.940814,-3.959896,8.297985,297.21802,0.06796074,0.0010828283,-0.09611571,-0.053545475,49.26105,297.02905,5.1360397,0.17870599,297.01498,101379.375,-0.049188133,2018-02-03 01:33:20,20323392,-0.0022872984,11.013823,0.14179993,0.00012952817,-2.6473193e-05,0,2.779897e-06,-4977.9297,0,0,0,347436,0.00024082905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","02-2019",2019-02-03 07:33:20,-7.153368,-3.7022734,-3.7815933,8.34927,297.25122,0.11519909,0.0010634661,-0.10069746,-0.05247599,49.2605,296.43256,4.6457167,0.07236935,296.42346,101345.125,-0.044058766,2019-02-03 01:33:20,20459408,-0.0015390066,11.091618,0.0552063,2.6539059e-05,-1.781252e-05,0,4.1002568e-07,-4951.4453,0,0,0,1044462,3.4888686e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","02-2020",2020-02-03 07:33:20,-6.762988,-3.66146,-3.7359161,8.002014,297.80286,0.101774216,0.001029792,-0.091367185,-0.04779488,49.260464,297.10986,4.7293386,0.1054992,297.0805,101341.25,-0.041679587,2020-02-03 01:33:20,20420816,-0.0015664278,10.531103,0.05645752,2.9974673e-05,-1.8127583e-05,0,4.660934e-07,-4381.117,0,0,0,829650,4.1376756e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","03-1979",1979-03-03 07:33:20,-6.009777,-3.6572094,-3.6413355,7.3847637,297.81995,0.10168266,0.0009927112,-0.077379405,-0.04471457,49.26074,297.92395,4.6986113,0.076761484,297.92758,101158.94,-0.04023548,1979-03-03 01:33:20,22012240,-0.0020178799,9.74829,0.09402466,6.505531e-05,-2.3355067e-05,0,2.5754762e-06,-4071.207,0,0,0,6285,0.00022246985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","03-1980",1980-03-03 07:33:20,-7.2707253,-3.9024096,-3.8908043,8.546472,297.90063,0.12091923,0.0010833284,-0.11247206,-0.05821556,49.261127,297.95056,4.859847,0.08208541,297.95145,101202.75,-0.04764389,1980-03-03 01:33:20,22382048,-0.0030282848,11.3277235,0.043426514,1.4569579e-05,-3.504711e-05,0,2.400107e-07,-5398.711,0,0,0,92474,2.0155101e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","03-1981",1981-03-03 07:33:20,-5.9532948,-3.472745,-3.420288,7.2340574,298.64453,0.10026455,0.0009800205,-0.07688892,-0.042331576,49.26105,299.02454,5.2795525,0.06052493,299.0116,101146.19,-0.03994143,1981-03-03 01:33:20,22456128,-0.0030264352,9.609018,0.055038452,4.017634e-05,-3.5028817e-05,0,7.55071e-07,-3894.6562,0,0,0,-222050,6.53031e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","03-1982",1982-03-03 07:33:20,-6.706398,-3.9370728,-3.9469585,8.009081,297.53088,0.088336945,0.0010506383,-0.08855504,-0.05056852,49.26109,297.3766,4.531708,0.08318263,297.37314,101194.06,-0.044296905,1982-03-03 01:33:20,22055680,-0.002043798,10.524781,0.09474182,4.3495325e-05,-2.3654633e-05,0,7.0634854e-07,-4574.449,0,0,0,259254,6.0044287e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","03-1983",1983-03-03 07:33:20,-6.197606,-3.2374897,-3.262601,7.338849,298.208,0.09861946,0.00097282743,-0.07965481,-0.03880346,49.26066,297.93292,4.859249,0.034844324,297.93207,101029.875,-0.036531564,1983-03-03 01:33:20,21131264,-0.0020017042,9.634094,0.03186035,4.7298663e-06,-2.3168395e-05,0,1.1628664e-07,-3566.418,0,0,0,322761,1.0225106e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","03-1984",1984-03-03 07:33:20,-6.5706873,-3.8626804,-3.8853598,7.9078474,297.24084,0.10370731,0.0010318677,-0.08865911,-0.049434245,49.260857,296.9798,4.469036,0.09316891,296.99374,101141.69,-0.04314753,1984-03-03 01:33:20,21852688,-0.0017696011,10.410874,0.06237793,2.8082122e-05,-2.0482548e-05,0,4.904682e-07,-4514.6562,0,0,0,381484,4.3000782e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","03-1985",1985-03-03 07:33:20,-7.0841694,-3.9333057,-3.9299154,8.323576,297.45264,0.10599995,0.0010666244,-0.099220276,-0.05338651,49.260582,297.47003,4.47875,0.14544499,297.4783,101152.625,-0.045298364,1985-03-03 01:33:20,21953744,-0.0024585377,10.990554,0.08248901,4.60233e-05,-2.8454524e-05,0,8.475999e-07,-4985.504,0,0,0,110964,7.478746e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","03-1986",1986-03-03 07:33:20,-7.0294085,-3.8137074,-3.8004627,8.220605,297.74072,0.10313797,0.0010545189,-0.098721564,-0.051645935,49.261326,297.86304,4.558181,0.1106505,297.8719,101228.06,-0.04402274,1986-03-03 01:33:20,21988480,-0.002840232,10.82815,0.0663147,4.983174e-05,-3.2873693e-05,0,8.3652816e-07,-4785.996,0,0,0,10565,7.201532e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","03-1987",1987-03-03 07:33:20,-5.4366055,-3.2367134,-3.214507,6.713708,298.2307,0.07979107,0.0009410677,-0.064722,-0.034927785,49.26101,298.2744,4.9868155,0.028396167,298.29074,101005.375,-0.03484823,1987-03-03 01:33:20,22231104,-0.0020918483,8.738886,0.06062317,6.141141e-06,-2.4210924e-05,0,2.0860631e-07,-3137.6367,0,0,0,43274,1.9072639e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","03-1988",1988-03-03 07:33:20,-7.230732,-4.039525,-4.013256,8.590116,298.09802,0.11559296,0.001095973,-0.11194527,-0.05946815,49.260933,298.3202,4.787364,0.055979636,298.3265,101271.19,-0.048983507,1988-03-03 01:33:20,22465184,-0.0034099557,11.454315,0.048217773,2.7848298e-05,-3.946699e-05,0,5.9306024e-07,-5550.922,0,0,0,-92016,5.1581344e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","03-1989",1989-03-03 07:33:20,-6.2907104,-3.7968435,-3.8071995,7.629589,297.0177,0.08963585,0.0010223377,-0.08101982,-0.046271384,49.260696,296.90192,4.4611206,0.0974882,296.90845,101211.5,-0.041338515,1989-03-03 01:33:20,22142544,-0.0017483672,10.056166,0.09458923,4.6338842e-05,-2.0235922e-05,0,1.1293714e-06,-4284.957,0,0,0,238305,9.835347e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","03-1990",1990-03-03 07:33:20,-6.712574,-4.0508575,-4.0926743,8.064462,297.30273,0.08733368,0.0010493333,-0.0877375,-0.051711142,49.260464,296.87512,4.4997454,0.20797193,296.88293,101267.375,-0.044653725,1990-03-03 01:33:20,21994336,-0.001496647,10.481703,0.074142456,3.540283e-05,-1.732276e-05,0,6.0021785e-07,-4625.7734,0,0,0,531563,5.242898e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","03-1991",1991-03-03 07:33:20,-6.216816,-3.4771605,-3.5035877,7.394334,297.47437,0.08793926,0.0009941515,-0.07865405,-0.042372048,49.260895,297.2022,4.63183,0.091110244,297.20926,101174.06,-0.038288597,1991-03-03 01:33:20,22119552,-0.0015324855,9.605196,0.08668518,4.350186e-05,-1.7737111e-05,0,1.1845766e-06,-3847.6836,0,0,0,351560,0.000101717495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","03-1992",1992-03-03 07:33:20,-6.6546392,-3.6510534,-3.7248611,7.896735,297.3368,0.10146904,0.0010150499,-0.08725828,-0.045588613,49.261284,296.75916,4.781412,0.064281404,296.76578,101138.75,-0.040666115,1992-03-03 01:33:20,20739968,-0.0013949743,10.207579,0.03578186,5.9519134e-06,-1.6145117e-05,0,9.418378e-08,-4124.8047,0,0,0,695696,8.079114e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","03-1993",1993-03-03 07:33:20,-6.6025524,-3.7624168,-3.7585726,7.8813972,297.85706,0.096084595,0.0010251002,-0.09041977,-0.047474623,49.26062,297.83972,4.7937336,0.07440302,297.83878,101233.44,-0.042020407,1993-03-03 01:33:20,21803792,-0.002287856,10.254292,0.058425903,1.6210473e-05,-2.6480906e-05,0,2.7012328e-07,-4252.785,0,0,0,175665,2.348427e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","03-1994",1994-03-03 07:33:20,-6.7941685,-3.9369802,-3.9641027,8.117115,297.6106,0.11937809,0.0010419094,-0.0946182,-0.051798582,49.261127,297.33105,4.582511,0.077839896,297.33972,101193.75,-0.044027608,1994-03-03 01:33:20,22066976,-0.0018809501,10.65033,0.05821228,1.2127853e-05,-2.1770029e-05,0,1.9271431e-07,-4755.0547,0,0,0,417990,1.6963859e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","03-1995",1995-03-03 07:33:20,-5.5423155,-3.612482,-3.5769901,7.0359573,298.31433,0.08947086,0.0009805271,-0.070984304,-0.042810977,49.26062,298.54803,4.980385,0.09312153,298.56012,101120.56,-0.040591527,1995-03-03 01:33:20,22032704,-0.0023299272,9.309277,0.09182739,7.69913e-05,-2.696691e-05,0,2.8328677e-06,-3853.8633,0,0,0,-93100,0.00024397588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","03-1996",1996-03-03 07:33:20,-6.833128,-3.9165602,-3.9198847,8.154397,297.8158,0.10438919,0.0010566569,-0.09607613,-0.052923143,49.260506,297.7027,4.762285,0.0670927,297.70407,101191.125,-0.045367807,1996-03-03 01:33:20,22302432,-0.002399338,10.896254,0.057006836,2.58761e-05,-2.7770031e-05,0,4.256869e-07,-4947.4844,0,0,0,258676,3.7987367e-05,3.41265570044324,148.581941502598,6.58709768533579,0.336156014597613,5.16117590199774,NA,NA,NA,NA,NA,NA,0.0024057427704856,2405.7427704856,NA,NA,NA,NA,NA,36.8107093803555,36.8064869971071,21.1381175983157,25.8288984958954,NA,NA,166.25662416825,25.3469955150394,6.4144196994654,162.249024539689,24.7360227420073,NA,NA,NA,NA,1.53972447192621,0.636520397463531,0.377806073954399,NA,NA,NA
"103","03-1997",1997-03-03 07:33:20,-6.7997484,-3.8937836,-3.949894,8.107819,296.81555,0.09985161,0.0010599482,-0.090051174,-0.05144304,49.261364,296.27588,4.649667,0.111524604,296.27603,101276.31,-0.04461029,1997-03-03 01:33:20,22276704,-0.0014236823,10.630818,0.07159424,4.470072e-05,-1.6477425e-05,0,6.8342985e-07,-4712.3516,0,0,0,673217,5.8958874e-05,3.10952257158244,135.35634061771,12.430647180215,0.685936282932398,4.7797646713727,NA,NA,NA,NA,NA,7.89944509594604,0.00240930494095627,2409.30494095627,2168.83551261497,507.624058590118,7.90570773579725,2165.48225220063,499.058963128704,36.6736571732822,36.6710473243497,20.0060737942503,26.0337451918418,NA,NA,223.010062732831,25.2133298310247,13.0800411775533,217.634422225621,24.6055210077058,NA,NA,140.761293718372,NA,1.12609623771399,0.746902780370051,0.808756923563541,4.05252275354207,13.2218799055741,1.10183446881831
"104","03-1998",1998-03-03 07:33:20,-6.710804,-3.4714375,-3.560464,7.9303236,297.81567,0.09491444,0.0010148252,-0.09524751,-0.046999812,49.26062,296.97913,4.9209805,0.13279623,296.97592,101093.94,-0.040574685,1998-03-03 01:33:20,22206640,-0.0015441158,10.579611,0.06976318,0.0010036554,-1.7871076e-05,0,1.4851034e-05,-4488.3047,0,0,0,984639,0.0012830393,3.18896518164841,138.826535872578,NA,NA,NA,0.420938811722335,0.2093608594978,7.2398724662029,0.556284965016728,3.40553505500178,7.924596086983,0.00239692123945103,2396.92123945103,2142.10578143,476.847255778523,7.92999945728587,2139.08688222276,469.798870450455,36.7442274920185,36.732551251803,20.4570803493233,25.9555285737229,NA,NA,128.880412184471,17.1259225838259,8.78333384503745,125.773728773776,16.7131139753966,NA,NA,227.023392794239,NA,2.63350862068793,1.21009156432066,0.709942301245622,NA,NA,NA
"105","03-1999",1999-03-03 07:33:20,-6.541149,-3.8294497,-3.8548717,7.814807,297.5603,0.09330082,0.0010226769,-0.08322787,-0.047507167,49.261322,297.3114,4.5989122,0.10097356,297.30835,101127.19,-0.042244997,1999-03-03 01:33:20,22126736,-0.0017473819,10.254011,0.087127686,5.2257557e-05,-2.0225765e-05,0,9.317881e-07,-4360.5234,0,0,0,352349,8.078164e-05,3.18264750694923,138.586527617134,NA,NA,NA,0.020391060025695,0.355183967494035,5.93969687930743,0.383805836598701,2.76270659136468,7.95413515893793,0.00240992072859431,2409.92072859431,2138.74434533916,462.883723217719,7.96508452519691,2132.45033580263,449.160269873379,36.8193139724774,36.8147625767826,21.5466352826421,25.7179163191042,NA,NA,132.463372106145,21.5202672983001,7.15050902298226,129.270462685534,21.001538731605,NA,NA,152.564530200377,NA,1.0497473187832,0.353595701809675,0.408583022358929,NA,NA,NA
"106","03-2000",2000-03-03 07:33:20,-5.8159504,-3.5564394,-3.553586,7.1200933,297.1786,0.0712347,0.0009982288,-0.07176322,-0.041478276,49.261322,297.06055,5.510873,0.1805734,297.0686,101235,-0.039324842,2000-03-03 01:33:20,22177856,-0.0019299926,9.487014,0.1477356,0.0011423712,-2.2338325e-05,0,1.7335187e-05,-3841.7188,0,0,0,244041,0.0014974652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","03-2001",2001-03-03 07:33:20,-6.9468517,-3.7203026,-3.8041935,8.189112,296.77478,0.108724594,0.0010346156,-0.09853977,-0.050892115,49.2605,296.03693,4.9296207,0.043083508,296.03204,101218.75,-0.043452226,2001-03-03 01:33:20,22559600,-0.0013194073,10.702955,0.025421143,6.867052e-07,-1.5269368e-05,0,1.4901161e-08,-4662.34,0,0,0,901047,1.9073486e-06,3.26385418897947,142.076794816446,NA,NA,NA,0.0683839536123532,0.4239890293672,7.58253932028055,0.469745727625769,2.72293744901192,7.92152246223991,0.00242349026729845,2423.49026729844,2170.98601483064,482.633217110325,7.92685344059504,2168.03911745483,475.635219996555,36.6988244328262,36.7016217957841,20.2131388079982,26.0012738217367,NA,NA,184.832369229734,30.2672061954345,7.58483508920289,180.377021419485,29.537636843876,NA,NA,NA,NA,2.92611204224918,1.50131996581858,0.652222420243321,3.8120481099304,12.4373606022456,1.03645499499939
"108","03-2002",2002-03-03 07:33:20,-6.1825705,-3.593707,-3.666028,7.4246473,297.43066,0.06966591,0.0009963806,-0.0728606,-0.041759968,49.260933,296.82812,4.9062233,0.112359226,296.83698,101240.94,-0.04018206,2002-03-03 01:33:20,22020304,-0.0011676247,9.719076,0.10533142,7.9574864e-05,-1.3514393e-05,0,1.5328869e-06,-3788.9062,0,0,0,647351,0.00013068851,3.12939084716999,136.244657194976,8.41676874423247,0.935868953233139,4.60640771187387,0.423651240342877,0.348734868369095,7.27267159366824,0.455378233906963,3.49154977888802,7.97266522113936,0.00239013678556703,2390.13678556703,2113.03596589934,449.821082142925,8.02571448095665,2083.252149219,373.661643659527,36.7316089660551,36.7464249607066,20.8372024194474,25.8632085114714,NA,NA,155.698057557285,19.1549836761683,12.7842588038038,151.945023851193,18.6932669790581,NA,NA,NA,NA,2.19673290983896,0.52631776485043,0.507136781763781,3.62412214738158,11.8241957296287,0.985361818598249
"109","03-2003",2003-03-03 07:33:20,-6.2373886,-3.6313467,-3.7126665,7.5877,297.12402,0.10386753,0.0009956658,-0.08352065,-0.045597494,49.261246,296.35773,4.6528673,0.027417667,296.3822,101144.625,-0.040144317,2003-03-03 01:33:20,22479568,-0.0010980021,9.964682,0.040756226,4.0414698e-06,-1.2707795e-05,0,1.1921412e-07,-4231.242,0,0,0,878557,1.0207605e-05,3.60549256615902,156.964567541123,9.74939036154382,0.673492500896565,3.83535878562427,0.546984958318192,0.211389333147367,5.70371853409662,0.417383143758088,3.57953371112897,7.95087064696406,0.00241844581412432,2418.44581412432,2148.87318970904,452.577519313097,7.95639081468175,2145.71429292824,445.725144255846,36.7156838291492,36.7320495354232,20.5776023206715,25.9249174826598,NA,NA,179.62282652034,25.5328380106871,8.34791264915338,175.292959282208,24.9173817795948,NA,NA,NA,NA,1.50512903324087,1.17839043387719,0.748191813561693,NA,NA,NA
"110","03-2004",2004-03-03 07:33:20,-6.6724806,-3.8966846,-3.908698,7.9903727,297.92957,0.08508873,0.0010429926,-0.09086931,-0.0509876,49.261322,297.7495,5.0929413,0.07917549,297.7527,101204.125,-0.04526804,2004-03-03 01:33:20,22184528,-0.0022437088,10.599634,0.057769775,3.2225216e-05,-2.596846e-05,0,7.343855e-07,-4700.457,0,0,0,308266,6.365044e-05,3.68814312292725,160.634903617593,NA,NA,NA,0.168441346370195,0.129509711765334,4.41704632634359,0.281589228876827,2.20359683458979,8.00102996184923,0.00241451993765902,2414.51993765902,2115.04369058565,425.769137265325,8.00677496960112,2111.54670069491,419.001368835088,36.9124695252281,36.9175005078031,22.6955008237139,25.4714965861838,NA,NA,172.686601488337,20.4795459585475,9.71572327822349,168.523901925504,19.9858802689405,NA,NA,NA,NA,1.30076017723727,1.02557696321588,0.844397545942649,3.327351652503,10.8560481483581,0.904662024040674
"111","03-2005",2005-03-03 07:33:20,-6.5305405,-3.6717281,-3.6614723,7.801983,298.912,0.11605072,0.0010209379,-0.08697897,-0.045669913,49.26074,298.8413,4.6343956,0.062261797,298.83612,101196.5,-0.04088575,2005-03-03 01:33:20,22372560,-0.0027036928,10.250941,0.041809082,9.53884e-06,-3.1291464e-05,0,2.7376677e-07,-4081.832,0,0,0,207663,2.3514382e-05,3.63597740004549,158.381900899354,NA,NA,NA,3.02550332434948,0.0396275984325326,2.27859962034003,0.872934459825056,15.8695411967626,7.98408714123401,0.00243735608286377,2437.35608286377,2145.17803788436,453.467970108048,7.98915253532986,2141.9116121269,446.886353686737,36.8681725194006,36.8667468663103,22.859975706596,25.3743013656951,NA,NA,91.4861555557796,16.7192894991346,6.19800700278238,89.2810595619047,16.3162934527195,5.61565403230315,0.846432032394796,62.6553656467608,NA,1.19390020061812,0.340093220551038,0.430658408927644,6.94645879783472,22.6638117281206,1.88867230669422
