,Cruise,Leg,Day,Month,Year,Date,Depth_target,Depth_real,O2_(ml/L),O2_(?mol/kg),NO3_UDO,PO4_UDO,Si(OH)4_UDO,NH4_USF,NO2_USF,NO3+NO2_USF,PO4_USF,Si(OH)4_USF,pH,Alkalinity_(mol/kg),Alkalinity_(?mol/kg),TCO2,fCO2,pH_corrected,TCO2_corrected,fCO2_corrected,Salinity_bottles,Salinity_CTD,Temperature,Sigma-t,TPP,PIP,POC_(?g/kg),PN_(?g/kg),POC_(?g/L),PN_(?g/L),C/N_particulate,DON,DOP,DOC,TOC,PrimaryProductivity,Chlorophyll,Phaeopigments,Total Prokaryotes ,Bact_Biomass_(mgC/m3),Bact_Biomass_(?MC),,
,,,,,,,target,real,,,UDO,UDO,UDO,USF,USF,USF,USF,USF,"at 25°C, no-corrected for impurities",,,,,"at 25°C, corrected for impurities",recalculated,recalculated,bottles,CTD,CTD,CTD,,,,,,,,USF,USF,,,,,,Decay Corrected,,,,
,nnn,n,dd,mm,yyyy,yyyy/mm/dd,m,m,ml/L,?mol/kg,?M,?M,?M,?M,?M,?M,?M,?M,,mol/kg,?mol/kg,?mol/kg,?atm,,?mol/kg,?atm,PSU,PSU,degC (°C),Kg/m3,nM,nM,?g/kg,?g/kg,?g/L,?g/L,mol/mol,?M,?M,?M,?M,mgC/m3/hr,mg/m3,mg/m3,(x10^8/L),mgC/m3,?MC,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,205,1,11,09,2013,2013/09/11,75,75.2,3.42,148.88,-9999,-9999,-9999,0.38,0.85,2.07,0.18,3.33,7.962,0.002426,2426,2150,494,7.978,2141,472,36.911,36.864,23.643,25.160,29.51,6.81,59.10,8.96,7.70,57.68,8.74,-9999,-9999,73.23,-9999,0.04,0.22,0.21,1.63,5.31,0.44,,
4073,205,1,11,09,2013,2013/09/11,100,101.1,3.17,138.26,-9999,-9999,-9999,0.46,0.06,5.44,0.31,3.12,7.942,0.002425,2425,2160,500,7.955,2153,482,36.895,36.878,22.561,25.486,22.72,1.93,72.78,10.91,7.78,71.03,10.65,-9999,-9999,-9999,-9999,0.00,0.02,0.11,2.18,7.13,0.59,,
4074,205,1,11,09,2013,2013/09/11,130,129.9,2.77,120.62,-9999,-9999,-9999,0.21,0.03,8.93,0.56,5.09,7.882,0.002406,2406,2176,535,7.893,2170,517,36.748,36.689,20.292,25.973,16.72,1.32,51.54,9.69,6.21,50.30,9.45,-9999,-9999,66.59,-9999,-9999,-9999,-9999,2.05,7.07,0.59,,
4075,205,1,11,09,2013,2013/09/11,160,160.2,1.40,61.05,-9999,-9999,-9999,0.37,0.03,12.45,1.22,15.04,7.742,0.002401,2401,2239,728,7.752,2235,707,36.493,36.450,18.592,26.234,-9999,-9999,39.78,5.76,8.06,38.82,5.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.11,7.26,0.60,,
4076,205,1,11,09,2013,2013/09/11,200,200.5,0.31,13.49,-9999,-9999,-9999,0.42,0.03,9.13,1.78,26.72,7.645,0.002403,2403,2282,922,7.654,2278,897,36.412,36.405,18.065,26.333,18.60,2.32,74.11,10.62,8.14,72.33,10.37,-9999,-9999,58.34,-9999,-9999,-9999,-9999,0.79,2.73,0.23,,
4077,205,1,11,09,2013,2013/09/11,250,249.8,0.01,0.47,-9999,-9999,-9999,1.66,0.00,0.00,2.46,40.88,7.618,0.002420,2420,2308,989,7.627,2305,963,36.382,36.375,17.874,26.357,48.54,20.36,85.38,17.94,5.55,83.32,17.50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.77,6.31,0.53,,
4078,205,1,11,09,2013,2013/09/11,265,265.5,0.00,0.00,-9999,-9999,-9999,1.98,0.00,0.00,2.41,41.15,7.618,0.002431,2431,2319,991,7.627,2316,965,36.390,36.372,17.849,26.361,31.07,10.70,71.35,15.47,5.38,69.63,15.09,-9999,-9999,59.01,89.02,-9999,-9999,-9999,0.96,3.41,0.28,,
4079,205,1,11,09,2013,2013/09/11,300,301.3,0.00,0.00,-9999,-9999,-9999,2.79,0.00,0.00,2.68,44.09,7.618,0.002436,2436,2324,989,7.627,2320,963,36.370,36.357,17.750,26.374,27.88,6.35,81.02,13.65,6.92,79.07,13.32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.26,8.04,0.67,,
4080,205,1,11,09,2013,2013/09/11,350,350.4,0.00,0.00,-9999,-9999,-9999,5.54,0.00,0.00,2.93,50.87,7.616,0.002440,2440,2328,993,7.625,2324,967,36.358,36.340,17.639,26.388,24.02,7.73,69.25,12.09,6.68,67.58,11.80,-9999,-9999,57.21,63.17,-9999,-9999,-9999,0.85,3.04,0.25,,
4081,205,1,11,09,2013,2013/09/11,400,400.5,0.00,0.00,-9999,-9999,-9999,9.69,0.00,0.00,3.10,59.88,7.609,0.002441,2441,2332,1008,7.617,2328,982,36.393,36.323,17.539,26.400,17.72,8.74,47.66,8.75,6.35,46.51,8.54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.76,2.71,0.23,,
4082,205,1,11,09,2013,2013/09/11,500,500.8,-9999,-9999,-9999,-9999,-9999,15.65,0.00,0.00,3.47,72.73,7.595,0.002445,2445,2340,1039,7.604,2337,1011,36.313,36.291,17.359,26.419,17.41,3.44,91.75,14.09,7.60,89.54,13.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.78,3.76,0.31,,
4083,205,1,11,09,2013,2013/09/11,750,747.0,-9999,-9999,-9999,-9999,-9999,21.59,0.00,0.00,3.79,85.58,7.582,0.002466,2466,2365,1079,7.593,2361,1044,36.265,36.264,17.246,26.425,14.13,0.00,53.18,10.62,5.84,51.90,10.36,-9999,-9999,56.71,61.68,-9999,-9999,-9999,1.28,6.17,0.51,,
4084,205,1,11,09,2013,2013/09/11,1310,1294.2,-9999,-9999,-9999,-9999,-9999,27.61,0.01,0.03,4.05,96.61,7.567,0.002488,2488,2392,1135,7.576,2389,1104,36.259,36.260,17.288,26.413,11.32,0.00,72.48,11.43,7.40,70.74,11.16,-9999,-9999,57.81,73.23,-9999,-9999,-9999,0.25,3.63,0.30,,
4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,206,1,08,10,2013,2013/10/08,1,1.1,4.42,192.97,-9999,-9999,-9999,0.28,0.00,0.00,0.04,1.69,8.077,0.002416,2416,2074,442,8.089,2066,427,36.551,36.536,29.103,23.184,35.57,7.45,102.23,11.72,10.18,99.77,11.44,-9999,-9999,89.10,-9999,2.24,0.13,0.16,-9999,-9999,-9999,,
4087,206,1,08,10,2013,2013/10/08,7,7.1,4.48,195.49,-9999,-9999,-9999,0.22,0.00,0.00,0.03,2.97,8.080,0.002411,2411,2067,425,8.094,2058,408,36.566,36.521,28.359,23.421,31.84,6.92,74.03,10.26,8.42,72.25,10.01,-9999,-9999,-9999,-9999,2.21,0.14,0.14,0.58,1.90,0.16,,
4088,206,1,08,10,2013,2013/10/08,15,14.8,4.33,188.80,-9999,-9999,-9999,0.28,0.00,0.00,0.10,2.25,8.048,0.002404,2404,2080,430,8.062,2072,414,36.517,36.559,26.500,24.053,26.52,8.17,84.21,9.53,10.31,82.18,9.30,-9999,-9999,-9999,-9999,2.08,0.16,0.15,-9999,-9999,-9999,,
4089,206,1,08,10,2013,2013/10/08,25,25.2,4.20,183.24,-9999,-9999,-9999,0.25,0.00,0.00,0.04,1.93,8.033,0.002415,2415,2099,424,8.046,2091,409,36.688,36.702,24.966,24.639,20.37,8.00,75.82,11.00,8.04,73.99,10.73,-9999,-9999,-9999,-9999,1.43,0.18,0.15,0.93,3.03,0.25,,
4090,206,1,08,10,2013,2013/10/08,35,35.3,4.45,193.90,-9999,-9999,-9999,0.18,0.00,0.00,0.02,2.12,8.076,0.002402,2402,2060,360,8.089,2051,347,36.504,36.729,24.080,24.927,24.71,4.65,86.14,9.97,10.08,84.07,9.73,-9999,-9999,82.81,-9999,3.40,0.51,0.75,1.13,3.70,0.31,,
4091,206,1,08,10,2013,2013/10/08,55,55.4,3.17,138.11,-9999,-9999,-9999,0.23,0.17,5.37,0.35,3.13,7.947,0.002425,2425,2159,504,7.960,2151,486,36.813,36.810,23.125,25.271,21.17,11.63,57.76,6.85,9.83,56.37,6.69,-9999,-9999,-9999,-9999,0.28,0.28,0.47,2.63,8.60,0.72,,
4092,206,1,08,10,2013,2013/10/08,75,74.9,3.01,130.94,-9999,-9999,-9999,0.27,0.07,6.76,0.41,4.42,7.913,0.002422,2422,2174,534,7.923,2169,519,36.832,36.824,22.284,25.524,29.75,3.44,68.60,7.88,10.16,66.95,7.69,-9999,-9999,62.18,-9999,-9999,0.16,0.51,2.12,6.91,0.58,,
4093,206,1,08,10,2013,2013/10/08,100,100.8,2.97,129.47,-9999,-9999,-9999,0.24,0.04,7.19,0.43,3.88,7.920,0.002432,2432,2179,511,7.932,2172,495,36.820,36.812,21.588,25.711,23.81,4.02,69.60,7.66,10.60,67.93,7.48,-9999,-9999,-9999,-9999,-9999,0.08,0.23,0.71,2.33,0.19,,
4094,206,1,08,10,2013,2013/10/08,130,129.3,2.93,127.54,-9999,-9999,-9999,0.30,0.03,9.30,0.59,5.12,7.872,0.002415,2415,2190,545,7.882,2185,530,36.704,36.667,20.065,26.017,14.46,4.17,54.53,4.62,13.76,53.21,4.51,-9999,-9999,60.49,-9999,-9999,-9999,-9999,0.55,1.90,0.16,,
4095,206,1,08,10,2013,2013/10/08,160,160.2,2.27,98.82,-9999,-9999,-9999,0.18,0.02,11.38,0.88,8.81,7.814,0.002416,2416,2220,611,7.823,2216,596,36.575,36.529,18.968,26.199,0.00,0.00,37.89,5.06,8.73,36.98,4.94,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.12,3.87,0.32,,
4096,206,1,08,10,2013,2013/10/08,200,196.3,0.60,26.06,-9999,-9999,-9999,0.20,0.01,10.17,1.68,23.62,7.663,0.002404,2404,2276,876,7.672,2272,857,36.423,36.426,18.087,26.343,0.00,0.00,58.32,6.85,9.93,56.92,6.68,-9999,-9999,57.77,-9999,-9999,-9999,-9999,1.05,3.61,0.30,,
4097,206,1,08,10,2013,2013/10/08,250,246.3,0.06,2.74,-9999,-9999,-9999,0.16,0.10,2.23,1.66,35.34,7.614,0.002416,2416,2307,994,7.623,2303,971,36.407,36.394,17.894,26.367,0.00,0.00,56.10,8.06,8.12,54.75,7.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.65,2.33,0.19,,
4098,206,1,08,10,2013,2013/10/08,281,279.7,0.06,2.57,-9999,-9999,-9999,0.17,0.00,0.00,1.90,39.78,7.617,0.002416,2416,2305,983,7.626,2302,960,36.386,36.381,17.811,26.377,0.00,0.00,93.34,11.81,9.22,91.09,11.53,-9999,-9999,54.58,91.32,-9999,-9999,-9999,1.07,3.83,0.32,,
4099,206,1,08,10,2013,2013/10/08,300,295.6,0.13,5.79,-9999,-9999,-9999,0.89,0.00,0.00,2.69,40.76,7.619,0.002424,2424,2311,979,7.628,2308,958,36.371,36.376,17.779,26.382,0.00,0.00,59.83,14.14,4.94,58.39,13.80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.46,8.76,0.73,,
4100,206,1,08,10,2013,2013/10/08,350,344.5,0.04,1.68,-9999,-9999,-9999,5.18,0.00,0.00,2.91,49.60,7.612,0.002444,2444,2333,1001,7.621,2330,979,36.335,36.355,17.649,26.397,0.00,0.00,37.03,7.33,5.89,36.13,7.16,-9999,-9999,59.22,153.88,-9999,-9999,-9999,0.78,2.77,0.23,,
4101,206,1,08,10,2013,2013/10/08,400,393.7,0.00,0.00,-9999,-9999,-9999,8.64,0.00,0.00,3.07,55.95,7.608,0.002434,2434,2326,1005,7.617,2322,982,36.376,36.341,17.572,26.406,17.34,0.00,52.63,8.52,7.20,51.36,8.32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.98,3.48,0.29,,
4102,206,1,08,10,2013,2013/10/08,500,494.8,-9999,-9999,-9999,-9999,-9999,14.44,0.00,0.00,3.44,70.60,7.594,0.002473,2473,2369,1053,7.601,2366,1032,36.308,36.309,17.397,26.424,69.93,4.63,64.72,6.86,11.00,63.16,6.70,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.30,6.23,0.52,,
4103,206,1,08,10,2013,2013/10/08,750,742.1,-9999,-9999,-9999,-9999,-9999,21.42,0.00,0.00,3.76,84.29,7.586,0.002478,2478,2375,1070,7.594,2372,1046,36.278,36.273,17.253,26.431,10.70,0.00,62.19,9.39,7.73,60.70,9.16,-9999,-9999,56.74,56.81,-9999,-9999,-9999,0.83,3.97,0.33,,
4104,206,1,08,10,2013,2013/10/08,1310,1298.4,-9999,-9999,-9999,-9999,-9999,27.30,0.00,0.00,4.07,96.56,7.564,0.002498,2498,2403,1145,7.572,2400,1121,36.256,36.261,17.290,26.413,14.98,0.00,66.35,9.09,8.51,64.75,8.87,-9999,-9999,58.47,59.21,-9999,-9999,-9999,0.60,2.88,0.24,,
4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,
4106,207,3,13,11,2013,2013/11/13,1,1.3,4.44,193.88,-9999,-9999,-9999,0.17,0.00,0.00,0.03,2.80,8.060,0.00241,2410,2079,430,8.079,2067,408,36.532,36.531,27.268,23.785,38.23,2.02,129.20,16.62,9.07,126.09,16.22,-9999,-9999,76.60,-9999,2.24,0.19,0.20,Samples collected on different date by Stony Brook University group.,,,,
4107,207,3,13,11,2013,2013/11/13,7,6.7,4.45,194.02,-9999,-9999,-9999,0.17,0.00,0.00,0.02,2.67,8.056,0.00243,2428,2098,435,8.068,2090,421,36.540,36.525,27.069,23.845,32.73,3.28,131.50,17.53,8.75,128.33,17.10,-9999,-9999,-9999,-9999,2.45,0.20,0.19,Data reported in the master file of those cruises (Master: Biochemistry & Microbiology),,,,
4108,207,3,13,11,2013,2013/11/13,15,14.3,4.47,194.80,-9999,-9999,-9999,0.17,0.00,0.00,0.02,2.66,8.060,0.00241,2415,2083,425,8.073,2074,409,36.542,36.531,26.881,23.910,45.10,3.03,187.10,24.76,8.81,182.59,24.17,-9999,-9999,-9999,-9999,1.50,0.22,0.24,,,,,
4109,207,3,13,11,2013,2013/11/13,25,25.1,4.25,185.38,-9999,-9999,-9999,0.18,0.00,0.00,0.03,1.29,8.042,0.00242,2416,2095,422,8.054,2087,408,36.638,36.661,25.452,24.458,22.96,0.26,94.23,14.99,7.34,91.96,14.63,-9999,-9999,-9999,-9999,0.92,0.28,0.34,,,,,
4110,207,3,13,11,2013,2013/11/13,35,34.1,4.11,179.24,-9999,-9999,-9999,0.26,0.12,0.15,0.06,1.91,8.021,0.00242,2420,2110,436,8.034,2103,421,36.731,36.744,24.754,24.735,28.30,9.57,145.45,17.88,9.49,141.94,17.45,-9999,-9999,71.47,-9999,0.67,0.32,0.49,,,,,
4111,207,3,13,11,2013,2013/11/13,55,53.4,3.68,160.42,-9999,-9999,-9999,0.18,0.57,2.92,0.18,2.47,7.989,0.00242,2415,2126,466,8.000,2118,450,36.738,36.734,24.152,24.909,27.79,1.11,74.24,12.28,7.05,72.45,11.99,-9999,-9999,-9999,-9999,0.12,0.14,0.28,,,,,
4112,207,3,13,11,2013,2013/11/13,75,73.5,3.24,141.21,-9999,-9999,-9999,0.15,0.05,5.16,0.33,4.12,7.949,0.00241,2413,2146,501,7.960,2140,487,36.780,36.779,23.276,25.203,20.77,0.00,74.96,9.64,9.08,73.15,9.40,-9999,-9999,65.74,-9999,0.00,0.08,0.19,,,,,
4113,207,3,13,11,2013,2013/11/13,100,98.8,3.34,145.27,-9999,-9999,-9999,2.92,0.07,17.04,0.34,3.31,7.794,0.00242,2419,2232,751,7.804,2228,731,36.799,36.800,22.778,25.364,13.94,0.00,60.41,8.78,8.02,58.95,8.57,-9999,-9999,-9999,-9999,-9999,0.05,0.15,,,,,
4114,207,3,13,11,2013,2013/11/13,130,128.7,1.99,86.52,-9999,-9999,-9999,0.17,0.02,11.74,0.95,10.73,7.704,0.00240,2399,2253,820,7.713,2250,801,36.576,36.572,19.217,26.167,20.93,0.00,76.26,11.24,7.91,74.42,10.97,-9999,-9999,57.14,-9999,-9999,-9999,-9999,,,,,
4115,207,3,13,11,2013,2013/11/13,160,159.0,1.03,44.93,-9999,-9999,-9999,0.09,0.00,11.17,1.30,18.18,7.703,0.00240,2403,2258,798,7.712,2254,780,36.459,36.459,18.378,26.296,15.62,0.00,67.93,10.70,7.41,66.30,10.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4116,207,3,13,11,2013,2013/11/13,200,200.3,0.29,12.63,-9999,-9999,-9999,0.11,0.01,8.34,1.79,28.41,7.628,0.00241,2406,2291,960,7.637,2288,938,36.417,36.415,18.046,26.345,24.71,0.00,58.37,8.37,8.13,56.96,8.17,-9999,-9999,57.44,-9999,-9999,-9999,-9999,,,,,
4117,207,3,13,11,2013,2013/11/13,250,249.7,0.16,7.02,-9999,-9999,-9999,2.80,0.02,16.53,1.99,33.80,7.620,0.00241,2413,2301,977,7.628,2298,956,36.385,36.389,17.875,26.367,37.66,0.00,65.93,9.18,8.38,64.34,8.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4118,207,3,13,11,2013,2013/11/13,262,261.5,0.06,2.82,-9999,-9999,-9999,0.73,0.01,0.03,2.03,38.04,7.618,0.00242,2417,2306,982,7.626,2302,961,36.376,36.383,17.842,26.371,289.58,0.00,68.39,17.21,4.64,66.74,16.80,-9999,-9999,57.33,58.68,-9999,-9999,-9999,,,,,
4119,207,3,13,11,2013,2013/11/13,300,298.6,0.00,0.00,-9999,-9999,-9999,2.50,0.00,0.09,2.70,42.91,7.621,0.00243,2425,2312,974,7.630,2309,952,36.362,36.366,17.737,26.384,29.89,0.00,80.27,13.33,7.03,78.34,13.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4120,207,3,13,11,2013,2013/11/13,350,348.5,0.00,0.00,-9999,-9999,-9999,6.64,0.00,0.00,2.94,51.78,7.612,0.00244,2438,2327,997,7.621,2324,975,36.344,36.348,17.630,26.396,-9999,-9999,74.45,14.33,6.06,72.66,13.99,-9999,-9999,54.18,55.18,-9999,-9999,-9999,,,,,
4121,207,3,13,11,2013,2013/11/13,400,400.1,0.00,0.00,-9999,-9999,-9999,10.82,0.00,0.00,3.15,60.42,7.604,0.00245,2447,2340,1020,7.611,2336,999,36.327,36.328,17.518,26.408,32.98,4.11,52.41,9.58,6.38,51.15,9.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4122,207,3,13,11,2013,2013/11/13,500,498.0,-9999,-9999,-9999,-9999,-9999,14.24,0.00,0.00,3.35,68.36,7.596,0.00246,2456,2351,1038,7.605,2347,1015,36.305,36.302,17.388,26.420,26.69,3.47,50.81,9.92,5.98,49.59,9.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
4123,207,3,13,11,2013,2013/11/13,750,745.4,-9999,-9999,-9999,-9999,-9999,21.39,0.00,0.00,3.73,84.63,7.582,0.00248,2482,2381,1082,7.591,2377,1059,36.270,36.269,17.261,26.426,19.70,0.00,77.78,12.09,7.51,75.91,11.80,-9999,-9999,55.91,56.06,-9999,-9999,-9999,,,,,
4124,207,3,13,11,2013,2013/11/13,1310,1299.2,-9999,-9999,-9999,-9999,-9999,27.90,0.00,0.00,4.02,96.16,7.566,0.00251,2508,2413,1142,7.574,2410,1118,36.253,36.254,17.290,26.407,20.59,5.28,74.63,12.93,6.73,72.83,12.62,-9999,-9999,57.83,58.08,-9999,-9999,-9999,,,,,
4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,208,1,04,12,2013,2013/12/04,1,1.2,4.53,197.67,-9999,-9999,-9999,0.29,0.00,0.00,0.07,2.34,8.050,0.00241,2413,2086,433,8.062,2079,418,36.724,36.725,26.727,24.106,39.19,9.89,114.93,15.48,8.66,112.16,15.11,-9999,-9999,72.90,-9999,0.87,0.13,0.13,-9999,-9999,-9999,,
4127,208,1,04,12,2013,2013/12/04,7,6.7,4.56,199.02,-9999,-9999,-9999,0.26,0.00,0.00,0.05,0.77,8.052,0.00240,2402,2076,422,8.065,2068,407,36.720,36.718,26.294,24.237,30.16,11.62,139.02,13.01,12.46,135.67,12.70,-9999,-9999,-9999,-9999,1.05,0.13,0.14,1.64,5.35,0.45,,
4128,208,1,04,12,2013,2013/12/04,15,14.8,4.64,202.18,-9999,-9999,-9999,0.20,0.00,0.00,0.07,1.37,8.047,0.00242,2422,2097,425,8.059,2089,411,36.713,36.717,25.935,24.350,40.62,12.02,125.15,14.54,10.04,122.13,14.19,-9999,-9999,-9999,-9999,1.29,0.13,0.16,-9999,-9999,-9999,,
4129,208,1,04,12,2013,2013/12/04,25,25.2,4.33,188.89,-9999,-9999,-9999,0.15,0.00,0.00,0.06,6.94,8.029,0.00242,2421,2106,425,8.042,2098,410,36.744,36.756,24.707,24.759,60.01,11.38,121.92,15.84,8.98,118.98,15.46,-9999,-9999,-9999,-9999,0.95,0.16,0.23,1.13,3.69,0.31,,
4130,208,1,04,12,2013,2013/12/04,35,34.9,4.05,176.45,-9999,-9999,-9999,0.12,0.24,0.51,0.09,1.47,8.017,0.00243,2428,2120,430,8.029,2113,416,36.797,36.808,23.998,25.012,50.71,13.36,120.86,16.44,8.58,117.95,16.05,-9999,-9999,76.63,-9999,1.14,0.23,0.40,0.92,3.02,0.25,,
4131,208,1,04,12,2013,2013/12/04,55,54.3,3.38,147.13,-9999,-9999,-9999,0.14,0.13,4.90,0.32,3.56,7.952,0.00242,2422,2152,495,7.962,2147,482,36.787,36.793,23.092,25.267,34.65,8.07,79.70,12.69,7.33,77.78,12.38,-9999,-9999,-9999,-9999,0.12,0.15,0.50,0.50,1.63,0.14,,
4132,208,1,04,12,2013,2013/12/04,75,75.1,3.17,138.01,-9999,-9999,-9999,0.17,0.06,6.08,0.40,3.10,7.941,0.00242,2421,2158,497,7.952,2152,483,36.784,36.797,22.452,25.456,29.77,6.27,64.76,9.29,8.13,63.20,9.07,-9999,-9999,75.08,-9999,0.00,0.05,0.25,0.19,0.61,0.05,,
4133,208,1,04,12,2013,2013/12/04,100,100.4,2.98,129.73,-9999,-9999,-9999,0.24,0.04,7.71,0.48,3.64,7.910,0.00241,2410,2165,516,7.920,2159,501,36.763,36.770,21.347,25.747,35.83,5.29,75.67,9.53,9.27,73.84,9.30,-9999,-9999,-9999,-9999,0.08,0.02,0.08,0.55,1.80,0.15,,
4134,208,1,04,12,2013,2013/12/04,130,129.7,2.06,89.55,-9999,-9999,-9999,0.23,0.03,11.95,0.95,9.64,7.796,0.00240,2398,2211,642,7.805,2207,626,36.566,36.575,19.177,26.180,37.85,8.29,62.95,6.99,10.51,61.44,6.82,-9999,-9999,63.82,-9999,-9999,-9999,-9999,0.42,1.45,0.12,,
4135,208,1,04,12,2013,2013/12/04,160,162.1,1.35,58.69,-9999,-9999,-9999,0.32,0.03,12.52,1.31,15.03,7.726,0.00240,2404,2249,752,7.736,2245,734,36.474,36.481,18.450,26.294,33.34,0.00,58.71,10.29,6.65,57.30,10.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.48,1.65,0.14,,
4136,208,1,04,12,2013,2013/12/04,200,199.7,0.39,17.13,-9999,-9999,-9999,0.06,0.02,8.19,1.68,25.86,7.646,0.00241,2406,2284,917,7.655,2280,896,36.423,36.423,18.069,26.346,-9999,-9999,64.55,7.33,10.27,62.99,7.16,-9999,-9999,57.34,-9999,-9999,-9999,-9999,0.42,1.43,0.12,,
4137,208,1,04,12,2013,2013/12/04,250,249.7,0.07,3.11,-9999,-9999,-9999,0.02,0.06,0.55,0.85,36.39,7.617,0.00242,2420,2310,988,7.627,2306,963,36.382,36.392,17.876,26.370,-9999,-9999,111.54,17.91,7.27,108.85,17.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.06,3.79,0.32,,
4138,208,1,04,12,2013,2013/12/04,254,254.8,0.08,3.30,-9999,-9999,-9999,0.09,0.05,0.23,1.34,38.18,7.618,0.00242,2424,2314,988,7.626,2310,966,36.383,36.391,17.869,26.371,-9999,-9999,159.42,19.79,9.40,155.57,19.31,-9999,-9999,54.05,164.02,-9999,-9999,-9999,1.18,4.21,0.35,,
4139,208,1,04,12,2013,2013/12/04,300,299.9,0.00,0.00,-9999,-9999,-9999,2.25,0.02,0.01,2.85,43.28,7.623,0.00242,2424,2310,968,7.632,2306,947,36.361,36.370,17.741,26.386,-9999,-9999,55.46,11.88,5.45,54.13,11.59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.61,2.17,0.18,,
4140,208,1,04,12,2013,2013/12/04,350,350.3,0.00,0.00,-9999,-9999,-9999,5.99,0.03,0.04,2.98,51.84,7.616,0.00243,2426,2314,982,7.625,2310,960,36.347,36.352,17.634,26.399,-9999,-9999,62.31,10.46,6.95,60.81,10.20,-9999,-9999,58.68,53.39,-9999,-9999,-9999,0.35,1.26,0.10,,
4141,208,1,04,12,2013,2013/12/04,400,401.0,0.00,0.00,-9999,-9999,-9999,7.76,0.00,0.00,2.75,56.97,7.609,0.00243,2433,2324,1001,7.618,2320,978,36.332,36.339,17.560,26.407,-9999,-9999,62.25,10.27,7.07,60.75,10.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.40,1.42,0.12,,
4142,208,1,04,12,2013,2013/12/04,500,501.4,-9999,-9999,-9999,-9999,-9999,14.42,0.02,0.03,3.46,69.83,7.601,0.00247,2465,2358,1030,7.607,2355,1012,36.305,36.309,17.401,26.422,-9999,-9999,75.67,13.28,6.65,73.85,12.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.46,2.19,0.18,,
4143,208,1,04,12,2013,2013/12/04,750,751.5,-9999,-9999,-9999,-9999,-9999,21.50,0.02,0.05,3.82,84.58,7.577,0.00248,2482,2383,1098,7.585,2380,1075,36.275,36.273,17.259,26.430,-9999,-9999,69.79,11.36,7.16,68.11,11.09,-9999,-9999,53.68,58.41,-9999,-9999,-9999,0.46,2.22,0.18,,
4144,208,1,04,12,2013,2013/12/04,1310,1310.5,-9999,-9999,-9999,-9999,-9999,27.36,0.02,0.07,4.11,95.41,7.561,-9999,-9999,-9999,-9999,7.569,-9999,-9999,36.256,36.258,17.292,26.410,-9999,-9999,56.42,10.19,6.46,55.06,9.94,-9999,-9999,67.90,68.32,-9999,-9999,-9999,0.32,1.56,0.13,,
4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146,209,1,14,01,2014,2014/01/14,1,1.0,4.83,210.54,-9999,-9999,-9999,0.29,0.10,0.28,0.18,1.83,8.027,0.00244,2437,2122,404,8.036,2116,394,36.804,36.804,23.104,25.272,45.23,9.07,164.80,19.84,9.69,160.83,19.36,-9999,-9999,82.39,-9999,9.40,1.06,0.90,-9999,-9999,-9999,,
4147,209,1,14,01,2014,2014/01/14,7,7.7,4.78,208.08,-9999,-9999,-9999,0.20,0.10,0.33,0.13,2.96,8.027,0.00241,2411,2098,399,8.040,2090,384,36.806,36.803,23.072,25.281,75.11,51.72,156.42,21.06,8.67,152.65,20.55,-9999,-9999,-9999,-9999,7.64,1.10,0.90,4.14,13.50,1.12,,
